source,Region,Key,item_code,display_name,Markup/gkm,KVI,category,sub_category,leaf_category,PRODUCT TYPE,brand,Unit wt,Total_Inventory,Last_90day_qty_Sold,Last_90day_Sale,Last90daysale_stores_cnt,latest_MRP,CP,latest_selling,gm%,Guardrail LOWER,GUARDRAIL HIGHER,SATELLITE LOW,SATELLITE HIGH
STPLS,JH,JH70593,70593,Organic Tattva Poha 500g,GKM Based,NON KVI,Rice & Rice Products,Poha,Poha,Organic Poha Thick,Organic Tattva,0.5,407,220,17164,46,89,67,73.87,9%,20%,25%,,
STPLS,JH,JH104451,104451,Paayas Bhog Boiled Rice 26 Kg,cost based,NON KVI,Rice & Rice Products,Non Basmati Rice,Boiled Rice,SWARNA BOILEDRICE,Local,26,66,102,95455,18,1300,900,936,4%,4%,6%,,
STPLS,JH,JH87555,87555,Panchkanya Singham Banskati Rice 26kg,cost based,NON KVI,Rice & Rice Products,Non Basmati Rice,Boiled Rice,BASHKATI RICE,Panchakanya,26,198,301,542425,61,2106,1779,1846,4%,4%,6%,,
STPLS,JH,JH87428,87428,Pragati Banaskati Premium Quality Sortex Rice 26 Kg,cost based,NON KVI,Rice & Rice Products,Non Basmati Rice,Boiled Rice,BASHKATI RICE,Local,26,50,20,37270,11,2000,1820,1872,3%,4%,6%,,
STPLS,JH,JH99893,99893,Pragati Premium Quality Miniket Sortex Rice 26kg,cost based,NON KVI,Rice & Rice Products,Non Basmati Rice,Boiled Rice,MINIKET RICE,Local,26,61,112,160384,27,1820,1443,1495,3%,4%,6%,,
STPLS,JH,JH68222,68222,Premium Usna Loose Rice 1Kg,cost based,Super KVI,Rice & Rice Products,Non Basmati Rice,Boiled Rice,PARMAL RICE,Loose Container,1,9261,58732,2335513,74,100,32,39,18%,12%,15%,,
STPLS,JH,JH100620,100620,Sonachur Chura 500g,cost based,NON KVI,Rice & Rice Products,Poha,Poha,Poha Govindbhog,ASM,0.5,322,604,43949,43,129,66,85,22%,25%,30%,,
STPLS,JH,JH95369,95369,SonaChur Rice 1 Kg loose,cost based,KVI,Rice & Rice Products,Non Basmati Rice,Raw & Steam Rice,SONACHUR RICE,Loose Container,1,8302,25612,3522543,74,200,139,149,7%,8%,10%,,
STPLS,JH,JH93951,93951,Sonam Steamed Loose Rice,cost based,KVI,Rice & Rice Products,Non Basmati Rice,Raw & Steam Rice,SONAM RICE,Loose Container,1,4601,32094,2053533,74,100,57,64,11%,10%,12%,,
STPLS,JH,JH10103,10103,Steam Katarni Loose Rice,cost based,Super KVI,Rice & Rice Products,Non Basmati Rice,Raw & Steam Rice,KATARNI RICE,Loose Container,1,14687,94785,4864387,74,100,47,52,10%,8%,10%,,
STPLS,JH,JH13243,13243,Tata Sampann Poha 500g,cost based,NON KVI,Rice & Rice Products,Poha,Poha,Poha Thick,Tata Sampann,0.5,902,4997,262641,74,60,47,57,18%,20%,25%,,
STPLS,JH,JH95367,95367,Whole Grain Basmati Rice 1 Kg Loose,cost based,KVI,Rice & Rice Products,Basmati Rice,Basmati Premium,BASMATI WHOLE GRAIN RICE,Loose Container,1,7026,33286,2999095,74,150,87,96,9%,8%,10%,,
STPLS,WB,WB97371,97371,Dosa Rice 1Kg,cost based,NON KVI,Rice & Rice Products,Non Basmati Rice,Raw & Steam Rice,DOSA RICE,ASM,1,164,265,12013,53,59,35,46,24%,20%,25%,,
STPLS,WB,WB97373,97373,Idli Rice 1Kg,cost based,NON KVI,Rice & Rice Products,Non Basmati Rice,Boiled Rice,IDLI RICE,ASM,1,121,153,6780,39,59,33,46,28%,20%,25%,,
STPLS,WB,WB104844,104844,3 Not 3 Premium Biryani Rice Loose - 1Kg,cost based,NON KVI,Rice & Rice Products,Basmati Rice,Basmati Rice,BASMATI PREMIUM,Loose Container,1,1427,19,1872,3,190,91,99,8%,8%,10%,,
STPLS,WB,WB96144,96144,Baskati Standard Rice | 1Kg | Loose | Pack of 1,cost based,NON KVI,Rice & Rice Products,Non Basmati Rice,Boiled Rice,BASHKATI RICE,Loose Container,1,3095,18084,1343822,77,125,72,75,4%,6%,8%,,
STPLS,WB,WB9661,9661,Basmati Sella Loose Rice 1 Kg,cost based,NON KVI,Rice & Rice Products,Basmati Rice,BASMATI SELLA,BASMATI SELLA,Loose Container,1,6123,21360,1705137,78,200,84,87,3%,8%,10%,,
STPLS,WB,WB102687,102687,Biswa Bangla Dheki Chata Brown Rice | 400g | Pack of 1,GKM Based,NON KVI,Rice & Rice Products,Non Basmati Rice,Raw & Steam Rice,DHEKI CHATA RICE,BISWA BANGLA,0.4,2,3,609,3,209,157,148,-6%,20%,25%,,
STPLS,WB,WB102686,102686,Biswa Bangla Premium Gobindo Bhog Rice | 400g | Pack of 1,GKM Based,NON KVI,Rice & Rice Products,Non Basmati Rice,Raw & Steam Rice,GOBINDBHOG RICE,Biswa Bangla,0.4,24,63,11900,33,219,164,174,6%,20%,25%,,
STPLS,WB,WB102688,102688,Biswa Bangla Tulaipunji Rice | 400g | Pack of 1,GKM Based,NON KVI,Rice & Rice Products,Non Basmati Rice,Raw & Steam Rice,TULAIPANJI RICE,Biswa Bangla,0.4,21,24,4585,19,199,149,139,-7%,20%,25%,,
STPLS,WB,WB669,669,Chura Poha 500g,cost based,NON KVI,Rice & Rice Products,Poha,Poha,Poha Thick,ASM,0.5,674,4922,172257,79,49,21,35,40%,30%,35%,,
STPLS,WB,WB95368,95368,Chura Poha Loose 1 Kg,cost based,KVI,Rice & Rice Products,Poha,Poha,Poha Thick,Loose Container,1,2184,10731,526176,77,100,39,48,19%,15%,20%,,
STPLS,WB,WB104858,104858,Dainik Bengali Jeerakati Rice 10 Kg,cost based,NON KVI,Rice & Rice Products,Non Basmati Rice,Boiled Rice,Jeerakathi Rice,Dainik,10,367,56,35560,38,850,587,630,7%,4%,6%,,
STPLS,WB,WB103541,103541,Dainik Economy Ratna Rice | 10kg | Pack of 1,cost based,NON KVI,Rice & Rice Products,Non Basmati Rice,Boiled Rice,RATNA RICE,Dainik,10,56,110,50590,50,820,441,460,4%,4%,6%,,
STPLS,WB,WB103540,103540,Dainik Economy Ratna Rice | 26kg | Pack of 1,cost based,NON KVI,Rice & Rice Products,Non Basmati Rice,Boiled Rice,RATNA RICE,Dainik,26,129,719,673397,74,1300,867,897,3%,2%,4%,,
STPLS,WB,WB103532,103532,Dainik Minikit Rice | 10kg | Pack of 1,cost based,NON KVI,Rice & Rice Products,Non Basmati Rice,Boiled Rice,MINIKET RICE,Dainik,10,173,1027,585155,74,700,546,570,4%,4%,6%,,
STPLS,WB,WB103531,103531,Dainik Minikit Rice | 26kg | Pack of 1,cost based,NON KVI,Rice & Rice Products,Non Basmati Rice,Boiled Rice,MINIKET RICE,Dainik,26,248,761,1023033,73,1600,1313,1339,2%,2%,4%,,
STPLS,WB,WB103533,103533,Dainik Minikit Rice | 5kg | Pack of 1,cost based,NON KVI,Rice & Rice Products,Non Basmati Rice,Boiled Rice,MINIKET RICE,Dainik,5,166,1353,396900,76,520,279,299,7%,6%,8%,,
STPLS,WB,WB103538,103538,Dainik Premium Banskathi Rice | 10kg | Pack of 1,cost based,NON KVI,Rice & Rice Products,Non Basmati Rice,Boiled Rice,BASHKATI RICE,Dainik,10,121,274,218596,70,900,759,789,4%,4%,6%,,
STPLS,WB,WB103537,103537,Dainik Premium Banskathi Rice | 26kg | Pack of 1,cost based,NON KVI,Rice & Rice Products,Non Basmati Rice,Boiled Rice,BASHKATI RICE,Dainik,26,172,264,500086,69,2000,1839,1872,2%,2%,4%,,
STPLS,WB,WB103539,103539,Dainik Premium Banskathi Rice | 5kg | Pack of 1,cost based,NON KVI,Rice & Rice Products,Non Basmati Rice,Boiled Rice,BASHKATI RICE,Dainik,5,86,293,122038,66,500,392,420,7%,6%,8%,,
STPLS,WB,WB98414,98414,Dudheswar Rice Loose 1kg,cost based,NON KVI,Rice & Rice Products,Non Basmati Rice,Boiled Rice,DUDHESWAR RICE,Loose Container,1,4860,18074,1168356,78,120,60,64,6%,6%,8%,,
STPLS,WB,WB93959,93959,Govind Bhog Raw Rice Loose 1Kg,cost based,Super KVI,Rice & Rice Products,Non Basmati Rice,Raw & Steam Rice,GOBINDBHOG RICE,Loose Container,1,14448,27601,3782095,79,200,138,149,7%,8%,10%,,
STPLS,WB,WB18308,18308,India Gate Basmati Mogra Rice 5 Kg,cost based,NON KVI,Rice & Rice Products,Basmati Rice,BASMATI BROKEN,BASMATI MOGRA,India Gate,5,102,381,135591,68,460,321,350,8%,10%,12%,,
STPLS,WB,WB27816,27816,India Gate Basmati Rice Feast Rozzana 1 Kg,cost based,NON KVI,Rice & Rice Products,Basmati Rice,Basmati Regular,BASMATI ROZANA,India Gate,1,519,1517,172918,78,122,91,114,20%,18%,20%,,
STPLS,WB,WB28765,28765,India Gate Basmati Rice Mini Mogra 10 Kg,cost based,NON KVI,Rice & Rice Products,Basmati Rice,BASMATI BROKEN,BASMATI MINI MOGRA,India Gate,10,77,225,134831,59,735,529,599,12%,8%,10%,,
STPLS,WB,WB34490,34490,India Gate Basmati Rice Mogra 10Kg,cost based,NON KVI,Rice & Rice Products,Basmati Rice,BASMATI BROKEN,BASMATI MOGRA,India Gate,10,70,254,171744,57,865,643,668,4%,8%,10%,,
STPLS,WB,WB29942,29942,India Gate Basmati Rice Select 1 kg,cost based,NON KVI,Rice & Rice Products,Basmati Rice,Basmati Premium,BASMATI WHOLE GRAIN RICE,India Gate,1,31,112,19056,55,171,150,174,14%,18%,20%,,
STPLS,WB,WB24299,24299,India Gate Brown Rice 1 Kg,cost based,NON KVI,Rice & Rice Products,Non Basmati Rice,Raw & Steam Rice,BROWN RICE,India Gate,1,110,1061,132384,77,152,110,140,21%,18%,20%,,
STPLS,WB,WB14684,14684,India Gate Classic Basmati Rice 1 Kg,cost based,NON KVI,Rice & Rice Products,Basmati Rice,Basmati Premium,BASMATI WHOLE GRAIN RICE,India Gate,1,127,369,86077,73,260,212,240,12%,18%,20%,,
STPLS,WB,WB2611,2611,India Gate Dubar Basmati Rice 1 Kg,cost based,NON KVI,Rice & Rice Products,Basmati Rice,Basmati Regular,BASMATI DUBAR,India Gate,1,292,945,133866,77,151,128,150,15%,18%,20%,,
STPLS,WB,WB23686,23686,India Gate Rozanna Basmati Rice 5Kg,cost based,NON KVI,Rice & Rice Products,Basmati Rice,Basmati Regular,BASMATI ROZANA,India Gate,5,132,752,325880,73,590,413,440,6%,10%,12%,,
STPLS,WB,WB18435,18435,India Gate Super Basmati Rice 5 Kg,cost based,NON KVI,Rice & Rice Products,Basmati Rice,Basmati Premium,BASMATI WHOLE GRAIN RICE,India Gate,5,59,275,199125,70,1082,674,699,4%,10%,12%,,
STPLS,WB,WB2610,2610,India Gate Super Basmati Rice Pouch 1Kg + 500g Free,cost based,NON KVI,Rice & Rice Products,Basmati Rice,Basmati Premium,BASMATI WHOLE GRAIN RICE,India Gate,1.5,250,1598,355992,79,280,203,209,3%,18%,20%,,
STPLS,WB,WB29523,29523,India Gate Tibar Basmati Rice 1 Kg,cost based,NON KVI,Rice & Rice Products,Basmati Rice,Basmati Regular,BASMATI TIBAR,India Gate,1,188,673,103810,78,155,131,155,15%,18%,20%,,
STPLS,WB,WB95860,95860,JK Poha 500 g,cost based,NON KVI,Rice & Rice Products,Poha,Poha,Poha Thick,JK,0.5,264,1791,114616,79,64,47,65,28%,20%,25%,,
STPLS,WB,WB104529,104529,Khetika Naturale Thick Poha 500g,cost based,NON KVI,Rice & Rice Products,Poha,Poha,Poha Thick,Khetika,0.5,61,256,11793,57,60,34,48,29%,25%,30%,,
STPLS,WB,WB104364,104364,Lalbaba Bhadreswar Miniket Rice 26Kg,cost based,NON KVI,Rice & Rice Products,Non Basmati Rice,Boiled Rice,MINIKET RICE,Lalbaba,26,381,2133,2453954,77,1690,1119,1157,3%,2%,4%,,
STPLS,WB,WB104363,104363,Lalbaba Bhadreswar Ratna Rice 10Kg,cost based,NON KVI,Rice & Rice Products,Non Basmati Rice,Boiled Rice,RATNA RICE,Lalbaba,10,133,818,331938,66,790,376,420,10%,4%,6%,,
STPLS,WB,WB104362,104362,Lalbaba Bhadreswar Swarna Boiled Rice 26Kg,cost based,NON KVI,Rice & Rice Products,Non Basmati Rice,Boiled Rice,SWARNA BOILEDRICE,Lalbaba,26,155,526,474634,69,1300,880,923,5%,2%,4%,,
STPLS,WB,WB95794,95794,Lalbaba Gobindo Bhog Rice 1 Kg,cost based,NON KVI,Rice & Rice Products,Non Basmati Rice,Raw & Steam Rice,GOBINDBHOG RICE,Lalbaba,1,1308,1807,339695,78,399,223,248,10%,10%,12%,,
STPLS,WB,WB104365,104365,Lalbaba Jeerakathi Rice 5 Kg,cost based,NON KVI,Rice & Rice Products,Non Basmati Rice,Boiled Rice,Jeerakathi Rice,Lalbaba,5,221,868,280950,76,575,317,340,7%,6%,8%,,
STPLS,WB,WB74191,74191,Lalbaba Premium Miniket Rice | 26 Kgs | Pack of 1,cost based,NON KVI,Rice & Rice Products,Non Basmati Rice,Boiled Rice,MINIKET RICE,Lalbaba,26,213,1265,1736479,76,1820,1316,1365,4%,2%,4%,,
STPLS,WB,WB95790,95790,Lalbaba Superior Banskathi Rice 10 Kg,cost based,NON KVI,Rice & Rice Products,Non Basmati Rice,Boiled Rice,BASHKATI RICE,Lalbaba,10,103,373,318916,68,1155,841,870,3%,4%,6%,,
STPLS,WB,WB95786,95786,Lalbaba Superior Banskathi Rice 5 Kg,cost based,NON KVI,Rice & Rice Products,Non Basmati Rice,Boiled Rice,BASHKATI RICE,Lalbaba,5,144,745,336624,76,650,430,460,7%,6%,8%,,
STPLS,WB,WB95789,95789,Lalbaba Superior Miniket Rice 10 Kg,cost based,NON KVI,Rice & Rice Products,Non Basmati Rice,Boiled Rice,MINIKET RICE,Lalbaba,10,279,2964,1756730,78,945,569,600,5%,4%,6%,,
STPLS,WB,WB81590,81590,Lalbaba Superior Miniket Rice 26 Kg,cost based,NON KVI,Rice & Rice Products,Non Basmati Rice,Boiled Rice,MINIKET RICE,Lalbaba,26,609,5994,8361601,79,1820,1335,1391,4%,2%,4%,,
STPLS,WB,WB99177,99177,Mayurank Govindbhog Chira 1kg,cost based,NON KVI,Rice & Rice Products,Poha,Poha,Poha Govindbhog,Mayurank,1,470,541,84624,77,210,59,99,40%,35%,40%,,
STPLS,WB,WB96160,96160,Miniket Regular Rice Loose | 1kg,cost based,Super KVI,Rice & Rice Products,Non Basmati Rice,Boiled Rice,MINIKET RICE,Loose Container,1,25988,130700,6566426,79,60,49,51,4%,4%,6%,,
STPLS,WB,WB27334,27334,Organic Tattva Organic Sona Masuri Brown 1 Kg,GKM Based,NON KVI,Rice & Rice Products,Non Basmati Rice,Raw & Steam Rice,ORGANIC BROWN RICE,Organic Tattva,1,148,270,30584,55,130,98,103,5%,20%,25%,,
STPLS,WB,WB91392,91392,Organic Tattva Organic Sonamasuri White Rice 1 Kg,GKM Based,NON KVI,Rice & Rice Products,Non Basmati Rice,Raw & Steam Rice,ORGANIC SONA MASOORI RICE,Organic Tattva,1,144,59,6434,32,130,98,107.9,9%,20%,25%,,
STPLS,WB,WB70593,70593,Organic Tattva Poha 500g,GKM Based,NON KVI,Rice & Rice Products,Poha,Poha,Organic Poha Thick,Organic Tattva,0.5,168,265,22516,64,89,67,73.87,9%,20%,25%,,
STPLS,WB,WB89746,89746,Premium Miniket Rice Loose | 1kg,cost based,NON KVI,Rice & Rice Products,Non Basmati Rice,Boiled Rice,MINIKET RICE,Loose Container,1,15756,123505,6806994,79,100,51,55,7%,6%,8%,,
STPLS,WB,WB96145,96145,Ratna Boiled Rice Loose 1Kg,cost based,Super KVI,Rice & Rice Products,Non Basmati Rice,Boiled Rice,RATNA RICE,Loose Container,1,12359,46223,1837573,79,60,32,39,18%,12%,15%,,
STPLS,WB,WB31595,31595,Taja Economy Puffed Rice 250g,cost based,NON KVI,Rice & Rice Products,Puffed Rice,Puffed Rice & Muri,PUFFED RICE/MURI,Taja,0.5,449,6430,128531,79,20,15,20,25%,20%,25%,,
STPLS,WB,WB30033,30033,Taja Economy Puffed Rice 500g,cost based,NON KVI,Rice & Rice Products,Puffed Rice,Puffed Rice & Muri,PUFFED RICE/MURI,Taja,0.5,719,6616,264600,79,40,30,40,25%,20%,25%,,
STPLS,WB,WB13243,13243,Tata Sampann Poha 500g,cost based,NON KVI,Rice & Rice Products,Poha,Poha,Poha Thick,Tata Sampann,0.5,444,3903,211177,79,60,47,57,18%,20%,25%,,
STPLS,WB,WB96272,96272,Tulsi Bhog Rice Loose 1 Kg,cost based,KVI,Rice & Rice Products,Non Basmati Rice,Raw & Steam Rice,TULSIBHOG RICE,Loose Container,1,6010,23443,1534762,79,100,59,66,11%,10%,12%,,
STPLS,WB,WB95367,95367,Whole Grain Basmati Rice 1 Kg Loose,cost based,KVI,Rice & Rice Products,Basmati Rice,Basmati Premium,BASMATI WHOLE GRAIN RICE,Loose Container,1,8324,41794,3743490,79,200,89,96,7%,8%,10%,,
STPLS,CG,CG640,640,Aji No Moto 50g,cost based,NON KVI,"Salt, Sugar & Sweeteners",Salt,Other Salt,Aji No Moto,ASM,0.05,460,418,8032,33,29,8,20,60%,55%,60%,,
STPLS,CG,CG99894,99894,Brown Jaggery Loose 1kg,cost based,KVI,"Salt, Sugar & Sweeteners",Sugar & Sweeteners,Jaggery,Jaggery Round,Loose Container,1,1175,8584,569760,33,100,47,68,31%,22%,25%,20%,25%
STPLS,CG,CG13001,13001,Catch Premium Pink Rock Salt 1 Kg,GKM Based,NON KVI,"Salt, Sugar & Sweeteners",Salt,Rock Salt,Rock Salt,Catch,1,54,0,0,0,139,94,124,24%,20%,25%,,
STPLS,CG,CG1316,1316,Catch Sprinklers Iodized Table Salt 200g,GKM Based,NON KVI,"Salt, Sugar & Sweeteners",Salt,Iodised Salt,Table Salt,Catch,0.2,91,46,2208,23,50,40,48,17%,20%,25%,,
STPLS,CG,CG676,676,Cutting Mishri 100g,cost based,NON KVI,"Salt, Sugar & Sweeteners",Sugar & Sweeteners,Sweetener,Mishri Cutting,ASM,0.1,462,1413,21705,33,19,9,12,25%,30%,35%,,
STPLS,CG,CG677,677,Cutting Mishri 250g,cost based,NON KVI,"Salt, Sugar & Sweeteners",Sugar & Sweeteners,Sweetener,Mishri Cutting,ASM,0.25,405,1115,42255,33,49,22,38,42%,30%,35%,,
STPLS,CG,CG2722,2722,Fortune Sulphurless Sugar 1 Kg,cost based,NON KVI,"Salt, Sugar & Sweeteners",Sugar & Sweeteners,Sugar,Sugar White,Fortune,1,242,1433,79879,33,75,48,59,19%,10%,12%,,
STPLS,CG,CG96915,96915,I'M Lite Sugar Blended With Stevia 500g,GKM Based,NON KVI,"Salt, Sugar & Sweeteners",Sugar & Sweeteners,Sweetener,Natural Sweetner,I'M Lite,0.5,2,0,0,0,120,104,114,9%,20%,25%,,
STPLS,CG,CG27236,27236,Madhur Pure & Hygienic Sugar 1Kg,cost based,NON KVI,"Salt, Sugar & Sweeteners",Sugar & Sweeteners,Sugar,Sugar White,Madhur,1,1028,4676,257911,33,65,51,61,16%,10%,12%,,
STPLS,CG,CG70598,70598,Madhur Pure & Hygienic Sugar 5 Kg,cost based,NON KVI,"Salt, Sugar & Sweeteners",Sugar & Sweeteners,Sugar,Sugar White,Madhur,5,444,1332,356498,32,315,257,269,4%,5%,7%,,
STPLS,CG,CG735,735,Mishri Dhaga 100g,cost based,NON KVI,"Salt, Sugar & Sweeteners",Sugar & Sweeteners,Sweetener,Mishri Plain,ASM,0.1,295,286,7135,33,29,13,25,48%,50%,55%,,
STPLS,CG,CG736,736,Mishri Dhaga 250g,cost based,NON KVI,"Salt, Sugar & Sweeteners",Sugar & Sweeteners,Sweetener,Mishri Plain,ASM,0.25,332,599,30512,32,59,31,51,39%,40%,45%,,
STPLS,CG,CG79387,79387,Mohta Black Salt 500g,cost based,NON KVI,"Salt, Sugar & Sweeteners",Salt,Black salt,Black salt,Mohta,0.5,235,1582,41132,33,35,18,26,31%,30%,35%,,
STPLS,CG,CG73586,73586,Mohta Pisa Sendha Namak 500g,cost based,NON KVI,"Salt, Sugar & Sweeteners",Salt,Rock Salt,Rock Salt,Mohta,0.5,589,1279,42207,33,45,20,33,39%,35%,40%,,
STPLS,CG,CG14483,14483,On1y Pink Salt Powder 1 kg,GKM Based,NON KVI,"Salt, Sugar & Sweeteners",Salt,Rock Salt,Rock Salt,ON1Y,1,13,6,678,3,119,89,113,21%,25%,30%,,
STPLS,CG,CG100622,100622,Only Pink Salt 500g,GKM Based,NON KVI,"Salt, Sugar & Sweeteners",Salt,Rock Salt,Rock Salt,ON1Y,0.5,41,87,6435,25,69,67,55.2,-21%,25%,30%,,
STPLS,CG,CG27270,27270,Organic Tattva Brown Sugar 500g,GKM Based,NON KVI,"Salt, Sugar & Sweeteners",Sugar & Sweeteners,Sugar,Organic Sugar Brown,Organic Tattva,0.5,152,479,41194,29,90,67,77.4,13%,20%,25%,,
STPLS,CG,CG70602,70602,Organic Tattva Organic Jaggery Powder 500g,GKM Based,NON KVI,"Salt, Sugar & Sweeteners",Sugar & Sweeteners,Jaggery,Organic Jaggery,Organic Tattva,0.5,297,776,66736,30,90,67,74.7,10%,20%,25%,,
STPLS,CG,CG70603,70603,Organic Tattva Organic Sugar 500g,GKM Based,NON KVI,"Salt, Sugar & Sweeteners",Sugar & Sweeteners,Sugar,Organic Sugar White,Organic Tattva,0.5,74,103,7935,28,85,64,69,7%,20%,25%,,
STPLS,CG,CG103038,103038,Original Chemical Free Jaggery Block | 500gm | Pack of 1,GKM Based,NON KVI,"Salt, Sugar & Sweeteners",Sugar & Sweeteners,Jaggery,Jaggery Cubes,The Jaggery Company,0.5,83,89,7106,29,81,55,77,29%,20%,25%,,
STPLS,CG,CG103039,103039,Original Chemical Free Jaggery Candy | 500gm | Pack of 1,GKM Based,NON KVI,"Salt, Sugar & Sweeteners",Sugar & Sweeteners,Jaggery,Jaggery Cubes,The Jaggery Company,0.5,157,375,31245,32,91,62,86,28%,20%,25%,,
STPLS,CG,CG97342,97342,Paawak Jaggery Cubes | 500 g | Pack of 1,GKM Based,NON KVI,"Salt, Sugar & Sweeteners",Sugar & Sweeteners,Jaggery,Jaggery Cubes,Paawak Food Products,0.45,109,695,72280,33,130,66,104,37%,35%,40%,,
STPLS,CG,CG97343,97343,Paawak Jaggery Powder Jar 500g,GKM Based,NON KVI,"Salt, Sugar & Sweeteners",Sugar & Sweeteners,Jaggery,Jaggery Powder,Paawak Food Products,0.5,310,483,59892,31,130,66,124,47%,35%,40%,,
STPLS,CG,CG97344,97344,Paawak Jaggery Powder Pouch 500g,GKM Based,NON KVI,"Salt, Sugar & Sweeteners",Sugar & Sweeteners,Jaggery,Jaggery Powder,Paawak Food Products,0.5,167,935,53324,33,85,43,56,23%,35%,40%,,
STPLS,CG,CG2726,2726,Patanjali Bura Sugar 1 Kg,GKM Based,NON KVI,"Salt, Sugar & Sweeteners",Sugar & Sweeteners,Sweetener,Sugar Bura,Patanjali,1,227,610,49949,33,82,72,82,12%,10%,12%,,
STPLS,CG,CG84395,84395,Patanjali Iodised Salt 1 Kg,GKM Based,NON KVI,"Salt, Sugar & Sweeteners",Salt,Iodised Salt,Iodised Salt,Patanjali,1,268,2194,48268,33,22,10,22,55%,30%,35%,,
STPLS,CG,CG29893,29893,Patanjali Rock Salt 1 Kg,GKM Based,NON KVI,"Salt, Sugar & Sweeteners",Salt,Rock Salt,Rock Salt,Patanjali,1,415,2385,143100,33,60,33,60,45%,20%,25%,,
STPLS,CG,CG2723,2723,Puro Healthy Daily Use Mineral Salt 1 Kg,GKM Based,NON KVI,"Salt, Sugar & Sweeteners",Salt,Rock Salt,Rock Salt,Puro,1,478,1055,115249,33,99,73,115,37%,20%,25%,,
STPLS,CG,CG369,369,Sugar 1 Kg,cost based,NON KVI,"Salt, Sugar & Sweeteners",Sugar & Sweeteners,Sugar,Sugar White,ASM,1,1971,4909,261622,33,69,45,54,17%,12%,14%,,
STPLS,CG,CG370,370,Sugar 2 Kg,cost based,NON KVI,"Salt, Sugar & Sweeteners",Sugar & Sweeteners,Sugar,Sugar White,ASM,2,427,1628,169314,33,119,90,104,13%,10%,12%,,
STPLS,CG,CG4947,4947,Tata Lite Low Sodium Iodised Salt 1 Kg,GKM Based,NON KVI,"Salt, Sugar & Sweeteners",Salt,Iodised Salt,Iodised Salt,Tata,1,593,2742,131936,33,50,41,50,18%,14%,16%,,
STPLS,CG,CG37423,37423,Tata Rock Salt 1 Kg,GKM Based,NON KVI,"Salt, Sugar & Sweeteners",Salt,Rock Salt,Rock Salt,Tata,1,365,1027,103315,33,120,98,114,14%,14%,16%,,
STPLS,CG,CG4949,4949,Tata Salt 1 Kg,GKM Based,NON KVI,"Salt, Sugar & Sweeteners",Salt,Iodised Salt,Iodised Salt,Tata,1,2559,24428,701427,33,30,25,29,14%,13%,15%,13%,15%
STPLS,CG,CG22486,22486,Tata Salt Rock 500g,GKM Based,NON KVI,"Salt, Sugar & Sweeteners",Salt,Rock Salt,Rock Salt,Tata,0.5,320,596,38740,33,65,53,65,18%,14%,16%,,
STPLS,CG,CG103040,103040,The Jaggery Company Chemical Free Jaggery Powder | 500gm | Pack of 1,GKM Based,NON KVI,"Salt, Sugar & Sweeteners",Sugar & Sweeteners,Jaggery,Jaggery Powder,The Jaggery Company,0.5,192,218,20232,32,101,69,96,28%,25%,30%,,
STPLS,CG,CG90513,90513,White Crystal Sugar Loose - 1Kg,cost based,Super KVI,"Salt, Sugar & Sweeteners",Sugar & Sweeteners,Sugar,Sugar White,Loose Container,1,10776,67499,3172452,33,60,45,47,4%,4%,6%,5%,7%
STPLS,JH,JH640,640,Aji No Moto 50g,cost based,NON KVI,"Salt, Sugar & Sweeteners",Salt,Other Salt,Aji No Moto,ASM,0.05,835,1851,35634,73,29,7,20,65%,55%,60%,,
STPLS,JH,JH99894,99894,Brown Jaggery Loose 1kg,cost based,KVI,"Salt, Sugar & Sweeteners",Sugar & Sweeteners,Jaggery,Jaggery Round,Loose Container,1,1081,26211,1574311,74,110,53,60,12%,15%,20%,,
STPLS,JH,JH13001,13001,Catch Premium Pink Rock Salt 1 Kg,GKM Based,NON KVI,"Salt, Sugar & Sweeteners",Salt,Rock Salt,Rock Salt,Catch,1,143,120,14880,47,130,107,124,14%,20%,25%,,
STPLS,JH,JH69702,69702,Catch Sprinkler Table Salt 100g Can,GKM Based,NON KVI,"Salt, Sugar & Sweeteners",Salt,Iodised Salt,Table Salt,Catch,0.1,101,125,3732,46,30,25,30,17%,20%,25%,,
STPLS,JH,JH1316,1316,Catch Sprinklers Iodized Table Salt 200g,GKM Based,NON KVI,"Salt, Sugar & Sweeteners",Salt,Iodised Salt,Table Salt,Catch,0.2,194,151,7237,53,50,41,48,15%,20%,25%,,
STPLS,JH,JH676,676,Cutting Mishri 100g,cost based,NON KVI,"Salt, Sugar & Sweeteners",Sugar & Sweeteners,Sweetener,Mishri Cutting,ASM,0.1,1101,3856,53179,74,19,8,12,33%,30%,35%,,
STPLS,JH,JH677,677,Cutting Mishri 250g,cost based,NON KVI,"Salt, Sugar & Sweeteners",Sugar & Sweeteners,Sweetener,Mishri Cutting,ASM,0.25,1040,3106,93146,73,39,20,30,33%,30%,35%,,
STPLS,JH,JH2722,2722,Fortune Sulphurless Sugar 1 Kg,cost based,NON KVI,"Salt, Sugar & Sweeteners",Sugar & Sweeteners,Sugar,Sugar White,Fortune,1,818,5205,308366,73,75,52,59,12%,10%,12%,,
STPLS,JH,JH96915,96915,I'M Lite Sugar Blended With Stevia 500g,GKM Based,NON KVI,"Salt, Sugar & Sweeteners",Sugar & Sweeteners,Sweetener,Natural Sweetner,I'M Lite,0.5,109,100,9900,52,120,74,99,25%,20%,25%,,
