source,KEY,STATE,STATE KEY,item_code,display_name,master category,KVI / NKVI TAG
FMCGF,WB8280,WB,2,8280,Hit Cockroaches Killer Spray 625ml,FMCGNF,KVI
FMCGF,CG1363,CG,3,1363,Colgate Dental Cream Strong Teeth Toothpaste 200g,FMCGNF,KVI
FMCGF,JH23407,JH,1,23407,Sensodyne Sensitive Toothbrush 1N,FMCGNF,KVI
FMCGF,WB12422,WB,2,12422,Lifebuoy Germ Expert Soap | 125g | Pack of 4,FMCGNF,KVI
FMCGF,CG97055,CG,3,97055,Santoor Sandal & Turmeric Soap 125gm x 4 N,FMCGNF,KVI
FMCGF,JH10031,JH,1,10031,Sunsilk Stunning Black Shine Shampoo 350ml,FMCGNF,KVI
FMCGF,JH32983,JH,1,32983,Parachute Advanced Gold Coconut Hair Oil 190 Ml,FMCGNF,KVI
FMCGF,JH12963,JH,1,12963,Dove Nutritive Solution Hair Fall Rescue Shampoo 180ml,FMCGNF,KVI
FMCGF,CG4172,CG,3,4172,Pears Pure And Gentle Body Wash 250ml,FMCGNF,KVI
FMCGF,CG5028,CG,3,5028,Sensodyne Toothpaste Fresh Gel 75g,FMCGNF,KVI
FMCGF,CG11207,CG,3,11207,Harpic Lemon Bathroom Cleaner 500ml,FMCGNF,KVI
FMCGF,CG5026,CG,3,5026,Sensodyne Toothpaste Fresh Gel 150g,FMCGNF,KVI
FMCGF,JH1492,JH,1,1492,Denver Hamilton Deodorant | 150 ml | Pack of 1,FMCGNF,KVI
FMCGF,WB33011,WB,2,33011,Close Up Everfresh Plus Zinc Fresh Technology Toothpaste 150g,FMCGNF,KVI
FMCGF,CG4114,CG,3,4114,Godrej No 1 Lime And Aloevera Soap 100g 5 Pcs,FMCGNF,KVI
FMCGF,WB10812,WB,2,10812,Colgate Visible White Toothpaste 100g,FMCGNF,KVI
FMCGF,JH4734,JH,1,4734,Himalaya Purifying Neem Face Wash Tube 150ml,FMCGNF,KVI
FMCGF,JH4335,JH,1,4335,Hit Cockroach Repellent | 400ml | Pack of 1,FMCGNF,KVI
FMCGF,JH87465,JH,1,87465,Good Knight Gold Flash Liquid Vapouriser Refill 1N,FMCGNF,KVI
FMCGF,WB15846,WB,2,15846,Surf Excel Detergent Bar | 200g x 4 | Pack of 4,FMCGNF,KVI
FMCGF,WB4765,WB,2,4765,Himalaya Herbals Complete Care Toothpaste 150g,FMCGNF,KVI
FMCGF,WB11600,WB,2,11600,Loreal Paris Total Repair 5 Damaged Hair shampoo 180ml,FMCGNF,KVI
FMCGF,CG33011,CG,3,33011,Close Up Everfresh Plus Zinc Fresh Technology Toothpaste 150g,FMCGNF,KVI
FMCGF,JH4201,JH,1,4201,Santoor Sandal & Turmeric Soap | 4x100g | Pack of 4,FMCGNF,KVI
FMCGF,WB3892,WB,2,3892,Streax Hair Serum Vitamin C with Walnut Oil 45ml,FMCGNF,KVI
FMCGF,JH3739,JH,1,3739,Garnier Color Naturals Natural Black Shade 1 Hair Color 70ml + 60g,FMCGNF,KVI
FMCGF,WB9244,WB,2,9244,Colgate Anticavity Dental Care Toothpaste 200g+100g & Brush Free,FMCGNF,KVI
FMCGF,WB4736,WB,2,4736,Himalaya Purifying Neem Face Wash 100ml,FMCGNF,KVI
FMCGF,WB1332,WB,2,1332,Clinic Plus Strong & Long Health Shampoo 175ml,FMCGNF,KVI
FMCGF,CG69709,CG,3,69709,Lux Fresh Glow 100g 4N,FMCGNF,KVI
FMCGF,CG77213,CG,3,77213,Active Wheel 2 In 1 Detergent Powder 2 Kg,FMCGNF,KVI
FMCGF,JH72174,JH,1,72174,Dove Pink Beauty Bathing Bar 100g,FMCGNF,KVI
FMCGF,CG1613,CG,3,1613,Godrej Cinthol Lime Soap 75g Set Of 4,FMCGNF,KVI
FMCGF,JH97517,JH,1,97517,Dettol Original Soap 150g Pack Of 4,FMCGNF,KVI
FMCGF,CG4201,CG,3,4201,Santoor Sandal & Turmeric Soap | 4x100g | Pack of 4,FMCGNF,KVI
FMCGF,JH4985,JH,1,4985,Parachute Advanced Aloe Vera Enriched Coconut Hair Oil 250ml,FMCGNF,KVI
FMCGF,WB4724,WB,2,4724,Himalaya Face Wash Purifying Neem Tube 50ml,FMCGNF,KVI
FMCGF,CG1562,CG,3,1562,Dove Cream Beauty Bathing Bar 100g,FMCGNF,KVI
FMCGF,WB10809,WB,2,10809,Colgate Max Fresh Cooling Crystals Peppermint Ice Toothpaste | 70g + 11g Free | Pack of 1,FMCGNF,KVI
FMCGF,JH4337,JH,1,4337,Hit Hidden Cockroaches Repellant 200ml,FMCGNF,KVI
FMCGF,CG13725,CG,3,13725,Dove Cream Beauty Bathing Bar 125*3 Set,FMCGNF,KVI
FMCGF,JH97027,JH,1,97027,Dettol Icy Cool Soap 100g x 5N,FMCGNF,KVI
FMCGF,CG4985,CG,3,4985,Parachute Advanced Aloe Vera Enriched Coconut Hair Oil 250ml,FMCGNF,KVI
FMCGF,WB1327,WB,2,1327,Clean & Clear Foaming Face Wash 50ml,FMCGNF,KVI
FMCGF,JH11989,JH,1,11989,Sensodyne Repair And Protect Toothpaste 70g,FMCGNF,KVI
FMCGF,WB8555,WB,2,8555,Sunsilk Black Shampoo 180ml,FMCGNF,KVI
FMCGF,CG36818,CG,3,36818,Medimix Ayurvedic 18 Herbs Soap 450g,FMCGNF,KVI
FMCGF,WB15865,WB,2,15865,Tresemme Keratin Smooth With Keratin & Argan Shampoo 340ml,FMCGNF,KVI
FMCGF,JH77843,JH,1,77843,L'Oréal Paris Hyaluron Moisture Hyaluronic Acid Shampoo | 180ml | Pack of 1,FMCGNF,KVI
FMCGF,CG97517,CG,3,97517,Dettol Original Soap 150g Pack Of 4,FMCGNF,KVI
FMCGF,CG965,CG,3,965,Bajaj Almond Drops Hair Oil 285ml,FMCGNF,KVI
FMCGF,JH4173,JH,1,4173,Pears Soft & Fresh Soap Bar 100g,FMCGNF,KVI
FMCGF,JH3810,JH,1,3810,Livon Silky Hair Serum 50ml,FMCGNF,KVI
FMCGF,CG10666,CG,3,10666,Dettol Skincare Liquid Hand Wash 675ml,FMCGNF,KVI
FMCGF,WB4987,WB,2,4987,Parachute Advanced Gold Coconut Hair Oil 500ml | Pack of 1,FMCGNF,KVI
FMCGF,CG4288,CG,3,4288,Surf Excel Quick Wash Detergent 500g,FMCGNF,KVI
FMCGF,WB12963,WB,2,12963,Dove Nutritive Solution Hair Fall Rescue Shampoo 180ml,FMCGNF,KVI
FMCGF,CG4109,CG,3,4109,Godrej No 1 Jasmine Milk Cream 5x100g + B4 G1F + Rotomac,FMCGNF,KVI
FMCGF,CG8408,CG,3,8408,Dove Beauty Bathing Bar 3x75g,FMCGNF,KVI
FMCGF,WB1326,WB,2,1326,Clean & Clear Foaming Face Wash 100ml,FMCGNF,KVI
FMCGF,JH4724,JH,1,4724,Himalaya Face Wash Purifying Neem Tube 50ml,FMCGNF,KVI
FMCGF,WB4335,WB,2,4335,Hit Cockroach Repellent | 400ml | Pack of 1,FMCGNF,KVI
FMCGF,CG4115,CG,3,4115,Godrej No 1 Sandal Turmeric Soap 100g 5 Pcs,FMCGNF,KVI
FMCGF,CG78656,CG,3,78656,Sensodyne Sensitive Soft Toothbrush 4N,FMCGNF,KVI
FMCGF,WB3822,WB,2,3822,Loreal Paris Fall Repairs 3x Shampoo 180ml,FMCGNF,KVI
FMCGF,WB77843,WB,2,77843,L'Oréal Paris Hyaluron Moisture Hyaluronic Acid Shampoo | 180ml | Pack of 1,FMCGNF,KVI
FMCGF,JH1578,JH,1,1578,Dove Daily Shine Shampoo 180ml,FMCGNF,KVI
FMCGF,WB85722,WB,2,85722,Pepsodent Advanced Anti Germ Formula Toothpaste 200g,FMCGNF,KVI
FMCGF,CG4170,CG,3,4170,Pears Pure & Gentle Soap | 100g | Pack of 1,FMCGNF,KVI
FMCGF,WB3910,WB,2,3910,Tresemme Hair Fall Defence Shampoo 185ml,FMCGNF,KVI
FMCGF,WB1613,WB,2,1613,Godrej Cinthol Lime Soap 75g Set Of 4,FMCGNF,KVI
FMCGF,CG11600,CG,3,11600,Loreal Paris Total Repair 5 Damaged Hair shampoo 180ml,FMCGNF,KVI
FMCGF,WB33009,WB,2,33009,Close Up Everfresh Plus Zinc Fresh Technology Toothpaste 2x150g,FMCGNF,KVI
FMCGF,WB10807,WB,2,10807,Colgate Max Fresh Cooling Crystals Peppermint Ice Toothpaste 300g,FMCGNF,KVI
FMCGF,JH78652,JH,1,78652,Bajaj 100% Pure Coconut Oil | 547.2g | Pack of 1,FMCGNF,KVI
FMCGF,JH14452,JH,1,14452,Santoor Classic Gentle Hand Wash 650ml,FMCGNF,KVI
FMCGF,WB11595,WB,2,11595,Sunsilk Thick And Long Shampoo 350ml,FMCGNF,KVI
FMCGF,WB3798,WB,2,3798,Loreal Hair Total Repair Hair Conditioner 180ml,FMCGNF,KVI
FMCGF,CG4724,CG,3,4724,Himalaya Face Wash Purifying Neem Tube 50ml,FMCGNF,KVI
FMCGF,CG8555,CG,3,8555,Sunsilk Black Shampoo 180ml,FMCGNF,KVI
FMCGF,CG4736,CG,3,4736,Himalaya Purifying Neem Face Wash 100ml,FMCGNF,KVI
FMCGF,WB3819,WB,2,3819,Loreal Paris 6 Oil Nourishing Conditioner 180ml,FMCGNF,KVI
FMCGF,JH11708,JH,1,11708,Dove Daily Shine Conditioner 175ml,FMCGNF,KVI
FMCGF,CG15996,CG,3,15996,Godrej No. 1 Rosewater Almond Soap Bar 100gx5N B4G1 Free,FMCGNF,KVI
FMCGF,WB10031,WB,2,10031,Sunsilk Stunning Black Shine Shampoo 350ml,FMCGNF,KVI
FMCGF,CG4337,CG,3,4337,Hit Hidden Cockroaches Repellant 200ml,FMCGNF,KVI
FMCGF,WB81190,WB,2,81190,Lakme Blush & Glow Strawberry Blast Face wash 100g,FMCGNF,KVI
FMCGF,CG1611,CG,3,1611,Godrej Cinthol Cool Soap 75g*4,FMCGNF,KVI
FMCGF,CG1327,CG,3,1327,Clean & Clear Foaming Face Wash 50ml,FMCGNF,KVI
FMCGF,WB13737,WB,2,13737,Dove Hair Fall Rescue Shampoo 340ml,FMCGNF,KVI
FMCGF,CG12968,CG,3,12968,Garnier Bright Complete Foam Face Wash 100g,FMCGNF,KVI
FMCGF,CG33009,CG,3,33009,Close Up Everfresh Plus Zinc Fresh Technology Toothpaste 2x150g,FMCGNF,KVI
FMCGF,CG32983,CG,3,32983,Parachute Advanced Gold Coconut Hair Oil 190 Ml,FMCGNF,KVI
FMCGF,CG72174,CG,3,72174,Dove Pink Beauty Bathing Bar 100g,FMCGNF,KVI
FMCGF,JH1507,JH,1,1507,Dettol Hand Wash Original 175ml,FMCGNF,KVI
FMCGF,CG97042,CG,3,97042,Dettol Skincare Soap 100gX 4N,FMCGNF,KVI
FMCGF,WB97517,WB,2,97517,Dettol Original Soap 150g Pack Of 4,FMCGNF,KVI
FMCGF,CG78652,CG,3,78652,Bajaj 100% Pure Coconut Oil | 547.2g | Pack of 1,FMCGNF,KVI
FMCGF,CG76388,CG,3,76388,Close Up Everfresh Plus Zinc Fresh Technology Toothpaste 80g,FMCGNF,KVI
FMCGF,CG1326,CG,3,1326,Clean & Clear Foaming Face Wash 100ml,FMCGNF,KVI
FMCGF,CG87576,CG,3,87576,Pond's Bright Beauty Serum Cream | 24 g | Pack of 1,FMCGNF,KVI
FMCGF,WB1568,WB,2,1568,Dove Daily Shine Shampoo 340ml,FMCGNF,KVI
FMCGF,WB1611,WB,2,1611,Godrej Cinthol Cool Soap 75g*4,FMCGNF,KVI
FMCGF,CG5045,CG,3,5045,Liril Lime All Day Freshness Soap | 125g | Pack of 1,FMCGNF,KVI
FMCGF,WB8391,WB,2,8391,Clinic Plus Strong & Long Health Shampoo 355ml,FMCGNF,KVI
FMCGF,CG8391,CG,3,8391,Clinic Plus Strong & Long Health Shampoo 355ml,FMCGNF,KVI
FMCGF,CG96223,CG,3,96223,Godrej No. 1 Lime Aloe Vera Soap 150 g x 4 N,FMCGNF,KVI
FMCGF,CG1578,CG,3,1578,Dove Daily Shine Shampoo 180ml,FMCGNF,KVI
FMCGF,JH12422,JH,1,12422,Lifebuoy Germ Expert Soap | 125g | Pack of 4,FMCGNF,KVI
FMCGF,WB14796,WB,2,14796,Tresemme Smooth & Shine Shampoo 580ml,FMCGNF,KVI
FMCGF,CG4113,CG,3,4113,Godrej Kesar Milk Cream Soap 100g 5 Pcs,FMCGNF,KVI
FMCGF,CG83737,CG,3,83737,Parachute Advansed Gold Coconut Hair Oil 280ml,FMCGNF,KVI
FMCGF,CG82004,CG,3,82004,Ponds Super Light Gel Hydrated Glow 100ml,FMCGNF,KVI
FMCGF,CG23648,CG,3,23648,Lux Creamy Perfection Soap 4Nx125g,FMCGNF,KVI
FMCGF,CG33004,CG,3,33004,Ponds Dream Flower Fragant Talcum Powder 80g,FMCGNF,KVI
FMCGF,WB4982,WB,2,4982,Nihar Naturals Hair Oil Methi Extract Jasmine | 400ml | Pack of 1,FMCGNF,KVI
FMCGF,JH46920,JH,1,46920,Mortein Insta Mosquito Repellent Refill | 45ml | Pack of 3 (B2G1 Free),FMCGNF,KVI
FMCGF,WB5185,WB,2,5185,Surf Excel Easy Wash 3 Kg,FMCGNF,KVI
FMCGF,CG3810,CG,3,3810,Livon Silky Hair Serum 50ml,FMCGNF,KVI
FMCGF,WB9271,WB,2,9271,Loreal Paris Excellence Creme Black Hair Color 100g+72ml,FMCGNF,KVI
FMCGF,JH3555,JH,1,3555,Glow & Lovely Advance Multi Vitamin Face Cream 80g,FMCGNF,KVI
FMCGF,JH3527,JH,1,3527,Glow & Lovely Advanced Multi Vitamin Cream 25g,FMCGNF,KVI
FMCGF,WB11732,WB,2,11732,7up 2.25 Ltr,FMCGF,KVI
FMCGF,JH11732,JH,1,11732,7up 2.25 Ltr,FMCGF,KVI
FMCGF,CG11732,CG,3,11732,7up 2.25 Ltr,FMCGF,KVI
FMCGF,CG69697,CG,3,69697,Agrawals 420 Instant Idli Mix 500g,FMCGF,KVI
FMCGF,CG69698,CG,3,69698,Agrawals 420 Khaman Dhokla Instant Mix 500g,FMCGF,KVI
FMCGF,CG73549,CG,3,73549,Agrawals 420 Special Papad 200g,FMCGF,KVI
FMCGF,CG872,CG,3,872,Amul Chocominis 250g,FMCGF,KVI
FMCGF,WB872,WB,2,872,Amul Chocominis 250g,FMCGF,KVI
FMCGF,JH872,JH,1,872,Amul Chocominis 250g,FMCGF,KVI
FMCGF,WB886,WB,2,886,Amul Homogenised Standardised Milk - 1Ltr,FMCGF,KVI
FMCGF,JH918,JH,1,918,Amul Pasteurised Butter | 500g | Pack of 1,FMCGF,KVI
FMCGF,WB917,WB,2,917,Amul Pasteurised Butter 100g,FMCGF,KVI
FMCGF,JH917,JH,1,917,Amul Pasteurised Butter 100g,FMCGF,KVI
FMCGF,CG917,CG,3,917,Amul Pasteurised Butter 100g,FMCGF,KVI
FMCGF,WB919,WB,2,919,Amul Pasteurised Butter 200g Tub,FMCGF,KVI
FMCGF,CG937,CG,3,937,Amul Taaza Toned Milk Tetra Pack - 1Ltr,FMCGF,KVI
FMCGF,WB937,WB,2,937,Amul Taaza Toned Milk Tetra Pack - 1Ltr,FMCGF,KVI
FMCGF,WB944,WB,2,944,Amulya Dairy Whitener 500g,FMCGF,KVI
FMCGF,JH944,JH,1,944,Amulya Dairy Whitener 500g,FMCGF,KVI
FMCGF,JH97240,JH,1,97240,Ayush Moong Mix 500g,FMCGF,KVI
FMCGF,JH67088,JH,1,67088,Bagrrys Choco Fills+ 250g,FMCGF,KVI
FMCGF,JH43502,JH,1,43502,Bagrrys Corn Flakes Plus Original & Healthier 800g,FMCGF,KVI
FMCGF,WB43502,WB,2,43502,Bagrrys Corn Flakes Plus Original & Healthier 800g,FMCGF,KVI
FMCGF,CG43502,CG,3,43502,Bagrrys Corn Flakes Plus Original & Healthier 800g,FMCGF,KVI
FMCGF,WB43513,WB,2,43513,Bagrrys White Oats 1 Kg,FMCGF,KVI
FMCGF,CG67199,CG,3,67199,Bagrrys White Oats 500g,FMCGF,KVI
FMCGF,WB976,WB,2,976,Bikaji Namkeen All In One Kuch Kuch 400g,FMCGF,KVI
FMCGF,WB977,WB,2,977,Bikaji Namkeen Bikaneri Bhujia 400g,FMCGF,KVI
FMCGF,JH75585,JH,1,75585,Britannia 50 50 Maska Chaska Biscuits 300g,FMCGF,KVI
FMCGF,CG97165,CG,3,97165,Britannia Good Day Butter Jeera Cookies 450g,FMCGF,KVI
FMCGF,CG16921,CG,3,16921,Britannia Good Day Cashew Cookies | 565g | Pack of 1,FMCGF,KVI
FMCGF,CG43506,CG,3,43506,Britannia Good Day Cashew Cookies Family Pack | 827g | Pack of 1,FMCGF,KVI
FMCGF,JH43506,JH,1,43506,Britannia Good Day Cashew Cookies Family Pack | 827g | Pack of 1,FMCGF,KVI
FMCGF,WB43506,WB,2,43506,Britannia Good Day Cashew Cookies Family Pack | 827g | Pack of 1,FMCGF,KVI
FMCGF,JH16952,JH,1,16952,Britannia Marie Gold Biscuits 1Kg,FMCGF,KVI
FMCGF,CG16952,CG,3,16952,Britannia Marie Gold Biscuits 1Kg,FMCGF,KVI
FMCGF,WB16952,WB,2,16952,Britannia Marie Gold Biscuits 1Kg,FMCGF,KVI
FMCGF,WB1061,WB,2,1061,Britannia Nutri Choice Digestive High Fiber Biscuits 960g,FMCGF,KVI
FMCGF,JH1061,JH,1,1061,Britannia Nutri Choice Digestive High Fiber Biscuits 960g,FMCGF,KVI
FMCGF,CG1061,CG,3,1061,Britannia Nutri Choice Digestive High Fiber Biscuits 960g,FMCGF,KVI
FMCGF,CG103047,CG,3,103047,Britannia Toastea Premium Bake Rusk With Real Elaichi | 1 kg | Pack of 1,FMCGF,KVI
FMCGF,CG32999,CG,3,32999,Brooke Bond Red Label Carton Pack 250g,FMCGF,KVI
FMCGF,JH2477,JH,1,2477,Brooke Bond Red Label Tea 250g | Pack of 1,FMCGF,KVI
FMCGF,WB2477,WB,2,2477,Brooke Bond Red Label Tea 250g | Pack of 1,FMCGF,KVI
FMCGF,CG12635,CG,3,12635,Brooke Bond Red Label Tea 500g,FMCGF,KVI
FMCGF,JH1132,JH,1,1132,Brooke Bond Taaza Tea 250g Pouch,FMCGF,KVI
FMCGF,JH2831,JH,1,2831,Cadbury Bourn Vita 500g Pouch,FMCGF,KVI
FMCGF,WB2831,WB,2,2831,Cadbury Bourn Vita 500g Pouch,FMCGF,KVI
FMCGF,CG2831,CG,3,2831,Cadbury Bourn Vita 500g Pouch,FMCGF,KVI
FMCGF,CG17044,CG,3,17044,Chefs Basket Durum Wheat Penne Pasta 500g,FMCGF,KVI
FMCGF,JH92,JH,1,92,Chings Schezwan Chutney | 250g | Pack of 1,FMCGF,KVI
FMCGF,CG92,CG,3,92,Chings Schezwan Chutney | 250g | Pack of 1,FMCGF,KVI
FMCGF,WB92,WB,2,92,Chings Schezwan Chutney | 250g | Pack of 1,FMCGF,KVI
FMCGF,JH96,JH,1,96,Chings Secret Green Chilli Sauce 190g,FMCGF,KVI
FMCGF,JH1371,JH,1,1371,Complan Health Drink Chocolate Flavour 500g,FMCGF,KVI
FMCGF,JH97022,JH,1,97022,Complan New Royal Chocolate Pouch 700GM,FMCGF,KVI
FMCGF,WB97022,WB,2,97022,Complan New Royal Chocolate Pouch 700GM,FMCGF,KVI
FMCGF,WB3053,WB,2,3053,Funfoods Mayonnaise Veg Pouch 800g,FMCGF,KVI
FMCGF,CG84933,CG,3,84933,Ganga Jamuna Gold Salty Namkeen 500g,FMCGF,KVI
FMCGF,JH2730,JH,1,2730,Glucon D Drink Mix Orange 450g,FMCGF,KVI
FMCGF,WB2730,WB,2,2730,Glucon D Drink Mix Orange 450g,FMCGF,KVI
FMCGF,WB2734,WB,2,2734,Glucon D Regular 500g,FMCGF,KVI
FMCGF,CG8444,CG,3,8444,Glucon D Tangy Orange Jar 400g,FMCGF,KVI
FMCGF,JH2732,JH,1,2732,Glucon-D Tangy Orange Instant Energy Health Drink 1 Kg,FMCGF,KVI
FMCGF,CG2732,CG,3,2732,Glucon-D Tangy Orange Instant Energy Health Drink 1 Kg,FMCGF,KVI
FMCGF,CG3160,CG,3,3160,Haldirams All In One 400g,FMCGF,KVI
FMCGF,JH4631,JH,1,4631,Haldirams Aloo Bhujia 350g+50g Free,FMCGF,KVI
FMCGF,CG4631,CG,3,4631,Haldirams Aloo Bhujia 350g+50g Free,FMCGF,KVI
FMCGF,JH3163,JH,1,3163,Haldirams Bhujia Sev 400g,FMCGF,KVI
FMCGF,CG3163,CG,3,3163,Haldirams Bhujia Sev 400g,FMCGF,KVI
FMCGF,JH90157,JH,1,90157,Haldirams Indian Snacks Mixture 400g,FMCGF,KVI
FMCGF,WB3153,WB,2,3153,Haldirams Mixchiv Prabhuji Jhal Chanachur 400g,FMCGF,KVI
FMCGF,JH3172,JH,1,3172,Haldirams Moong Dal Namkeen 400g,FMCGF,KVI
FMCGF,JH8327,JH,1,8327,Haldirams Namkeen Khatta Meetha 400g,FMCGF,KVI
FMCGF,WB3154,WB,2,3154,Haldirams Prabhuji Bhujia 400g,FMCGF,KVI
FMCGF,WB68115,WB,2,68115,Hell Classic Energy Drink 250ml Can,FMCGF,KVI
FMCGF,JH3230,JH,1,3230,Horlicks Classic Malt Pouch | 450g | Pack of 1,FMCGF,KVI
FMCGF,WB3230,WB,2,3230,Horlicks Classic Malt Pouch | 450g | Pack of 1,FMCGF,KVI
FMCGF,JH30253,JH,1,30253,Horlicks Health & Nutrition Drink Classic Malt 750g,FMCGF,KVI
FMCGF,WB30253,WB,2,30253,Horlicks Health & Nutrition Drink Classic Malt 750g,FMCGF,KVI
FMCGF,CG73572,CG,3,73572,Jabalpur Lijjat Moong papad 200g,FMCGF,KVI
FMCGF,CG72143,CG,3,72143,Jalaram Mahasamund Ganga Jamuna Gold Namkeen 1 Kg,FMCGF,KVI
FMCGF,JH68872,JH,1,68872,Kellogg's Chocos Variety Pack | 7N | 140g | Pack of 1,FMCGF,KVI
FMCGF,WB68872,WB,2,68872,Kellogg's Chocos Variety Pack | 7N | 140g | Pack of 1,FMCGF,KVI
FMCGF,CG68872,CG,3,68872,Kellogg's Chocos Variety Pack | 7N | 140g | Pack of 1,FMCGF,KVI
FMCGF,WB100665,WB,2,100665,Kellogg's Millet Muesli 500g,FMCGF,KVI
FMCGF,CG100665,CG,3,100665,Kellogg's Millet Muesli 500g,FMCGF,KVI
FMCGF,WB102267,WB,2,102267,Kellogg's Muesli 0% Added Sugar | 400g | Pack of 1,FMCGF,KVI
FMCGF,CG102267,CG,3,102267,Kellogg's Muesli 0% Added Sugar | 400g | Pack of 1,FMCGF,KVI
FMCGF,JH2777,JH,1,2777,Kellogg's Muesli Fruit & Nut | 500g | Pack of 1,FMCGF,KVI
FMCGF,CG2777,CG,3,2777,Kellogg's Muesli Fruit & Nut | 500g | Pack of 1,FMCGF,KVI
FMCGF,CG99564,CG,3,99564,Kellogg's Muesli Fruit Nut & Seeds | 72g | Pack of 1,FMCGF,KVI
FMCGF,CG9901,CG,3,9901,Kelloggs Chocos 250g,FMCGF,KVI
FMCGF,JH9902,JH,1,9902,Kelloggs Chocos 385g,FMCGF,KVI
FMCGF,WB9942,WB,2,9942,Kelloggs Chocos Fills 153g,FMCGF,KVI
FMCGF,JH2584,JH,1,2584,Kelloggs Corn Flakes Original 251 g Pouch,FMCGF,KVI
FMCGF,WB2584,WB,2,2584,Kelloggs Corn Flakes Original 251 g Pouch,FMCGF,KVI
FMCGF,CG2584,CG,3,2584,Kelloggs Corn Flakes Original 251 g Pouch,FMCGF,KVI
FMCGF,JH10178,JH,1,10178,Kelloggs Corn Flakes Original 900g,FMCGF,KVI
FMCGF,WB10178,WB,2,10178,Kelloggs Corn Flakes Original 900g,FMCGF,KVI
FMCGF,CG10178,CG,3,10178,Kelloggs Corn Flakes Original 900g,FMCGF,KVI
FMCGF,JH86683,JH,1,86683,Kissan Fresh Tomato Ketchup 1.1 Kg,FMCGF,KVI
FMCGF,WB86683,WB,2,86683,Kissan Fresh Tomato Ketchup 1.1 Kg,FMCGF,KVI
FMCGF,CG86683,CG,3,86683,Kissan Fresh Tomato Ketchup 1.1 Kg,FMCGF,KVI
FMCGF,JH8277,JH,1,8277,Kissan Mixed Fruit Jam 200g,FMCGF,KVI
FMCGF,CG8277,CG,3,8277,Kissan Mixed Fruit Jam 200g,FMCGF,KVI
FMCGF,JH2909,JH,1,2909,Lijjat Punjabi Masala Papad 200g,FMCGF,KVI
FMCGF,CG2794,CG,3,2794,Lotte Choco Pie 168g,FMCGF,KVI
FMCGF,JH10331,JH,1,10331,Maggi 2 Minute Noodles Masala 420g,FMCGF,KVI
FMCGF,CG10331,CG,3,10331,Maggi 2 Minute Noodles Masala 420g,FMCGF,KVI
FMCGF,WB10331,WB,2,10331,Maggi 2 Minute Noodles Masala 420g,FMCGF,KVI
FMCGF,WB74102,WB,2,74102,Maggi Masala Veg Atta Noodles 290g,FMCGF,KVI
FMCGF,CG74102,CG,3,74102,Maggi Masala Veg Atta Noodles 290g,FMCGF,KVI
FMCGF,JH74102,JH,1,74102,Maggi Masala Veg Atta Noodles 290g,FMCGF,KVI
FMCGF,WB102071,WB,2,102071,Marino Premium Elaichi Rusk | 1kg | Pack of 1,FMCGF,KVI
FMCGF,JH102071,JH,1,102071,Marino Premium Elaichi Rusk | 1kg | Pack of 1,FMCGF,KVI
FMCGF,WB96516,WB,2,96516,Meri Elaichi Tea | 500g | Pouch | Pack of 1,FMCGF,KVI
FMCGF,JH4686,JH,1,4686,Mirinda Pet 2.25 Ltr,FMCGF,KVI
FMCGF,WB4686,WB,2,4686,Mirinda Pet 2.25 Ltr,FMCGF,KVI
FMCGF,CG4686,CG,3,4686,Mirinda Pet 2.25 Ltr,FMCGF,KVI
FMCGF,JH77960,JH,1,77960,Mothers Recipe Mixed Pickle 1 Kg,FMCGF,KVI
FMCGF,JH10368,JH,1,10368,Mountain Dew 2.25 Ltr,FMCGF,KVI
FMCGF,WB10368,WB,2,10368,Mountain Dew 2.25 Ltr,FMCGF,KVI
FMCGF,WB95799,WB,2,95799,Mukharochak Sweet & Sour Chanachur | 400g | Pack of 1,FMCGF,KVI
FMCGF,JH100441,JH,1,100441,Nakoda All In One Mixture 900g,FMCGF,KVI
FMCGF,WB100441,WB,2,100441,Nakoda All In One Mixture 900g,FMCGF,KVI
FMCGF,CG100446,CG,3,100446,Nakoda Chatpata Mixture 750g,FMCGF,KVI
FMCGF,CG103866,CG,3,103866,Nakoda Garlic Mixture | 750g | Pack of 1,FMCGF,KVI
FMCGF,WB3081,WB,2,3081,Nescafe Classic Coffee 24g Jar,FMCGF,KVI
FMCGF,CG3081,CG,3,3081,Nescafe Classic Coffee 24g Jar,FMCGF,KVI
FMCGF,WB95652,WB,2,95652,Panda Treats Hakka Masala Noodles 400 g,FMCGF,KVI
FMCGF,WB95653,WB,2,95653,Panda Treats Hakka Plain Noodles 1.2 kg,FMCGF,KVI
FMCGF,JH95653,JH,1,95653,Panda Treats Hakka Plain Noodles 1.2 kg,FMCGF,KVI
FMCGF,CG95653,CG,3,95653,Panda Treats Hakka Plain Noodles 1.2 kg,FMCGF,KVI
FMCGF,WB97011,WB,2,97011,Panda Treats Rava/Sooji Hakka Chow Noodles 400g,FMCGF,KVI
FMCGF,CG32987,CG,3,32987,Parle 20 20 Gold Cashew Almond Cookies 600g,FMCGF,KVI
FMCGF,JH77827,JH,1,77827,Parle 20 20 Nice Sugar Sprinkled Coconut Biscuits 500g,FMCGF,KVI
FMCGF,CG77827,CG,3,77827,Parle 20 20 Nice Sugar Sprinkled Coconut Biscuits 500g,FMCGF,KVI
