source,Key,State,Marketed By,Brand,Item Code,Item Name,System MRP,MRP by Vendor,GKM (TOT Margin),GRN Margin,April invoice Landing,April Offer %,April Offer Rs.,April Final Landing,Promo Type,Category,Sub Category,Leaf Category,Apr 26 invoice Landing,Apr 26 Offer %,Apr 26 Offer Rs.,Apr 26 Final Landing,Offer Link,On Pack Selling Price,KEY,STATE,MRP,% Offer,Rs.Offer,Promo Per Unit,FINAL OFFER VALUE,LATEST INWARD COST,OFF INVOICE ADJUSTED COST
FMCGF,JH90590,JH,Dr Oetker India,Dr Oetker,90590,Kuppies Butter Almond Cake 125g,,53,18%,29.00%,43.46,11%,5.83,37.63,OFF Invoice,Ok,,,,,,,,,,,,,,,,,
FMCGF,JH90850,JH,Dr Oetker India,Dr Oetker,90850,Kuppies Banana Walnut Cake 125g,,53,18%,29.00%,43.46,11%,5.83,37.63,OFF Invoice,Ok,,,,,,,,,,,,,,,,,
FMCGF,JH90591,JH,Dr Oetker India,Dr Oetker,90591,Kuppies Fruit & Nut Cake 125g,,53,18%,29.00%,43.46,11%,5.83,37.63,OFF Invoice,Ok,,,,,,,,,,,,,,,,,
FMCGF,JH90589,JH,Dr Oetker India,Dr Oetker,90589,Kuppies Marble Cake 125g,,53,18%,29.00%,43.46,11%,5.83,37.63,OFF Invoice,Ok,,,,,,,,,,,,,,,,,
FMCGF,JH100779,JH,Dr Oetker India,Dr Oetker,100779,Dr. Oetker Soft Waffles | Chocolate | 180g | Pack of 1,,88,18%,28.00%,72.16,10%,8.8,63.36,OFF Invoice,Ok,,,,,,,,,,,,,,,,,
FMCGF,JH100780,JH,Dr Oetker India,Dr Oetker,100780,Dr. Oetker Kuppies Waffles Vanilla 180g,,88,18%,28.00%,72.16,10%,8.8,63.36,OFF Invoice,Ok,,,,,,,,,,,,,,,,,
FMCGF,JH100781,JH,Dr Oetker India,Dr Oetker,100781,Dr. Oetker Kuppies Waffles Orange 180g,,88,18%,28.00%,72.16,10%,8.8,63.36,OFF Invoice,Ok,,,,,,,,,,,,,,,,,
FMCGF,JH100782,JH,Dr Oetker India,Dr Oetker,100782,Dr. Oetker Kuppies Waffles Strawberry 180g,,88,18%,28.00%,72.16,10%,8.8,63.36,OFF Invoice,Ok,,,,,,,,,,,,,,,,,
FMCGF,JH100783,JH,Dr Oetker India,Dr Oetker,100783,Dr. Oetker Kuppies Waffles Apple Cinnamon 180g,,88,18%,28.00%,72.16,10%,8.8,63.36,OFF Invoice,Ok,,,,,,,,,,,,,,,,,
FMCGF,JH100784,JH,Dr Oetker India,Dr Oetker,100784,Dr. Oetker Kuppies Waffles Fruity Bits 180g,,88,18%,28.00%,72.16,10%,8.8,63.36,OFF Invoice,Ok,,,,,,,,,,,,,,,,,
FMCGF,JH24198,JH,Bambino Agro Industries,Bambino,24198,Bambino Macaroni Pasta Elbow 850G,,112,22%,30.04%,87.36,8.04%,9,78.36,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,JH28074,JH,Bambino Agro Industries,Bambino,28074,Bambino Macaroni Pasta Elbow 425G,,57,22%,25.51%,44.46,3.51%,2,42.46,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,JH13113,JH,Bambino Agro Industries,Bambino,13113,Bambino Plain Vermicelli 850G,,99,22%,25.03%,77.22,3.03%,3,74.22,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,JH13064,JH,Bambino Agro Industries,Bambino,13064,Bambino Roasted Vermicelli 850G,,129,22%,26.20%,100.62,4.20%,5.42,95.2,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,JH80826,JH,Bambino Agro Industries,Bambino,80826,Bambino Roasted Vermicelli 425G,,68,22%,25.91%,53.04,3.91%,2.66,50.38,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,JH13112,JH,Bambino Agro Industries,Bambino,13112,Bambino Roasted Vermicelli 600G Jar,,100,22%,29.80%,78,7.80%,7.8,70.2,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,JH13756,JH,Bambino Agro Industries,Bambino,13756,Bambino Premium Pasta Spirali 500G,,90,22%,29.80%,70.2,7.80%,7.02,63.18,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,JH91294,JH,Bambino Agro Industries,Bambino,91294,Anchal Vermicelli 80g Pack of 12,,120,22%,29.80%,93.6,7.80%,9.36,84.24,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,JH42821,JH,Bambino Agro Industries,Bambino,42821,Anchal Macaroni Pasta Elbow 80g pack of 12,,120,22%,29.80%,93.6,7.80%,9.36,84.24,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,JH13367,JH,Bambino Agro Industries,Bambino,13367,Bambino Thin Roasted Vermicelli 65G Pouch,,10,22%,27.00%,7.8,5.00%,0.5,7.3,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,JH103109,JH,Bambino Agro Industries,Bambino,103109,Bambino Instant Chatpata Tomato Fusilli Pasta 65g,,25,22%,25.92%,19.5,3.92%,0.98,18.52,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,JH103110,JH,Bambino Agro Industries,Bambino,103110,Bambino Instant Creamy Cheese Fusilli Pasta 68 g,,25,22%,25.92%,19.5,3.92%,0.98,18.52,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,JH103111,JH,Bambino Agro Industries,Bambino,103111,Bambino Instant Tasty Masala Fusilli Pasta 65g,,25,22%,25.92%,19.5,3.92%,0.98,18.52,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,JH97135,JH,Shakun Ayurved Pvt. Ltd,Only,97135,On1y Anardana Goli 180g,,159,34.00%,59.00%,104.94,25.00%,39.75,65.19,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,JH17963,JH,Shakun Ayurved Pvt. Ltd,Only,17963,On1y Imli Goli 115g,,135,34.00%,54.00%,89.1,20.00%,27,62.1,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,JH97136,JH,Shakun Ayurved Pvt. Ltd,Only,97136,On1y Jeera Goli 200g,,149,34.00%,59.00%,98.34,25.00%,37.25,61.09,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,JH14152,JH,Puramate India Pvt. Ltd,Puramate,14152,Puramate Icing Sugar 100g,,30,30%,50.00%,21,20%,6,15,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,JH68565,JH,Puramate India Pvt. Ltd,Puramate,68565,Puramate Bread Crumbs 75g,,60,30%,35.00%,42,5%,3,39,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,JH69031,JH,Puramate India Pvt. Ltd,Puramate,69031,Puramate Red Liquid Food Colour Bottle 30ml,,35,30%,45.00%,24.5,15%,5.25,19.25,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,JH69038,JH,Puramate India Pvt. Ltd,Puramate,69038,Puramate Vanilla Culinary Essence Bottle | 30ml | Pack of 1,,35,30%,40.00%,24.5,10%,3.5,21,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,JH69040,JH,Puramate India Pvt. Ltd,Puramate,69040,Puramate Whipped Cream Vanilla Powder 100g,,120,30%,35.00%,84,5%,6,78,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,JH69915,JH,Puramate India Pvt. Ltd,Puramate,69915,Puramate Tooty Fruity Mix 100g,,45,30%,35.00%,31.5,5%,2.25,29.25,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,JH70024,JH,Puramate India Pvt. Ltd,Puramate,70024,Puramate Milk Compound Chips 50gm,,80,30%,35.00%,56,5%,4,52,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,JH71031,JH,Puramate India Pvt. Ltd,Puramate,71031,Puramate Cocoa Powder 50g,,80,30%,35.00%,56,5%,4,52,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,JH71032,JH,Puramate India Pvt. Ltd,Puramate,71032,Puramate Coloured Balls 50g,,80,30%,45.00%,56,15%,12,44,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,JH71040,JH,Puramate India Pvt. Ltd,Puramate,71040,Puramate Veg Gelatin | 25g | Pack of 1,,95,30%,40.00%,66.5,10%,9.5,57,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,JH73243,JH,Puramate India Pvt. Ltd,Puramate,73243,Puramate Instant Dry Yeast 25g,,50,30%,45.00%,35,15%,7.5,27.5,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,JH76929,JH,Puramate India Pvt. Ltd,Puramate,76929,Puramate Drinking Chocolate 50g,,40,30%,35.00%,28,5%,2,26,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,JH77453,JH,Puramate India Pvt. Ltd,Puramate,77453,Puramate Strawberry Jelly Crystal 100g,,55,30%,40.00%,38.5,10%,5.5,33,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,JH81660,JH,Puramate India Pvt. Ltd,Puramate,81660,Puramate Baking Soda 50g,,25,30%,40.00%,17.5,10%,2.5,15,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,JH88044,JH,Puramate India Pvt. Ltd,Puramate,88044,Puramate Dark Compound Chips 50g,,65,30%,35.00%,45.5,5%,3.25,42.25,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,JH97690,JH,Puramate India Pvt. Ltd,Puramate,97690,Puramate Decoration Sprinkles 100g,,130,30%,35.00%,91,5%,6.5,84.5,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,JH95265,JH,DNV Food Products,DNV,95265,DNV Special Masala Papad 180g,,95,28.00%,38.00%,68.4,10.00%,9.5,58.9,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,JH95290,JH,DNV Food Products,DNV,95290,DNV Punjabi Masala Papad 180,,85,28.00%,38.00%,61.2,10.00%,8.5,52.7,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,JH95270,JH,DNV Food Products,DNV,95270,DNV Appalam 100 g,,50,28.00%,46.00%,36,18.00%,9,27,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,JH95295,JH,DNV Food Products,DNV,95295,DNV Classic Plain Papad 180 g,,75,28.00%,48.00%,54,20.00%,15,39,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,JH95291,JH,DNV Food Products,DNV,95291,DNV Masala Papad 180 g,,75,28.00%,48.00%,54,20.00%,15,39,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,JH92598,JH,DNV Food Products,DNV,92598,DNV Sabudana Papad 100 g,,50,28.00%,38.00%,36,10.00%,5,31,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,JH95296,JH,DNV Food Products,DNV,95296,DNV Chana Masala Papad 180 g,,85,28.00%,40.00%,61.2,12.00%,10.2,51,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,JH95294,JH,DNV Food Products,DNV,95294,DNV Disco Papad 180 g,,82,28.00%,50.00%,59.04,22.00%,18.04,41,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,JH95266,JH,DNV Food Products,DNV,95266,DNV Premium Red Chilli Pickle 200 g,,84,28.00%,48.00%,60.48,20.00%,16.8,43.68,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,JH86209,JH,DNV Food Products,DNV,86209,Dnv Mixed Pickle 200g,,60,28.00%,48.00%,43.2,20.00%,12,31.2,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,JH67732,JH,DNV Food Products,DNV,67732,DNV Mustard Kasundi 350g,,61,28.00%,40.00%,43.92,12.00%,7.32,36.6,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,JH95285,JH,DNV Food Products,DNV,95285,DNV Soya Sauce 200 g,,55,28.00%,58.00%,39.6,30.00%,16.5,23.1,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,JH78769,JH,DNV Food Products,DNV,78769,Dnv Non Fruit Vinegar 670mI,,90,28.00%,61.00%,64.8,33.00%,29.7,35.1,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,JH92214,JH,DNV Food Products,DNV,92214,DNV Green Chilli Sauce 200 g,,55,28.00%,53.00%,39.6,25.00%,13.75,25.85,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,JH95267,JH,DNV Food Products,DNV,95267,DNV Red Chilli Sauce 200 g,,55,28.00%,53.00%,39.6,25.00%,13.75,25.85,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,JH67733,JH,DNV Food Products,DNV,67733,Dnv Mustard Kasundi 670g,,120,28.00%,61.00%,86.4,33.00%,39.6,46.8,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,JH97405,JH,DNV Food Products,DNV,97405,DNV Masala Papad Small 100g,,32,28.00%,38.00%,23.04,10.00%,3.2,19.84,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,JH97399,JH,DNV Food Products,DNV,97399,DNV Garlic Sabudana Papad 70g,,50,28.00%,68.00%,36,40.00%,20,16,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,JH97400,JH,DNV Food Products,DNV,97400,DNV Green Chilli Sabudana Papad 70g,,50,28.00%,68.00%,36,40.00%,20,16,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,JH98595,JH,DNV Food Products,DNV,98595,Dnv Mint Sabudana Papad 70g,,50,28.00%,68.00%,36,40.00%,20,16,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,JH98594,JH,DNV Food Products,DNV,98594,Dnv Cumin Sabudana Papad 70g,,50,28.00%,68.00%,36,40.00%,20,16,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,JH98596,JH,DNV Food Products,DNV,98596,Dnv Onion Sabudana Papad 70g,,50,28.00%,68.00%,36,40.00%,20,16,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,JH97402,JH,DNV Food Products,DNV,97402,DNV Red Chilli Sabudana Papad 70g,,50,28.00%,68.00%,36,40.00%,20,16,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,JH97401,JH,DNV Food Products,DNV,97401,DNV Kasuri Methi Sabudana Papad 70g,,50,28.00%,68.00%,36,40.00%,20,16,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,JH97406,JH,DNV Food Products,DNV,97406,DNV Mango Pickle 200g,,60,28.00%,53.00%,43.2,25.00%,15,28.2,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,JH97403,JH,DNV Food Products,DNV,97403,DNV Green Chilli Pickle 200g,,60,28.00%,53.00%,43.2,25.00%,15,28.2,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,JH78768,JH,DNV Food Products,DNV,78768,DNV Non Fruit Vinegar 350ml,,50,28.00%,53.00%,36,25.00%,12.5,23.5,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,JH97404,JH,DNV Food Products,DNV,97404,DNV Masala Tomato Ketchup 200g,,51,25.00%,50.00%,38.25,25.00%,12.75,25.5,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,JH100735,JH,Perfetti Van Melle,Pefetti,100735,Mentos Mint 36.4g,,20,17.00%,27.00%,16.6,10%,2,14.6,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,JH100744,JH,Perfetti Van Melle,Pefetti,100744,Chupa Chups Sour Bites Multi Colour Soft Candies Pack of 1,,35,17.00%,27.00%,29.05,10%,3.5,25.55,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,JH100745,JH,Perfetti Van Melle,Pefetti,100745,Alpenliebe POP Pack of 1,,50,17.00%,27.00%,41.5,10%,5,36.5,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,JH100743,JH,Perfetti Van Melle,Pefetti,100743,Alpenliebe Creamfills Pack of 1,,55,17.00%,27.00%,45.65,10%,5.5,40.15,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,JH78703,JH,Perfetti Van Melle,Pefetti,78703,Alpenliebe Juzt Jelly Strawberry Flavour Candies 140g,,50,17.00%,27.00%,41.5,10%,5,36.5,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,JH78696,JH,Perfetti Van Melle,Pefetti,78696,Alpenliebe Gold Cream Strawberry Candy Toffee 144g,,55,17.00%,27.00%,45.65,10%,5.5,40.15,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,JH80947,JH,Perfetti Van Melle,Pefetti,80947,Happydent Xylitol Sugarfree Fruits Flavour Bubble Gum 28g,,50,17.00%,27.00%,41.5,10%,5,36.5,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,JH13893,JH,Perfetti Van Melle,Pefetti,13893,Alpenliebe Creamfills Butter Toffee 360g,,105,17.00%,32.00%,87.15,15%,15.75,71.4,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,JH100921,JH,Perfetti Van Melle,Pefetti,100921,Alpenliebe Eclairs Pack of 40,,50,17.00%,27.00%,41.5,10%,5,36.5,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,JH78759,JH,Perfetti Van Melle,Pefetti,78759,Fruit Tella Stick Strawberry Flavour Chewy Toffee | 45g | Pack of 1,,35,17.00%,27.00%,29.05,10%,3.5,25.55,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,JH104131,JH,Adret Retail Pvt Ltd,Kapiva,104131,Kapiva Wild Amla Juice |1L | Pack of 1,,280,28%,38.00%,201.6,10%,28,173.6,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,JH82319,JH,Adret Retail Pvt Ltd,Kapiva,82319,Kapiva Dia Free Juice Helps Control Blood Sugar 1 Ltr,,562,28%,33.00%,404.64,5%,28.1,376.54,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,JH104132,JH,Adret Retail Pvt Ltd,Kapiva,104132,Kapiva Karela Jamun Juice | 1L | Pack of 1,,374,28%,38.00%,269.28,10%,37.4,231.88,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,JH100354,JH,Parag Milk Foods,Go,100354,GO Cheese Spread Cup Plain 200g,,115,15%,32.39%,97.75,17.39%,20,77.75,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,JH69071,JH,Parag Milk Foods,Go,69071,Go Slice Cheese 200g,,210,15%,55.48%,178.5,40.48%,85,93.5,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,JH100353,JH,Parag Milk Foods,Go,100353,Go Four Cheese 200g,,170,15%,26.76%,144.5,11.76%,20,124.5,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,JH27966,JH,Parag Milk Foods,Go,27966,Go Cheese Pizza Blend 200g,,159,15%,30.72%,135.15,15.72%,25,110.15,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,JH28726,JH,Parag Milk Foods,Go,28726,Gowardhan Fresh PaneerClassic Block 200g,,105,15%,19.76%,89.25,4.76%,5,84.25,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,JH96509,JH,Balaji Agro,Meri Chai,96509,MERI CHAI STRONG CTC TEA POUCH 250G,,140,20.00%,53.00%,112,33.00%,46.2,65.8,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,JH46557,JH,Balaji Agro,Meri Chai,46557,HEALTH PREMIUM TEA JAR 250G,,150,20.00%,40.00%,120,20.00%,30,90,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,JH96516,JH,Balaji Agro,Meri Chai,96516,MERI CHAI ELAICHI CTC TEA POUCH 500G,,210,20.00%,40.00%,168,20.00%,42,126,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,JH46556,JH,Balaji Agro,Meri Chai,46556,MERI CHAI ELAICHI CTC TEA POUCH 250G,,105,20.00%,30.00%,84,10.00%,10.5,73.5,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,JH66796,JH,Balaji Agro,Meri Chai,66796,MERI POPULAR STRONG CTC TEA POUCH 250G,,80,20.00%,25.00%,64,5.00%,4,60,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,JH76338,JH,Balaji Agro,Meri Chai,76338,MERI CHAI ELAICHI CTC TEA POUCH 100G,,42,20.00%,25.00%,33.6,5.00%,2.1,31.5,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,JH96514,JH,Balaji Agro,Meri Chai,96514,MERI CHAI POPULAR STRONG CTC TEA POUCH 500G,,165,20.00%,25.00%,132,5.00%,8.25,123.75,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,JH13234,JH,Dabur India Limited,Dabur,13234,Hajmola Limcola 120 tablets Bottle,,75,13.42%,16.09%,64.94,2.67%,2,62.94,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,JH3382,JH,Dabur India Limited,Dabur,3382,Hajmola Reg Bottle 120 tab,,70,12.28%,15.14%,61.4,2.86%,2,59.4,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,JH13228,JH,Dabur India Limited,Dabur,13228,HAJMOLA ANARDANA 120 TABS BOTTLE,,70,12.28%,15.14%,61.4,2.86%,2,59.4,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,JH1446,JH,Dabur India Limited,Dabur,1446,HAJMOLA IMLI - BOTTLE 120 TAB BOTTLE,,70,12.28%,15.14%,61.4,2.86%,2,59.4,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,JH1423,JH,Dabur India Limited,Dabur,1423,Dabur Chyawanprakash 900gms,,460,12.28%,27.50%,403.51,15.22%,70,333.51,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,JH1427,JH,Dabur India Limited,Dabur,1427,Chyawanprakash 500gm,,255,12.28%,26.01%,223.69,13.73%,35,188.69,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,JH10724,JH,Dabur India Limited,Dabur,10724,Dabur Chyawanprash Awaleha 1kg,,410,12.28%,19.60%,359.65,7.32%,30,329.65,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,JH1426,JH,Dabur India Limited,Dabur,1426,Dabur Chyawanprash 500gm,,230,12.28%,18.80%,201.76,6.52%,15,186.76,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,JH84676,JH,Dabur India Limited,Dabur,84676,Dabur Chyawanprash (Gur) Awaleha 900gm,,395,12.28%,30.00%,346.49,17.72%,70,276.49,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,JH8301,JH,Dabur India Limited,Dabur,8301,Dabur Honey 1Kg,,475,12.28%,20.70%,416.67,8.42%,40,376.67,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,JH1451,JH,Dabur India Limited,Dabur,1451,Dabur Honey 225gm Squezee Pack,,235,12.28%,18.66%,206.14,6.38%,15,191.14,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,JH1406,JH,Dabur India Limited,Dabur,1406,Dabur Honey 500gm,,240,12.28%,18.53%,210.53,6.25%,15,195.53,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,JH12825,JH,Dabur India Limited,Dabur,12825,Dabur Honey 400 Gms Squeezy Pack,,399,12.28%,29.82%,350,17.54%,70,280,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,JH12310,JH,Dabur India Limited,Dabur,12310,Real Fruit Power Apple 1Ltr,,115,12.28%,25.32%,100.88,13.04%,15,85.88,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,JH13060,JH,Dabur India Limited,Dabur,13060,Real Mango Nectar 1Ltr,,115,12.28%,25.32%,100.88,13.04%,15,85.88,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,JH4939,JH,Dabur India Limited,Dabur,4939,Real Mixed Juice 1Ltr,,130,12.28%,23.82%,114.04,11.54%,15,99.04,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,JH9961,JH,Dabur India Limited,Dabur,9961,Real Orange Juice 1Ltr,,130,12.28%,23.82%,114.04,11.54%,15,99.04,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,JH4934,JH,Dabur India Limited,Dabur,4934,Real Pomegranate Nectar 1Ltr,,130,12.28%,23.82%,114.04,11.54%,15,99.04,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,JH13031,JH,Dabur India Limited,Dabur,13031,Real Cranberry Nectar 1Ltr,,140,12.28%,22.99%,122.81,10.71%,15,107.81,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,JH4937,JH,Dabur India Limited,Dabur,4937,Real Gauva Nectar 1Ltr,,120,12.28%,24.78%,105.26,12.50%,15,90.26,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,JH13582,JH,Dabur India Limited,Dabur,13582,Real Litchi Nectar 1Ltr,,117,12.28%,25.10%,102.63,12.82%,15,87.63,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,JH4935,JH,Dabur India Limited,Dabur,4935,Real Apple Nectar 200 ml,,20,12.30%,27.30%,17.54,15.00%,3,14.54,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,JH29933,JH,Dabur India Limited,Dabur,29933,Real Gauva Nectar 200ml,,20,12.30%,27.30%,17.54,15.00%,3,14.54,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,JH28816,JH,Dabur India Limited,Dabur,28816,Real Grape Nectar 200ml,,20,13.79%,28.79%,17.24,15.00%,3,14.24,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,JH4936,JH,Dabur India Limited,Dabur,4936,Real Litchi Nectar 200ml,,20,12.28%,27.28%,17.54,15.00%,3,14.54,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,JH4933,JH,Dabur India Limited,Dabur,4933,Real Mango Nectar 200ml,,20,12.28%,27.28%,17.54,15.00%,3,14.54,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,JH4938,JH,Dabur India Limited,Dabur,4938,Real Mixed Juice 200ml,,20,12.28%,27.28%,17.54,15.00%,3,14.54,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,JH73744,JH,Dabur India Limited,Dabur,73744,Real Orange Juice 200ml,,20,12.28%,27.28%,17.54,15.00%,3,14.54,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,JH1621,JH,Dabur India Limited,Dabur,1621,Real Pineapple 200 ml,,20,12.28%,27.28%,17.54,15.00%,3,14.54,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,JH73743,JH,Dabur India Limited,Dabur,73743,REAL FP MIXED FRUIT 125ML(PACK OF 10),,100,13.79%,18.79%,86.21,5.00%,5,81.21,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,JH66217,JH,Dabur India Limited,Dabur,66217,REAL FRUIT POWER APPLE 125ML(PACK OF 10),,100,13.79%,18.79%,86.21,5.00%,5,81.21,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,JH104267,JH,Dabur India Limited,Dabur,104267,Dabur Jaggery Chyawanprash | 450g | Pack of 1,,250,12.28%,18.28%,219.3,6.00%,15,204.3,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,JH29881,JH,Dream Bake Private Limited,Winkies,29881,Winkles Chocolate Cake Finger | 30g | Pack of 1,,10,20%,25.00%,8,5%,0.5,7.5,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,JH22252,JH,Dream Bake Private Limited,Winkies,22252,Winkies Centre Filled Chocolate Cake with Vanilla Cream | 30g | Pack of 1,,10,20%,25.00%,8,5%,0.5,7.5,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,JH16419,JH,Dream Bake Private Limited,Winkies,16419,Winkies Chocolate Cake Slice | 100g | Pack of 1,,30,20%,25.00%,24,5%,1.5,22.5,OFF Invoice,,,,,,,,,,,,,,,,,,
