source,state,item_code,map_value,map_type,map_source,display_name,kvi_tag,mrp,current_sp
FMCGF,Jharkhand,9970,63.504,map_including_gst,MAP_DIRECT,,,,
FMCGF,Jharkhand,105,63.4725,map_including_gst,MAP_DIRECT,,,,
FMCGF,Chhattisgarh,11272,63.4221,map_including_gst,MAP_DIRECT,,,,
FMCGF,Jharkhand,76411,63.41685,map_including_gst,MAP_DIRECT,,,,
FMCGF,Jharkhand,11272,63.2919,map_including_gst,MAP_DIRECT,,,,
FMCGF,West Bengal,29815,63.2499,map_including_gst,MAP_DIRECT,,,,
FMCGF,Jharkhand,16171,63.18977368,map_including_gst,MAP_DIRECT,,,,
FMCGF,Chhattisgarh,14325,63.10286,map_including_gst,MAP_BACKFILL,,,,
FMCGF,West Bengal,14325,63.0002,map_including_gst,MAP_DIRECT,,,,
FMCGF,West Bengal,104156,63,map_including_gst,MAP_DIRECT,,,,
FMCGF,West Bengal,104155,63,map_including_gst,MAP_BACKFILL,,,,
FMCGF,Chhattisgarh,17854,63,map_including_gst,MAP_BACKFILL,,,,
FMCGF,Chhattisgarh,84933,62.9958,map_including_gst,MAP_DIRECT,,,,
FMCGF,Jharkhand,67616,62.9853,map_including_gst,MAP_DIRECT,,,,
FMCGF,West Bengal,69206,62.9727,map_including_gst,MAP_DIRECT,,,,
FMCGF,West Bengal,67616,62.8236,map_including_gst,MAP_DIRECT,,,,
FMCGF,Chhattisgarh,69206,62.69865,map_including_gst,MAP_DIRECT,,,,
FMCGF,Jharkhand,29815,62.44035,map_including_gst,MAP_DIRECT,,,,
FMCGF,West Bengal,69873,62.3868,map_including_gst,MAP_DIRECT,,,,
FMCGF,West Bengal,8091,62.245,map_including_gst,MAP_DIRECT,,,,
FMCGF,Jharkhand,1468,62.16,map_including_gst,MAP_DIRECT,,,,
FMCGF,Jharkhand,10048,62.1516,map_including_gst,MAP_DIRECT,,,,
FMCGF,Jharkhand,69873,62.0571,map_including_gst,MAP_DIRECT,,,,
FMCGF,Jharkhand,915,62.055,map_including_gst,MAP_DIRECT,,,,
FMCGF,West Bengal,10427,62.05384,map_including_gst,MAP_DIRECT,,,,
FMCGF,Jharkhand,104815,62.0025,map_including_gst,MAP_DIRECT,,,,
FMCGF,Chhattisgarh,95688,61.96575,map_including_gst,MAP_DIRECT,,,,
FMCGF,Chhattisgarh,3865,61.9605,map_including_gst,MAP_DIRECT,,,,
FMCGF,West Bengal,68872,61.95,map_including_gst,MAP_DIRECT,,,,
FMCGF,Jharkhand,4239,61.95,map_including_gst,MAP_DIRECT,,,,
FMCGF,Jharkhand,68872,61.9479,map_including_gst,MAP_DIRECT,,,,
FMCGF,Chhattisgarh,99266,61.9185,map_including_gst,MAP_BACKFILL,,,,
FMCGF,West Bengal,1362,61.7127,map_including_gst,MAP_DIRECT,,,,
FMCGF,Jharkhand,4596,61.64235,map_including_gst,MAP_DIRECT,,,,
FMCGF,West Bengal,5014,61.6035,map_including_gst,MAP_DIRECT,,,,
FMCGF,Chhattisgarh,3282,61.42815,map_including_gst,MAP_DIRECT,,,,
FMCGF,West Bengal,1454,61.404,map_including_gst,MAP_DIRECT,,,,
FMCGF,Jharkhand,1454,61.404,map_including_gst,MAP_DIRECT,,,,
FMCGF,Chhattisgarh,1362,61.4019,map_including_gst,MAP_DIRECT,,,,
FMCGF,Jharkhand,1362,61.29795,map_including_gst,MAP_DIRECT,,,,
FMCGF,Chhattisgarh,4106,61.2774,map_including_gst,MAP_DIRECT,,,,
FMCGF,West Bengal,95290,61.2,map_including_gst,MAP_BACKFILL,,,,
FMCGF,West Bengal,11719,61.19715,map_including_gst,MAP_DIRECT,,,,
FMCGF,Chhattisgarh,95466,60.64,map_including_gst,MAP_DIRECT,,,,
FMCGF,Jharkhand,95266,60.5493,map_including_gst,MAP_DIRECT,,,,
FMCGF,West Bengal,95266,60.54825,map_including_gst,MAP_DIRECT,,,,
FMCGF,Chhattisgarh,75473,60.53775,map_including_gst,MAP_DIRECT,,,,
FMCGF,West Bengal,95289,60.48,map_including_gst,MAP_BACKFILL,,,,
FMCGF,Jharkhand,4663,60.4464,map_including_gst,MAP_DIRECT,,,,
FMCGF,Jharkhand,2446,60.30045,map_including_gst,MAP_DIRECT,,,,
FMCGF,Jharkhand,96421,60.2595,map_including_gst,MAP_DIRECT,,,,
FMCGF,Jharkhand,90085,60.20595,map_including_gst,MAP_BACKFILL,,,,
FMCGF,West Bengal,10362,60.17056,map_including_gst,MAP_DIRECT,,,,
FMCGF,Jharkhand,3552,60.10448,map_including_gst,MAP_DIRECT,,,,
FMCGF,Jharkhand,30079,60.00182,map_including_gst,MAP_DIRECT,,,,
FMCGF,West Bengal,104142,60.00015,map_including_gst,MAP_BACKFILL,,,,
FMCGF,Jharkhand,97697,60,map_including_gst,MAP_DIRECT,,,,
FMCGF,Jharkhand,93245,60,map_including_gst,MAP_DIRECT,,,,
FMCGF,Chhattisgarh,27223,59.9991,map_including_gst,MAP_DIRECT,,,,
FMCGF,West Bengal,43115,59.9991,map_including_gst,MAP_DIRECT,,,,
FMCGF,West Bengal,97011,59.997,map_including_gst,MAP_BACKFILL,,,,
FMCGF,Jharkhand,97011,59.997,map_including_gst,MAP_DIRECT,,,,
FMCGF,Chhattisgarh,85262,59.997,map_including_gst,MAP_BACKFILL,,,,
FMCGF,Chhattisgarh,103873,59.9613,map_including_gst,MAP_DIRECT,,,,
FMCGF,West Bengal,805,59.94922596,map_including_gst,MAP_DIRECT,,,,
FMCGF,West Bengal,94188,59.913,map_including_gst,MAP_DIRECT,,,,
FMCGF,West Bengal,99277,59.85,map_including_gst,MAP_DIRECT,,,,
FMCGF,West Bengal,2729,59.8185,map_including_gst,MAP_DIRECT,,,,
FMCGF,West Bengal,66207,59.8142,map_including_gst,MAP_DIRECT,,,,
FMCGF,West Bengal,799,59.7702,map_including_gst,MAP_DIRECT,,,,
FMCGF,West Bengal,9635,59.75655,map_including_gst,MAP_BACKFILL,,,,
FMCGF,West Bengal,98414,59.67416092,map_including_gst,MAP_DIRECT,,,,
FMCGF,Jharkhand,75973,59.59944,map_including_gst,MAP_DIRECT,,,,
FMCGF,West Bengal,7997,59.51566,map_including_gst,MAP_DIRECT,,,,
FMCGF,West Bengal,28659,59.5035,map_including_gst,MAP_BACKFILL,,,,
FMCGF,Chhattisgarh,7997,59.4956,map_including_gst,MAP_DIRECT,,,,
FMCGF,Jharkhand,28659,59.49405,map_including_gst,MAP_DIRECT,,,,
FMCGF,Jharkhand,5003,59.3502,map_including_gst,MAP_DIRECT,,,,
FMCGF,West Bengal,5003,59.3355,map_including_gst,MAP_BACKFILL,,,,
FMCGF,Chhattisgarh,66020,59.2515,map_including_gst,MAP_DIRECT,,,,
FMCGF,West Bengal,100323,59.2301,map_including_gst,MAP_DIRECT,,,,
FMCGF,Chhattisgarh,100443,59.19795,map_including_gst,MAP_BACKFILL,,,,
FMCGF,Chhattisgarh,5003,59.0898,map_including_gst,MAP_DIRECT,,,,
FMCGF,West Bengal,96720,59,map_including_gst,MAP_DIRECT,,,,
FMCGF,Chhattisgarh,97989,59,map_including_gst,MAP_DIRECT,,,,
FMCGF,Jharkhand,3282,58.968,map_including_gst,MAP_DIRECT,,,,
FMCGF,West Bengal,96272,58.889,map_including_gst,MAP_DIRECT,,,,
FMCGF,Chhattisgarh,96904,58.72965,map_including_gst,MAP_DIRECT,,,,
FMCGF,Jharkhand,10972,58.6656,map_including_gst,MAP_DIRECT,,,,
FMCGF,Jharkhand,3537,58.62122,map_including_gst,MAP_DIRECT,,,,
FMCGF,Jharkhand,35632,58.5585,map_including_gst,MAP_DIRECT,,,,
FMCGF,Jharkhand,95489,58.5354,map_including_gst,MAP_DIRECT,,,,
FMCGF,Jharkhand,762,58.5102,map_including_gst,MAP_DIRECT,,,,
FMCGF,West Bengal,28122,58.4997,map_including_gst,MAP_DIRECT,,,,
FMCGF,Jharkhand,96529,58.49655,map_including_gst,MAP_DIRECT,,,,
FMCGF,Jharkhand,96528,58.49655,map_including_gst,MAP_DIRECT,,,,
FMCGF,Chhattisgarh,96528,58.49655,map_including_gst,MAP_DIRECT,,,,
FMCGF,West Bengal,95489,58.4955,map_including_gst,MAP_DIRECT,,,,
FMCGF,Chhattisgarh,66207,58.46664,map_including_gst,MAP_DIRECT,,,,
FMCGF,West Bengal,104792,58.42416,map_including_gst,MAP_DIRECT,,,,
FMCGF,Jharkhand,14291,58.377,map_including_gst,MAP_DIRECT,,,,
FMCGF,Chhattisgarh,102568,58.18785,map_including_gst,MAP_DIRECT,,,,
FMCGF,Jharkhand,35217,58.13955,map_including_gst,MAP_DIRECT,,,,
FMCGF,West Bengal,35217,58.1385,map_including_gst,MAP_DIRECT,,,,
FMCGF,Jharkhand,87157,58.096,map_including_gst,MAP_DIRECT,,,,
FMCGF,West Bengal,32985,58.0776,map_including_gst,MAP_DIRECT,,,,
FMCGF,Chhattisgarh,94188,58.0545,map_including_gst,MAP_BACKFILL,,,,
FMCGF,West Bengal,77827,58.05345,map_including_gst,MAP_BACKFILL,,,,
FMCGF,Jharkhand,32985,58.04925,map_including_gst,MAP_DIRECT,,,,
FMCGF,Jharkhand,77827,58.04715,map_including_gst,MAP_DIRECT,,,,
FMCGF,Jharkhand,94188,58.0251,map_including_gst,MAP_DIRECT,,,,
FMCGF,Chhattisgarh,83332,58,map_including_gst,MAP_DIRECT,,,,
FMCGF,Jharkhand,100443,57.9978,map_including_gst,MAP_BACKFILL,,,,
FMCGF,Jharkhand,3309,57.7815,map_including_gst,MAP_DIRECT,,,,
FMCGF,Jharkhand,102977,57.75,map_including_gst,MAP_DIRECT,,,,
FMCGF,Jharkhand,102975,57.75,map_including_gst,MAP_DIRECT,,,,
FMCGF,Jharkhand,8108,57.66896,map_including_gst,MAP_DIRECT,,,,
FMCGF,West Bengal,104295,57.666,map_including_gst,MAP_DIRECT,,,,
FMCGF,West Bengal,10726,57.6555,map_including_gst,MAP_DIRECT,,,,
FMCGF,West Bengal,910,57.64395,map_including_gst,MAP_DIRECT,,,,
FMCGF,West Bengal,664,57.58095,map_including_gst,MAP_DIRECT,,,,
FMCGF,Chhattisgarh,13516,57.41526,map_including_gst,MAP_DIRECT,,,,
FMCGF,Jharkhand,9661,57.337,map_including_gst,MAP_DIRECT,,,,
FMCGF,Jharkhand,887,57.3,map_including_gst,MAP_BACKFILL,,,,
FMCGF,Jharkhand,8299,57.20522,map_including_gst,MAP_DIRECT,,,,
FMCGF,Chhattisgarh,43132,57.1536,map_including_gst,MAP_DIRECT,,,,
FMCGF,Chhattisgarh,10588,57.15212,map_including_gst,MAP_DIRECT,,,,
FMCGF,West Bengal,10588,57.1474,map_including_gst,MAP_BACKFILL,,,,
FMCGF,Jharkhand,10588,57.1474,map_including_gst,MAP_DIRECT,,,,
FMCGF,Jharkhand,93951,57.141,map_including_gst,MAP_DIRECT,,,,
FMCGF,West Bengal,13906,57.0822,map_including_gst,MAP_DIRECT,,,,
FMCGF,West Bengal,14252,57.06225,map_including_gst,MAP_DIRECT,,,,
FMCGF,West Bengal,13228,57.015,map_including_gst,MAP_DIRECT,,,,
FMCGF,Jharkhand,13228,57.015,map_including_gst,MAP_DIRECT,,,,
FMCGF,Jharkhand,1446,57.01185,map_including_gst,MAP_DIRECT,,,,
FMCGF,Jharkhand,87531,57.00975,map_including_gst,MAP_BACKFILL,,,,
FMCGF,West Bengal,99276,57.0066,map_including_gst,MAP_BACKFILL,,,,
FMCGF,Jharkhand,100609,57,map_including_gst,MAP_DIRECT,,,,
FMCGF,Jharkhand,805,56.9667,map_including_gst,MAP_DIRECT,,,,
FMCGF,Jharkhand,4605,56.94885,map_including_gst,MAP_DIRECT,,,,
FMCGF,West Bengal,1446,56.9478,map_including_gst,MAP_DIRECT,,,,
FMCGF,Jharkhand,799,56.94465,map_including_gst,MAP_DIRECT,,,,
FMCGF,West Bengal,95828,56.9415,map_including_gst,MAP_DIRECT,,,,
FMCGF,Jharkhand,1317,56.9415,map_including_gst,MAP_DIRECT,,,,
FMCGF,Jharkhand,33006,56.9226,map_including_gst,MAP_DIRECT,,,,
FMCGF,Jharkhand,910,56.8953,map_including_gst,MAP_DIRECT,,,,
FMCGF,West Bengal,75499,56.75985,map_including_gst,MAP_DIRECT,,,,
FMCGF,West Bengal,11724,56.75775,map_including_gst,MAP_DIRECT,,,,
FMCGF,Chhattisgarh,68870,56.7315,map_including_gst,MAP_BACKFILL,,,,
FMCGF,West Bengal,71065,56.7,map_including_gst,MAP_BACKFILL,,,,
FMCGF,Chhattisgarh,71065,56.7,map_including_gst,MAP_DIRECT,,,,
FMCGF,Jharkhand,37425,56.69055,map_including_gst,MAP_DIRECT,,,,
FMCGF,Jharkhand,104795,56.581,map_including_gst,MAP_DIRECT,,,,
FMCGF,Jharkhand,11487,56.5677,map_including_gst,MAP_BACKFILL,,,,
FMCGF,Jharkhand,36757,56.50995,map_including_gst,MAP_DIRECT,,,,
FMCGF,Jharkhand,664,56.48895,map_including_gst,MAP_DIRECT,,,,
FMCGF,Jharkhand,100323,56.48188,map_including_gst,MAP_DIRECT,,,,
FMCGF,Jharkhand,100943,56.4276,map_including_gst,MAP_BACKFILL,,,,
FMCGF,Chhattisgarh,100943,56.4276,map_including_gst,MAP_BACKFILL,,,,
FMCGF,West Bengal,1602,56.39338,map_including_gst,MAP_DIRECT,,,,
FMCGF,Chhattisgarh,33006,56.3682,map_including_gst,MAP_DIRECT,,,,
FMCGF,Jharkhand,4190,56.364,map_including_gst,MAP_DIRECT,,,,
FMCGF,Chhattisgarh,70328,56.25165,map_including_gst,MAP_DIRECT,,,,
FMCGF,West Bengal,4927,56.2002,map_including_gst,MAP_DIRECT,,,,
FMCGF,Chhattisgarh,805,56.08785,map_including_gst,MAP_DIRECT,,,,
FMCGF,Jharkhand,92503,56.0028,map_including_gst,MAP_DIRECT,,,,
FMCGF,Jharkhand,30235,55.9965,map_including_gst,MAP_BACKFILL,,,,
FMCGF,Jharkhand,3258,55.944,map_including_gst,MAP_DIRECT,,,,
FMCGF,West Bengal,3258,55.944,map_including_gst,MAP_DIRECT,,,,
FMCGF,Chhattisgarh,71600,55.8726,map_including_gst,MAP_DIRECT,,,,
FMCGF,Jharkhand,9635,55.8285,map_including_gst,MAP_DIRECT,,,,
FMCGF,Jharkhand,3993,55.82816,map_including_gst,MAP_DIRECT,,,,
FMCGF,Jharkhand,715,55.78335,map_including_gst,MAP_DIRECT,,,,
FMCGF,West Bengal,87531,55.6311,map_including_gst,MAP_DIRECT,,,,
FMCGF,West Bengal,715,55.55865,map_including_gst,MAP_DIRECT,,,,
FMCGF,West Bengal,8580,55.5544,map_including_gst,MAP_DIRECT,,,,
FMCGF,Chhattisgarh,8580,55.5544,map_including_gst,MAP_DIRECT,,,,
FMCGF,Jharkhand,8580,55.55204,map_including_gst,MAP_DIRECT,,,,
FMCGF,Jharkhand,1562,55.4946,map_including_gst,MAP_BACKFILL,,,,
FMCGF,Chhattisgarh,1562,55.44315,map_including_gst,MAP_DIRECT,,,,
FMCGF,West Bengal,3987,55.36442,map_including_gst,MAP_DIRECT,,,,
FMCGF,Jharkhand,13723,55.29369922,map_including_gst,MAP_DIRECT,,,,
FMCGF,Jharkhand,16170,55.29313364,map_including_gst,MAP_DIRECT,,,,
FMCGF,West Bengal,30465,55.22265,map_including_gst,MAP_DIRECT,,,,
FMCGF,Jharkhand,3986,55.18978,map_including_gst,MAP_DIRECT,,,,
FMCGF,Jharkhand,13906,55.14285,map_including_gst,MAP_DIRECT,,,,
FMCGF,Chhattisgarh,103038,55.0536,map_including_gst,MAP_DIRECT,,,,
FMCGF,Chhattisgarh,17492,55.051,map_including_gst,MAP_DIRECT,,,,
FMCGF,West Bengal,68662,54.978,map_including_gst,MAP_DIRECT,,,,
FMCGF,Chhattisgarh,16224,54.9054,map_including_gst,MAP_DIRECT,,,,
FMCGF,Jharkhand,97235,54.8625,map_including_gst,MAP_DIRECT,,,,
FMCGF,Jharkhand,97236,54.73125,map_including_gst,MAP_DIRECT,,,,
FMCGF,Jharkhand,66730,54.72132,map_including_gst,MAP_DIRECT,,,,
FMCGF,West Bengal,89351,54.68505,map_including_gst,MAP_BACKFILL,,,,
FMCGF,Chhattisgarh,71839,54.636,map_including_gst,MAP_DIRECT,,,,
FMCGF,Jharkhand,8691,54.5979,map_including_gst,MAP_DIRECT,,,,
FMCGF,West Bengal,762,54.4719,map_including_gst,MAP_DIRECT,,,,
FMCGF,West Bengal,30606,54.38895,map_including_gst,MAP_BACKFILL,,,,
FMCGF,West Bengal,16621,54.3795,map_including_gst,MAP_DIRECT,,,,
FMCGF,Chhattisgarh,917,54.37005,map_including_gst,MAP_DIRECT,,,,
FMCGF,Chhattisgarh,715,54.12015,map_including_gst,MAP_DIRECT,,,,
FMCGF,West Bengal,104795,54.11244,map_including_gst,MAP_DIRECT,,,,
FMCGF,West Bengal,8013,54.05584411,map_including_gst,MAP_DIRECT,,,,
FMCGF,West Bengal,86976,54.0558,map_including_gst,MAP_DIRECT,,,,
FMCGF,Jharkhand,90996,54.0558,map_including_gst,MAP_DIRECT,,,,
FMCGF,West Bengal,90996,54.0558,map_including_gst,MAP_DIRECT,,,,
FMCGF,Jharkhand,67174,54.01515,map_including_gst,MAP_DIRECT,,,,
FMCGF,Chhattisgarh,85006,53.991,map_including_gst,MAP_DIRECT,,,,
FMCGF,Jharkhand,95310,53.96475,map_including_gst,MAP_DIRECT,,,,
FMCGF,Jharkhand,27236,53.96265,map_including_gst,MAP_DIRECT,,,,
FMCGF,West Bengal,703,53.83875,map_including_gst,MAP_DIRECT,,,,
FMCGF,Jharkhand,17670,53.7831,map_including_gst,MAP_DIRECT,,,,
FMCGF,West Bengal,14291,53.743,map_including_gst,MAP_DIRECT,,,,
FMCGF,Jharkhand,1368,53.70298,map_including_gst,MAP_DIRECT,,,,
FMCGF,West Bengal,1368,53.7018,map_including_gst,MAP_DIRECT,,,,
FMCGF,West Bengal,1367,53.7018,map_including_gst,MAP_DIRECT,,,,
FMCGF,Jharkhand,1367,53.70062,map_including_gst,MAP_DIRECT,,,,
FMCGF,Jharkhand,71032,53.60355,map_including_gst,MAP_DIRECT,,,,
FMCGF,Jharkhand,8013,53.46344,map_including_gst,MAP_DIRECT,,,,
FMCGF,Jharkhand,16633,53.40615,map_including_gst,MAP_DIRECT,,,,
FMCGF,Chhattisgarh,103780,53.3925,map_including_gst,MAP_DIRECT,,,,
FMCGF,Chhattisgarh,22486,53.3,map_including_gst,MAP_DIRECT,,,,
FMCGF,Chhattisgarh,3986,53.28054,map_including_gst,MAP_DIRECT,,,,
FMCGF,Jharkhand,1602,53.28054,map_including_gst,MAP_DIRECT,,,,
FMCGF,Jharkhand,3987,53.28054,map_including_gst,MAP_DIRECT,,,,
FMCGF,Chhattisgarh,95453,53.257,map_including_gst,MAP_DIRECT,,,,
FMCGF,West Bengal,84245,53.25132581,map_including_gst,MAP_DIRECT,,,,
FMCGF,Jharkhand,101247,53.2455,map_including_gst,MAP_DIRECT,,,,
FMCGF,Jharkhand,84051,53.24445,map_including_gst,MAP_DIRECT,,,,
FMCGF,Jharkhand,16224,53.23452,map_including_gst,MAP_DIRECT,,,,
FMCGF,Jharkhand,917,53.15625,map_including_gst,MAP_DIRECT,,,,
FMCGF,West Bengal,917,53.05803102,map_including_gst,MAP_DIRECT,,,,
FMCGF,Jharkhand,103414,52.9935,map_including_gst,MAP_DIRECT,,,,
FMCGF,West Bengal,78760,52.9452,map_including_gst,MAP_DIRECT,,,,
FMCGF,Jharkhand,4585,52.92945,map_including_gst,MAP_DIRECT,,,,
FMCGF,West Bengal,2722,52.82285769,map_including_gst,MAP_DIRECT,,,,
FMCGF,Chhattisgarh,4575,52.78245,map_including_gst,MAP_DIRECT,,,,
FMCGF,Jharkhand,81100,52.7793,map_including_gst,MAP_DIRECT,,,,
FMCGF,Chhattisgarh,103938,52.76985,map_including_gst,MAP_DIRECT,,,,
FMCGF,Chhattisgarh,803,52.5966,map_including_gst,MAP_DIRECT,,,,
FMCGF,Jharkhand,95654,52.5756,map_including_gst,MAP_DIRECT,,,,
FMCGF,Jharkhand,1102,52.5147,map_including_gst,MAP_DIRECT,,,,
FMCGF,Jharkhand,95652,52.5126,map_including_gst,MAP_DIRECT,,,,
FMCGF,West Bengal,95819,52.5,map_including_gst,MAP_DIRECT,,,,
FMCGF,West Bengal,95652,52.5,map_including_gst,MAP_DIRECT,,,,
FMCGF,Chhattisgarh,80826,52.5,map_including_gst,MAP_DIRECT,,,,
FMCGF,West Bengal,2629,52.4982,map_including_gst,MAP_DIRECT,,,,
FMCGF,Jharkhand,95147,52.4979,map_including_gst,MAP_DIRECT,,,,
FMCGF,Jharkhand,2722,52.3425,map_including_gst,MAP_DIRECT,,,,
FMCGF,West Bengal,745,52.33505,map_including_gst,MAP_DIRECT,,,,
FMCGF,West Bengal,1104,52.32465,map_including_gst,MAP_DIRECT,,,,
FMCGF,Jharkhand,1104,52.3215,map_including_gst,MAP_DIRECT,,,,
FMCGF,Chhattisgarh,79344,52.29,map_including_gst,MAP_BACKFILL,,,,
FMCGF,Chhattisgarh,1392,52.25955,map_including_gst,MAP_DIRECT,,,,
FMCGF,Jharkhand,10702,52.2504,map_including_gst,MAP_DIRECT,,,,
FMCGF,West Bengal,10702,52.2504,map_including_gst,MAP_DIRECT,,,,
FMCGF,West Bengal,101189,52.1976,map_including_gst,MAP_DIRECT,,,,
FMCGF,West Bengal,96870,51.996,map_including_gst,MAP_BACKFILL,,,,
FMCGF,Jharkhand,46599,51.996,map_including_gst,MAP_DIRECT,,,,
FMCGF,Jharkhand,14232,51.996,map_including_gst,MAP_DIRECT,,,,
FMCGF,Jharkhand,30606,51.97395,map_including_gst,MAP_DIRECT,,,,
FMCGF,West Bengal,68159,51.9582,map_including_gst,MAP_DIRECT,,,,
FMCGF,West Bengal,8039,51.85038,map_including_gst,MAP_DIRECT,,,,
FMCGF,Jharkhand,8039,51.84684,map_including_gst,MAP_DIRECT,,,,
FMCGF,West Bengal,42934,51.83115,map_including_gst,MAP_DIRECT,,,,
FMCGF,Jharkhand,10326,51.8196,map_including_gst,MAP_DIRECT,,,,
FMCGF,West Bengal,4756,51.81262,map_including_gst,MAP_DIRECT,,,,
FMCGF,Jharkhand,8308,51.7734,map_including_gst,MAP_DIRECT,,,,
FMCGF,West Bengal,23026,51.75,map_including_gst,MAP_DIRECT,,,,
FMCGF,Jharkhand,23026,51.75,map_including_gst,MAP_DIRECT,,,,
FMCGF,Jharkhand,803,51.70725,map_including_gst,MAP_DIRECT,,,,
FMCGF,Chhattisgarh,3809,51.64034,map_including_gst,MAP_DIRECT,,,,
FMCGF,West Bengal,3809,51.6368,map_including_gst,MAP_BACKFILL,,,,
FMCGF,West Bengal,103864,51.56235,map_including_gst,MAP_DIRECT,,,,
FMCGF,Jharkhand,8309,51.5592,map_including_gst,MAP_DIRECT,,,,
FMCGF,Jharkhand,3598,51.54476,map_including_gst,MAP_DIRECT,,,,
FMCGF,West Bengal,95797,51.53925,map_including_gst,MAP_DIRECT,,,,
FMCGF,Jharkhand,10823,51.5382,map_including_gst,MAP_DIRECT,,,,
FMCGF,Chhattisgarh,27236,51.492,map_including_gst,MAP_DIRECT,,,,
FMCGF,Jharkhand,1392,51.492,map_including_gst,MAP_DIRECT,,,,
FMCGF,West Bengal,95810,51.3744,map_including_gst,MAP_DIRECT,,,,
FMCGF,Chhattisgarh,762,51.37335,map_including_gst,MAP_DIRECT,,,,
FMCGF,West Bengal,84658,51.3618,map_including_gst,MAP_DIRECT,,,,
FMCGF,West Bengal,11690,51.3513,map_including_gst,MAP_DIRECT,,,,
FMCGF,West Bengal,89746,51.34918254,map_including_gst,MAP_DIRECT,,,,
FMCGF,Jharkhand,16607,51.19275,map_including_gst,MAP_DIRECT,,,,
FMCGF,West Bengal,68867,51.1665,map_including_gst,MAP_BACKFILL,,,,
FMCGF,Jharkhand,68867,51.1665,map_including_gst,MAP_DIRECT,,,,
FMCGF,West Bengal,77143,51.1035,map_including_gst,MAP_BACKFILL,,,,
FMCGF,Jharkhand,97991,51.08456,map_including_gst,MAP_DIRECT,,,,
FMCGF,Jharkhand,17489,51.032,map_including_gst,MAP_DIRECT,,,,
FMCGF,Jharkhand,17492,51.017,map_including_gst,MAP_DIRECT,,,,
FMCGF,West Bengal,44199,50.96805,map_including_gst,MAP_DIRECT,,,,
FMCGF,Jharkhand,44199,50.95965,map_including_gst,MAP_DIRECT,,,,
FMCGF,Chhattisgarh,81696,50.8473,map_including_gst,MAP_DIRECT,,,,
FMCGF,Jharkhand,81696,50.8137,map_including_gst,MAP_DIRECT,,,,
FMCGF,Jharkhand,69319,50.73495,map_including_gst,MAP_DIRECT,,,,
FMCGF,Jharkhand,97345,50.73075,map_including_gst,MAP_DIRECT,,,,
FMCGF,Jharkhand,4784,50.70975,map_including_gst,MAP_DIRECT,,,,
FMCGF,Jharkhand,1308,50.7045,map_including_gst,MAP_DIRECT,,,,
FMCGF,West Bengal,10835,50.652,map_including_gst,MAP_DIRECT,,,,
FMCGF,Jharkhand,77030,50.6478,map_including_gst,MAP_DIRECT,,,,
FMCGF,West Bengal,99787,50.5,map_including_gst,MAP_DIRECT,,,,
FMCGF,Jharkhand,3181,50.47455,map_including_gst,MAP_DIRECT,,,,
FMCGF,Jharkhand,30404,50.42205,map_including_gst,MAP_DIRECT,,,,
FMCGF,Jharkhand,67167,50.39685,map_including_gst,MAP_DIRECT,,,,
FMCGF,West Bengal,3181,50.3601,map_including_gst,MAP_DIRECT,,,,
FMCGF,Chhattisgarh,3181,50.3454,map_including_gst,MAP_DIRECT,,,,
FMCGF,Jharkhand,730,50.2131,map_including_gst,MAP_DIRECT,,,,
FMCGF,Chhattisgarh,97991,50.16298,map_including_gst,MAP_DIRECT,,,,
FMCGF,Jharkhand,90233,50.144,map_including_gst,MAP_DIRECT,,,,
FMCGF,West Bengal,3095,50.13097278,map_including_gst,MAP_DIRECT,,,,
FMCGF,West Bengal,11716,50.10680191,map_including_gst,MAP_DIRECT,,,,
FMCGF,Jharkhand,11825,50.07135,map_including_gst,MAP_DIRECT,,,,
FMCGF,Chhattisgarh,3309,50.043,map_including_gst,MAP_DIRECT,,,,
FMCGF,Chhattisgarh,93141,50.0283,map_including_gst,MAP_DIRECT,,,,
FMCGF,Jharkhand,76388,50.001,map_including_gst,MAP_BACKFILL,,,,
FMCGF,Chhattisgarh,69923,50.001,map_including_gst,MAP_DIRECT,,,,
FMCGF,West Bengal,10579,50,map_including_gst,MAP_BACKFILL,,,,
FMCGF,West Bengal,13175,49.97328,map_including_gst,MAP_BACKFILL,,,,
FMCGF,West Bengal,17443,49.9553,map_including_gst,MAP_DIRECT,,,,
FMCGF,West Bengal,747,49.92302264,map_including_gst,MAP_DIRECT,,,,
FMCGF,Chhattisgarh,8052,49.91636,map_including_gst,MAP_BACKFILL,,,,
FMCGF,Jharkhand,11947,49.9065,map_including_gst,MAP_DIRECT,,,,
FMCGF,Jharkhand,8400,49.89866,map_including_gst,MAP_DIRECT,,,,
FMCGF,Jharkhand,2634,49.8981,map_including_gst,MAP_DIRECT,,,,
FMCGF,West Bengal,1308,49.89495,map_including_gst,MAP_DIRECT,,,,
FMCGF,Jharkhand,692,49.85085,map_including_gst,MAP_DIRECT,,,,
FMCGF,West Bengal,96127,49.796,map_including_gst,MAP_BACKFILL,,,,
FMCGF,Jharkhand,96533,49.6923,map_including_gst,MAP_BACKFILL,,,,
FMCGF,West Bengal,2621,49.6339292,map_including_gst,MAP_DIRECT,,,,
FMCGF,Chhattisgarh,710,49.62825,map_including_gst,MAP_DIRECT,,,,
FMCGF,Jharkhand,1476,49.5495,map_including_gst,MAP_DIRECT,,,,
