source,Key,State,Marketed By,Brand,Item Code,Item Name,System MRP,MRP by Vendor,GKM (TOT Margin),GRN Margin,April invoice Landing,April Offer %,April Offer Rs.,April Final Landing,Promo Type,Category,Sub Category,Leaf Category,Apr 26 invoice Landing,Apr 26 Offer %,Apr 26 Offer Rs.,Apr 26 Final Landing,Offer Link,On Pack Selling Price,KEY,STATE,item_code,item_name,master_category,category,sub_category,tez_store_id,store_name,city,state,business_type,offer_creation_date,offer_id,group_id,campaign_name,title,offer_code,display_name,type,channel,offer_start,offer_end,offer_amountreward,offer_percentagereward,MRP,OFFER VALUE,FINAL SP WITH OFFER
FMCGF,JH73474,JH,Hul,Hul,73474,Horlicks Health & Nutrition Drink Chocolate 1 Kg Jar,,480,7.04%,13.29%,446.21,6.25%,30,416.21,ON Invoice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH12835,JH,Hul,Hul,12835,Horlicks Lite Nourishment For Active Adults 450g,,349,7.04%,11.62%,324.43,4.58%,16,308.43,ON Invoice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH2828,JH,Hul,Hul,2828,Horlicks Womens Plus Caramel Flavour 400g,,299,7.04%,10.05%,277.95,3.01%,9,268.95,ON Invoice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH30253,JH,Hul,Hul,30253,Horlicks Health & Nutrition Drink Classic Malt 750g,,405,7.04%,20.62%,376.49,13.58%,55,321.49,ON Invoice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH96577,JH,Hul,Hul,96577,Knorr Red Chilli Sauce Pouch 200g,,55,7.04%,25.22%,51.13,18.18%,10,41.13,ON Invoice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH13663,JH,Hul,Hul,13663,Horlicks Health & Nutrition Drink Chocolate Flavour 1 Kg,,499,7.04%,12.85%,463.87,5.81%,29,434.87,ON Invoice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH43181,JH,Hul,Hul,43181,Kissan No Onion No Garlic Tomato Sauce Pouch | 850g,,130,7.04%,14.73%,120.85,7.69%,10,110.85,ON Invoice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH96576,JH,Hul,Hul,96576,Knorr Green Chilli Sauce Pouch 200g,,60,7.04%,23.71%,55.78,16.67%,10,45.78,ON Invoice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH70474,JH,Hul,Hul,70474,Horlicks Chocolate Delight Flavour 750g Pouch,,329,7.04%,23.45%,305.84,16.41%,54,251.84,ON Invoice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH4789,JH,Hul,Hul,4789,Horlicks Womens Plus chocolate Flavour 400g,,294,7.04%,10.10%,273.3,3.06%,9,264.3,ON Invoice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH94428,JH,Hul,Hul,94428,Kissan Sweet And Spicy Sauce 850 g,,140,9.91%,24.20%,126.13,14.29%,20,106.13,ON Invoice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH3239,JH,Hul,Hul,3239,Horlicks Women Plus Caramel Flavour Jar 400g,,355,7.04%,12.67%,330.01,5.63%,20,310.01,ON Invoice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH10759,JH,Hul,Hul,10759,Horlicks Women Plus Chocolate Flavour Jar400g,,324,7.04%,13.21%,301.19,6.17%,20,281.19,ON Invoice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH12807,JH,Hul,Hul,12807,Horlicks Classic Malt 2X500g+Container Free,,534,7.04%,20.15%,496.41,13.11%,70,426.41,ON Invoice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH3074,JH,Hul,Hul,3074,Kissan Lemon Squash 750ml,,140,7.04%,12.75%,130.14,5.71%,8,122.14,ON Invoice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH81953,JH,Hul,Hul,81953,Hellmanns Creamy & Rich Tasting Real Mayonaise 800g,,185,7.04%,18.39%,171.98,11.35%,21,150.98,ON Invoice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH37307,JH,Hul,Hul,37307,Knorr Schezwan Sauce 200g,,65,7.04%,16.27%,60.42,9.23%,6,54.42,ON Invoice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH100618,JH,Hul,Hul,100618,Knorr Schezwan Sauce | 500g | Pack of 1,,150,8.20%,28.20%,137.7,20.00%,30,107.7,ON Invoice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH13612,JH,Hul,Hul,13612,Kissan Peanut Butter Creamy 350g,,175,9.91%,18.48%,157.66,8.57%,15,142.66,ON Invoice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH4787,JH,Hul,Hul,4787,Horlics Vanilla Floured 500g,,309,7.04%,8.66%,287.25,1.62%,5,282.25,ON Invoice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH27803,JH,Hul,Hul,27803,Kissan Sweet & Spicy Sauce 415g,,80,9.91%,16.16%,72.07,6.25%,5,67.07,ON Invoice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH81197,JH,Hul,Hul,81197,Hellmanns Creamy & Rich Real Mayonaise 250g,,90,13.04%,18.60%,78.26,5.56%,5,73.26,ON Invoice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH96914,JH,Hul,Hul,96914,Knorr Korean Ramen Spicy Jjajangmyeon Veg Meal 110g,,60,7.04%,20.37%,55.78,13.33%,8,47.78,ON Invoice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH2440,JH,Hul,Hul,2440,Kissan Mango Squash 750ml,,150,7.04%,12.37%,139.44,5.33%,8,131.44,ON Invoice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH99840,JH,Hul,Hul,99840,Kissan Hazelnut Choco Peanut Spread 350g,,239,9.09%,21.64%,217.27,12.55%,30,187.27,ON Invoice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH14529,JH,Hul,Hul,14529,Kissan Pineapple Squash 750ml,,140,10.71%,16.42%,125.01,5.71%,8,117.01,ON Invoice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH14530,JH,Hul,Hul,14530,Kissan Juicy Orange Squash 750ml,,175,10.71%,15.28%,156.26,4.57%,8,148.26,ON Invoice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH68071,JH,Hul,Hul,68071,Knorr Pizza & Pasta Sauce 200g,,65,7.04%,16.27%,60.42,9.23%,6,54.42,ON Invoice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH96913,JH,Hul,Hul,96913,Knorr Korean Ramen Spicy Kimchi Veg Meal 96g,,60,7.04%,20.37%,55.78,13.33%,8,47.78,ON Invoice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH2466,JH,Hul,Hul,2466,Bru Instant Coffee 50g Pouch,,210,7.40%,24.07%,194.46,16.67%,35,159.46,ON Invoice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH96575,JH,Hul,Hul,96575,Knorr Dark Soya Sauce Pouch 200g,,55,7.04%,25.22%,51.13,18.18%,10,41.13,ON Invoice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH94201,JH,Hul,Hul,94201,Knorr Chinese Chilli Gravy Mix 52 g,,60,7.04%,15.37%,55.78,8.33%,5,50.78,ON Invoice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH37305,JH,Hul,Hul,37305,Kissan Juicy Grape Squash 750ml,,140,7.04%,12.75%,130.14,5.71%,8,122.14,ON Invoice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH86683,JH,Hul,Hul,86683,Kissan Fresh Tomato Ketchup 1.1 Kg,,140,9.90%,24.19%,126.14,14.29%,20,106.14,ON Invoice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH100889,JH,Hul,Hul,100889,Knorr Korean Ramen Spicy Gochujang Chicken Meal 91g,,80,7.04%,25.79%,74.37,18.75%,15,59.37,ON Invoice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH86684,JH,Hul,Hul,86684,Bru Instant Pure Coffee 100g Jar,,510,7.40%,14.26%,472.26,6.86%,35,437.26,ON Invoice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH84139,JH,Hul,Hul,84139,Bru Instant Coffee Pouch 200g,,730,7.40%,21.10%,675.98,13.70%,100,575.98,ON Invoice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH29325,JH,Hul,Hul,29325,Knorr Chinese Manchurian Gravy Mix 55g,,50,7.04%,17.04%,46.48,10.00%,5,41.48,ON Invoice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH13783,JH,Hul,Hul,13783,Kissan Crunchy Peanut Butter 350g,,175,8.26%,16.83%,160.55,8.57%,15,145.55,ON Invoice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH2466,JH,Hul,Hul,2466,Bru Instant Coffee 50g Pouch,,210,7.40%,19.30%,194.46,11.90%,25,169.46,ON Invoice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH73475,JH,Hul,Hul,73475,Brooke Bond Red Label Natural Care Tea 500g,,270,6.54%,19.50%,252.34,12.96%,35,217.34,ON Invoice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH100959,JH,Hul,Hul,100959,Bru Gold Freeze Dried Coffee | 55g | Jar | Pack of 1,,320,7.04%,15.48%,297.47,8.44%,27,270.47,ON Invoice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH1133,JH,Hul,Hul,1133,Brooke Bond Taj Mahal 500g,,320,6.54%,17.48%,299.07,10.94%,35,264.07,ON Invoice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH11764,JH,Hul,Hul,11764,Bru Instant Coffee 100g,,200,7.40%,19.90%,185.2,12.50%,25,160.2,ON Invoice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH80816,JH,Hul,Hul,80816,Bru Instant Coffee 50g Pet Jar,,270,7.40%,18.51%,250.02,11.11%,30,220.02,ON Invoice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH1126,JH,Hul,Hul,1126,Brooke Bond Red Label Tea 1 Kg,,520,6.54%,20.96%,485.99,14.42%,75,410.99,ON Invoice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH22489,JH,Hul,Hul,22489,Kissan Chilli Tomato Sauce Bottle 200g,,65,9.91%,32.99%,58.56,23.08%,15,43.56,ON Invoice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH10651,JH,MTR Foods,MTR,10651,MTR Rava Idli 500g,,133,18.00%,24.02%,109.06,6.02%,8,101.06,ON Invoice,Ok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH10652,JH,MTR Foods,MTR,10652,MTR Dosa mix 500g,,138,18.00%,25.25%,113.16,7.25%,10,103.16,ON Invoice,Ok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH10650,JH,MTR Foods,MTR,10650,MTR Rice Idli Mix 500g,,138,18.00%,23.80%,113.16,5.80%,8,105.16,ON Invoice,Ok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH10653,JH,MTR Foods,MTR,10653,MTR Upma mix 160g,,58,18.00%,24.90%,47.56,6.90%,4,43.56,ON Invoice,Ok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH37347,JH,MTR Foods,MTR,37347,MTR 3min Poha Pouch 60g,,27,18.00%,25.41%,22.14,7.41%,2,20.14,ON Invoice,Ok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH10653,JH,MTR Foods,MTR,10653,MTR 3 min Upma Pouch 60g,,27,18.00%,25.41%,22.14,7.41%,2,20.14,ON Invoice,Ok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH37353,JH,MTR Foods,MTR,37353,MTR Vermicelli 850g,,95,18.00%,28.53%,77.9,10.53%,10,67.9,ON Invoice,Ok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH102838,JH,MTR Foods,MTR,102838,MTR Roasted Vermicelli 850g,,135,18.00%,27.63%,110.7,9.63%,13,97.7,ON Invoice,Ok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH66302,JH,Rasna Pvt. Ltd.,Rasna,66302,Rasna Insta Orange 750g,,300,20.00%,55.00%,240,35.00%,105,135,ON Invoice,Ok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH66301,JH,Rasna Pvt. Ltd.,Rasna,66301,Rasna Insta Mango 750g,,300,20.00%,55.00%,240,35.00%,105,135,ON Invoice,Ok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH102639,JH,Shyamsree Eseeentials Private Limited,Budleaf,102639,BudLeaf Elaichi Tea 250g,,100,26%,31.00%,74,5%,5,69,ON Invoice,Ok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH102641,JH,Shyamsree Eseeentials Private Limited,Budleaf,102641,Budleaf Rafter chai 250g,,80,26%,31.00%,59.2,5%,4,55.2,ON Invoice,Ok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH102643,JH,Shyamsree Eseeentials Private Limited,Budleaf,102643,Budleaf Queens Blend tea 250g,,125,26%,31.60%,92.5,5.60%,7,85.5,ON Invoice,Ok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH99564,JH,Kellogg's India,Kellogg's,99564,KELLOGGS MUESLI FRUIT & NUT PP 75g,,52,11.50%,55.74%,46.02,44.24%,23,23.02,ON Invoice,Ok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH103114,JH,Kellogg's India,Kellogg's,103114,Kellogg's Multigrain Cornflakes 450gm,,280,11.50%,56.90%,247.8,45.40%,127.12,120.68,ON Invoice,Ok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH100665,JH,Kellogg's India,Kellogg's,100665,Kellogg's Millet Muesli 500g,,354,11.50%,58.54%,313.29,47.04%,166.52,146.77,ON Invoice,Ok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH102267,JH,Kellogg's India,Kellogg's,102267,Kellogg’s Muesli 0% Added Sugar 400gm PP,,360,11.50%,56.41%,318.6,44.91%,161.68,156.92,ON Invoice,Ok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH104418,JH,Kellogg's India,Kellogg's,104418,Kellogg's Choco Millet Muesli 400gm,,354,11.50%,57.50%,313.29,46.00%,162.84,150.45,ON Invoice,Ok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH18376,JH,Kellogg's India,Kellogg's,18376,Kellogg's Almond Corn Flakes 1kg,,516,11.50%,29.50%,456.66,18.00%,92.88,363.78,ON Invoice,Ok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH18409,JH,Kellogg's India,Kellogg's,18409,Kelloggs Choco Moon And Stars 1.2 Kg,,666,11.50%,49.09%,589.41,37.59%,250.35,339.06,ON Invoice,Ok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH84046,JH,Kellogg's India,Kellogg's,84046,kellogg Muesli Nut Delight 1kg,,740,11.50%,45.21%,654.9,33.71%,249.45,405.45,ON Invoice,Ok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH102419,JH,Kellogg's India,Kellogg's,102419,Pringles Desi Masala Tadka Crisps 141g,,169,11.50%,35.30%,149.57,23.80%,40.22,109.34,ON Invoice,Ok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH17844,JH,Kellogg's India,Kellogg's,17844,PRINGLES ORIGINAL POTATO CRISPS 141g CAN,,169,11.50%,35.30%,149.57,23.80%,40.22,109.34,ON Invoice,Ok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH2859,JH,Nissin Foods,Nissin,2859,NISSIN CUP NOODLES MAZEDAR MASALA 70G,,55,18.00%,25.45%,45.1,7.45%,4.1,41,ON Invoice,Ok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH2862,JH,Nissin Foods,Nissin,2862,NISSIN CUP NOODLES VEGGI MANCHOW 70G,,55,18.00%,25.45%,45.1,7.45%,4.1,41,ON Invoice,Ok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH1619,JH,Nissin Foods,Nissin,1619,NISSIN CUP NOODLES SPICED CHICKEN 70G,,55,18.00%,25.45%,45.1,7.45%,4.1,41,ON Invoice,Ok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH30509,JH,Nissin Foods,Nissin,30509,NISSIN GEKI HOT & SPICY KOREAN CHICKEN NOODLES 80G,,55,18.00%,34.40%,45.1,16.40%,9.02,36.08,ON Invoice,Ok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH17475,JH,Nissin Foods,Nissin,17475,TOP RAMEN GEKI HOT & SPICY KOREAN VEG NOODLES 80G,,55,18.00%,34.40%,45.1,16.40%,9.02,36.08,ON Invoice,Ok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH93823,JH,Nissin Foods,Nissin,93823,NISSIN GEKI HOT & SPICY KOREAN KIMCHI NOODLES 80G,,55,18.00%,34.40%,45.1,16.40%,9.02,36.08,ON Invoice,Ok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH2868,JH,Nissin Foods,Nissin,2868,TOP RAMEN CURRY 280g,,103,18.00%,26.20%,84.46,8.20%,8.45,76.01,ON Invoice,Ok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH2867,JH,Nissin Foods,Nissin,2867,TOP RAMEN MASALA 360GM,,82,18.00%,34.40%,67.24,16.40%,13.45,53.79,ON Invoice,Ok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH27205,JH,Nissin Foods,Nissin,27205,NISSIN CUP NOODLES PANEER BUTTER MASALA 70G,,60,18.00%,24.83%,49.2,6.83%,4.1,45.1,ON Invoice,Ok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH12254,JH,Nissin Foods,Nissin,12254,NISSIN CUP NOODLES ITALIANO 70G,,55,18.00%,25.45%,45.1,7.45%,4.1,41,ON Invoice,Ok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH97831,JH,Alimento Agro Foods Pvt. Ltd.,MOM,97831,Mom Cream N Onion Makhana 50G,,150,14.00%,41.33%,129,27.33%,41,88.01,ON Invoice,Ok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH97832,JH,Alimento Agro Foods Pvt. Ltd.,MOM,97832,Mom Mast Masala Makhana 50G,,150,14.00%,41.33%,129,27.33%,41,88.01,ON Invoice,Ok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH97833,JH,Alimento Agro Foods Pvt. Ltd.,MOM,97833,Mom Smoky BBQ Makhana 50G,,150,14.00%,41.33%,129,27.33%,41,88.01,ON Invoice,Ok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH97834,JH,Alimento Agro Foods Pvt. Ltd.,MOM,97834,Mom Kerala Banana Chips Clasic Saltd 55G,,70,11.00%,61.00%,62.3,50.00%,35,27.3,ON Invoice,Ok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH97835,JH,Alimento Agro Foods Pvt. Ltd.,MOM,97835,Mom Kerala Banana Chips Masala 55G,,70,11.00%,61.00%,62.3,50.00%,35,27.3,ON Invoice,Ok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH100996,JH,Alimento Agro Foods Pvt. Ltd.,MOM,100996,Mom Kerala Banana Chips Masala 55G,,70,11.00%,61.00%,62.3,50.00%,35,27.3,ON Invoice,Ok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH97836,JH,Alimento Agro Foods Pvt. Ltd.,MOM,97836,Mom Kerala Banana Chips Spicy Peri 55G,,70,11.00%,61.00%,62.3,50.00%,35,27.3,ON Invoice,Ok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH97839,JH,Alimento Agro Foods Pvt. Ltd.,MOM,97839,Mom Rosted & Salted Royal Party Mix 70gm,,140,10.00%,60.00%,126,50.00%,70,56,ON Invoice,Ok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH70583,JH,Alimento Agro Foods Pvt. Ltd.,MOM,70583,Mom Poha With Bhujia-Tub 80G,,65,22.49%,32.49%,50.38,10.00%,6.5,43.88,ON Invoice,Ok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH97840,JH,Alimento Agro Foods Pvt. Ltd.,MOM,97840,Mom Masala Upma-Pou 63G,,30,22.50%,32.50%,23.25,10.00%,3,20.25,ON Invoice,Ok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH97841,JH,Alimento Agro Foods Pvt. Ltd.,MOM,97841,Mom Pasta- 3 Cheese Pasta 65gm,,85,22.49%,34.14%,65.88,11.65%,9.9,55.98,ON Invoice,Ok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH97842,JH,Alimento Agro Foods Pvt. Ltd.,MOM,97842,Mom Pasta- Cheesy Peri Peri Pasta 65gm,,85,22.49%,34.14%,65.88,11.65%,9.9,55.98,ON Invoice,Ok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH97843,JH,Alimento Agro Foods Pvt. Ltd.,MOM,97843,Mom Pasta- Creamy Tomato Pasta 65gm,,85,22.49%,32.49%,65.88,10.00%,8.5,57.38,ON Invoice,Ok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH70581,JH,Alimento Agro Foods Pvt. Ltd.,MOM,70581,Mom Fried Rice With Schezwan Gravy-Tub,,130,22.50%,32.50%,100.75,10.00%,13,87.75,ON Invoice,Ok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH70582,JH,Alimento Agro Foods Pvt. Ltd.,MOM,70582,Mom Veggie Upma-Pou 63G,,30,22.50%,32.50%,23.25,10.00%,3,20.25,ON Invoice,Ok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH29404,JH,Alimento Agro Foods Pvt. Ltd.,MOM,29404,MOM VEG BIRYANI WITH SHAHI GRAVY 140G TUB,,130,22.50%,32.50%,100.75,10.00%,13,87.75,ON Invoice,Ok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH97844,JH,Alimento Agro Foods Pvt. Ltd.,MOM,97844,Mom Rostd Penuts Clasic Slted 160G Pouch,,75,16.00%,32.00%,63,16.00%,12,51,ON Invoice,Ok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH97845,JH,Alimento Agro Foods Pvt. Ltd.,MOM,97845,Mom Rostd Peanut Lemon Chilli 140G Pouch,,75,16.00%,32.00%,63,16.00%,12,51,ON Invoice,Ok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH97846,JH,Alimento Agro Foods Pvt. Ltd.,MOM,97846,MOM Rostd Peanust Sriracha 140G Pouch,,75,16.00%,32.00%,63,16.00%,12,51,ON Invoice,Ok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH96369,JH,Bagrrys India,Bagrrys,96369,Bagrrys Crunchy Nutty Fruity Muesli 425 g,,378,20%,57.50%,302.4,37.50%,141.75,160.65,ON Invoice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH43502,JH,Bagrrys India,Bagrrys,43502,Bagrrys Corn Flakes Plus Original & Healthier 800g,,355,20%,57.50%,284,37.50%,133.13,150.88,ON Invoice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH67088,JH,Bagrrys India,Bagrrys,67088,Bagrrys Choco Fills+ 250g,,231,20%,57.50%,184.8,37.50%,86.63,98.18,ON Invoice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH96370,JH,Bagrrys India,Bagrrys,96370,Bagrrys Crunchy Fruit & Nut With Cranberries Muesli 375 g,,338,20%,57.50%,270.4,37.50%,126.75,143.65,ON Invoice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH43515,JH,Bagrrys India,Bagrrys,43515,Bagrrys Crunchy Muesli With Almond Raisins & Honey 425g,,320,20%,57.50%,256,37.50%,120,136,ON Invoice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH95503,JH,Bagrrys India,Bagrrys,95503,Bagrrys Chocos Plus | 275g,,177,20%,57.50%,141.6,37.50%,66.38,75.23,ON Invoice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH96387,JH,Bagrrys India,Bagrrys,96387,Bagrry's Corn Flakes Plus | 300g | Pack of 1,,132,20%,57.50%,105.6,37.50%,49.5,56.1,ON Invoice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH95502,JH,Bagrrys India,Bagrrys,95502,Lawrence Mills Corn Flakes 500 g,,132,20%,36.25%,105.6,16.25%,21.45,84.15,ON Invoice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH67199,JH,Bagrrys India,Bagrrys,67199,Bagrrys White Oats 500g,,109,20%,22.94%,87.2,2.94%,3.2,84,ON Invoice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
