source,Key,State,Marketed By,Brand,Item Code,Item Name,System MRP,MRP by Vendor,GKM (TOT Margin),GRN Margin,April invoice Landing,April Offer %,April Offer Rs.,April Final Landing,Promo Type,Category,Sub Category,Leaf Category,Apr 26 invoice Landing,Apr 26 Offer %,Apr 26 Offer Rs.,Apr 26 Final Landing,Offer Link,On Pack Selling Price,KEY,STATE,item_code,item_name,master_category,category,sub_category,tez_store_id,store_name,city,state,business_type,offer_creation_date,offer_id,group_id,campaign_name,title,offer_code,display_name,type,channel,offer_start,offer_end,offer_amountreward,offer_percentagereward,MRP,OFFER VALUE,FINAL SP WITH OFFER
FMCGF,JH99797,JH,Unibic Foods India Pvt. Ltd.,Unibic,99797,UNIBIC BELGIAN CHOCO QUBZ WAFER 120G,,150,20.00%,55.00%,120,35.00%,52.5,67.5,ON Invoice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH73599,JH,ITC Ltd,Sunfeast,73599,Sunfeast Dark Fantasy Choco Creme 100g,,35,14.00%,56.00%,30.1,42.00%,14.7,15.4,ON Invoice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH100914,JH,ITC Ltd,Sunfeast,100914,Sunfeast Dark Fantasy Choco Fills 230g Pack of 20 Units,,170,14.00%,39.40%,146.2,25.40%,43.18,103.02,ON Invoice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH97074,JH,ITC Ltd,Sunfeast,97074,Sunfeast Glucose Plus Biscuit 1Kg,,124,14.00%,36.40%,106.64,22.40%,27.776,78.86,ON Invoice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH67194,JH,ITC Ltd,Sunfeast,67194,Sunfeast Moms Magic Cashew & Almond Cookies 560g,,142,14.00%,43.60%,122.12,29.60%,42.032,80.09,ON Invoice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH75584,JH,ITC Ltd,Sunfeast,75584,Sunfeast Marie Light Active Biscuits 956g,,150,14.00%,27.10%,129,13.10%,19.65,109.35,ON Invoice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH100853,JH,ITC Ltd,Sunfeast,100853,Sunfeast Moms Magic Cashew Almond Cookies | 870.4g | Pack of 1,,256,14.00%,57.70%,220.16,43.70%,111.872,108.29,ON Invoice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH100852,JH,ITC Ltd,Sunfeast Farmlite,100852,Sunfeast Farmlite 5 Grain Digestive Biscuit 800g Pack of 1,,230,14.00%,54.20%,197.8,40.20%,92.46,105.34,ON Invoice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH28755,JH,ITC Ltd,Sunfeast,28755,Sunfeast Dark Fantasy Yumfills Pie 242g,,170,14.00%,57.50%,146.2,43.50%,73.95,72.25,ON Invoice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH104252,JH,Mondelez India Foods,Cadbury,104252,Lotus Biscoff Cookie | 225g | Pack of 1,,110,9.09%,27.27%,100,18.18%,19.998,80,ON Invoice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH67174,JH,Mondelez India Foods,Cadbury,67174,Cadbury Oreo Chocolatey Sandwich Biscuits Family Pack | 275.55g | Pack of 1,,87,9.09%,18.18%,79.09,9.09%,7.9083,71.18,ON Invoice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH46694,JH,Mondelez India Foods,Cadbury,46694,Cadbury Original Oreo Chocolate Sandwich Biscuits 500g,,144,9.09%,18.18%,130.91,9.09%,13.0896,117.82,ON Invoice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH103094,JH,Mondelez India Foods,Cadbury,103094,Cadbury Oreo Vanilla Flavour Creme Sandwich Biscuit Jumbo Pack | 459.25g | Pack of 1,,144,9.09%,18.18%,130.91,9.09%,13.0896,117.82,ON Invoice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH104006,JH,Mondelez India Foods,Cadbury,104006,Cadbury Oreo Toffee Crunch Flavour Creme Sandwich Biscuit | 255.75g | Pack of 1,,106,9.09%,18.18%,96.36,9.09%,9.6354,86.73,ON Invoice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH13981,JH,Mondelez India Foods,Cadbury,13981,Cadbury Chocobakes Choc Layered Cakes 21g,,80,9.09%,20.00%,72.73,10.91%,8.728,64,ON Invoice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH37210,JH,Mondelez India Foods,Cadbury,37210,Cadbury Chocobakes Choc Layered Cakes 114g,,155,9.09%,20.00%,140.91,10.91%,16.9105,124,ON Invoice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH101115,JH,Mondelez India Foods,Cadbury,101115,Cadbury Perk Mini Treats Chocolate Coated Wafers | 115.5g | Pack of 21,,88,10.71%,21.42%,78.58,10.71%,9.4248,69.15,ON Invoice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH101070,JH,Mondelez India Foods,Cadbury,101070,Cadbury Dairy Milk Silk Valentines Chocolate Home Treats Gift 135g Pack of 15,,214,10.71%,17.85%,191.08,7.14%,15.2796,175.8,ON Invoice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH15669,JH,Mondelez India Foods,Cadbury,15669,Cadbury Gems Minis Home Treat | 117.55g | Pack of 1,,89,10.71%,21.42%,79.47,10.71%,9.5319,69.94,ON Invoice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH102809,JH,Mondelez India Foods,Cadbury,102809,Cadbury 5 Star Mini Treats Chocolate Pack | 144 g | Pack of 1,,133,10.71%,21.42%,118.76,10.71%,14.2443,104.51,ON Invoice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH102133,JH,Mondelez India Foods,Cadbury,102133,Cadbury Dairy Milk Mini Treat Chocolate | 91g (13x 7g Each) | Pack of 1,,133,10.71%,21.42%,118.76,10.71%,14.2443,104.51,ON Invoice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH70361,JH,Mondelez India Foods,Cadbury,70361,Cadbury Bournville Cranberry Dark Chocolate Bar 78g,,134,10.71%,17.85%,119.65,7.14%,9.5676,110.08,ON Invoice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH97092,JH,Mondelez India Foods,Cadbury,97092,Cadbury Bournville Rich Cocoa 50% Dark Chocolate Bar | 75g | Pack of 1,,134,10.71%,17.85%,119.65,7.14%,9.5676,110.08,ON Invoice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH12564,JH,Mondelez India Foods,Cadbury,12564,Cadbury Bournville Fruit & Nut 80g,,134,10.71%,17.85%,119.65,7.14%,9.5676,110.08,ON Invoice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH104604,JH,Mondelez India Foods,Cadbury,104604,Cadbury Bournville 50% Dark Orange - 75g,,134,10.71%,17.85%,119.65,7.14%,9.5676,110.08,ON Invoice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH104603,JH,Mondelez India Foods,Cadbury,104603,Cadbury Bournville Intense Orange 70% Dark - 75g,,150,10.71%,17.85%,133.94,7.14%,10.71,123.23,ON Invoice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH93779,JH,Mondelez India Foods,Cadbury,93779,Cadbury Bournville Rum & Raisin Chocolate | 78g | Pack of 1,,134,10.71%,17.85%,119.65,7.14%,9.5676,110.08,ON Invoice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH2830,JH,Mondelez India Foods,Cadbury,2830,Cadbury Bourn Vita 1 Kg,,485,8.26%,13.76%,444.94,5.50%,26.675,418.26,ON Invoice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH82203,JH,Mondelez India Foods,Cadbury,82203,Cadbury Choco Bournvita Health Drink 700g Pouch,,374,8.26%,15.60%,343.11,7.34%,27.4516,315.66,ON Invoice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH101113,JH,Mondelez India Foods,Cadbury,101113,Bournvita Chocolate Drink Mix Pouch 1kg Pack of 1,,458,8.26%,13.76%,420.17,5.50%,25.19,394.98,ON Invoice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH104229,JH,Mondelez India Foods,Cadbury,104229,Cadbury Brownie | XL |114g |Pack of 1,,100,9.09%,27.27%,90.91,18.18%,18.18,72.73,ON Invoice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH24294,JH,Mondelez India Foods,Cadbury,24294,Tang Orange Powder 500g,,150,9.09%,15.45%,136.37,6.36%,9.54,126.83,ON Invoice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH29896,JH,Mondelez India Foods,Cadbury,29896,Tang Lemon Instant Drink Mix 500g,,150,9.09%,15.45%,136.37,6.36%,9.54,126.83,ON Invoice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH17924,JH,Mondelez India Foods,Cadbury,17924,Tang Mango Instant Drink Mix 500g,,150,9.09%,15.45%,136.37,6.36%,9.54,126.83,ON Invoice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH80134,JH,Mondelez India Foods,Cadbury,80134,Tang Orange Instant Drink Mix 750g,,249,9.09%,20.00%,226.37,10.91%,27.1659,199.2,ON Invoice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH17193,JH,Mondelez India Foods,Cadbury,17193,Tang Mango Instant Drink Mix 750g,,280,9.09%,20.00%,254.55,10.91%,30.548,224,ON Invoice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH10367,JH,Pepsico Beverages,Pepsi,10367,7UP 750ml PET,,40,18%,33.00%,32.8,15.00%,6,26.8,ON Invoice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH99242,JH,Pepsico Beverages,Pepsi,99242,7UP Can 300ml,,40,17%,24.50%,33.2,7.50%,3,30.2,ON Invoice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH12725,JH,Pepsico Beverages,Pepsi,12725,Mirinda Can 300ml,,40,17%,24.50%,33.2,7.50%,3,30.2,ON Invoice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH4685,JH,Pepsico Beverages,Pepsi,4685,Mirinda 750ml Pet,,40,18%,28.00%,32.8,10.00%,4,28.8,ON Invoice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH70417,JH,Pepsico Beverages,Pepsi,70417,Mountain Dew Can 300ml,,40,17%,24.50%,33.2,7.50%,3,30.2,ON Invoice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH102530,JH,Pepsico Beverages,Pepsi,102530,Mountain Dew Can 300ml Pack of 6,,240,17%,24.50%,199.2,7.50%,18,181.2,ON Invoice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH11731,JH,Pepsico Beverages,Pepsi,11731,Mountain Dew 750ml Pet,,40,18%,28.00%,32.8,10.00%,4,28.8,ON Invoice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH87055,JH,Pepsico Beverages,Pepsi,87055,Pepsi Cola 300ml Can,,40,17%,24.50%,33.2,7.50%,3,30.2,ON Invoice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH102528,JH,Pepsico Beverages,Pepsi,102528,Pepsi Can 300ml Pack of 6,,240,17%,24.50%,199.2,7.50%,18,181.2,ON Invoice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH87054,JH,Pepsico Beverages,Pepsi,87054,Pepsi Black Can 300ml,,40,17%,24.50%,33.2,7.50%,3,30.2,ON Invoice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH102529,JH,Pepsico Beverages,Pepsi,102529,Pepsi Black Can 300ml Pack of 6,,240,17%,24.50%,199.2,7.50%,18,181.2,ON Invoice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH11730,JH,Pepsico Beverages,Pepsi,11730,Slice 600ml Pet,,35,15%,20.71%,29.75,5.71%,2,27.75,ON Invoice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH16000,JH,Pepsico Beverages,Pepsi,16000,Tropicana Juicy Apple 1L Tetra,,105,22%,60.00%,81.9,38.00%,39.9,42,ON Invoice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH14463,JH,Pepsico Beverages,Pepsi,14463,Tropicana Guava Delight Juice 1L,,110,22%,60.00%,85.8,38.00%,41.8,44,ON Invoice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH14464,JH,Pepsico Beverages,Pepsi,14464,Tropicana Litchi Delight Juice 1L,,115,22%,39.39%,89.7,17.39%,20,69.7,ON Invoice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH8671,JH,Pepsico Beverages,Pepsi,8671,Tropicana Delight Mixed Fruit Juice 1L,,120,22%,38.67%,93.6,16.67%,20,73.6,ON Invoice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH102532,JH,Pepsico Beverages,Pepsi,102532,Sting 250ml Pack of 8,,160,15%,18.13%,136,3.13%,5,131,ON Invoice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH102531,JH,Pepsico Beverages,Pepsi,102531,Mountain Dew 250ml Pet Pack of 8,,160,14%,17.75%,137.6,3.75%,6,131.6,ON Invoice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH24334,JH,Weikfield Foods Private Limited.,Weikfield,24334,Chef'S Basket Pasta Elbow - 500 Gm,,180,25%,62.50%,135,37.50%,67.5,67.5,ON Invoice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH24318,JH,Weikfield Foods Private Limited.,Weikfield,24318,Chef'S Basket Pasta Fusili - 500 Gm,,180,25%,62.50%,135,37.50%,67.5,67.5,ON Invoice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH17044,JH,Weikfield Foods Private Limited.,Weikfield,17044,Chef'S Basket Pasta Penne - 500 Gm,,180,25%,62.50%,135,37.50%,67.5,67.5,ON Invoice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH37439,JH,Weikfield Foods Private Limited.,Weikfield,37439,WEIKFIELD FALOODA MIX ROSE 200g,,90,20%,60.00%,72,40%,36,36,ON Invoice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH14220,JH,Weikfield Foods Private Limited.,Weikfield,14220,WEIKFIELD FALOODA MIX STRAWBERRY200g,,90,20%,60.00%,72,40%,36,36,ON Invoice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH33035,JH,Weikfield Foods Private Limited.,Weikfield,33035,WK FALOODA MIX KESAR PISTA 200 gm,,90,20%,60.00%,72,40%,36,36,ON Invoice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH33036,JH,Weikfield Foods Private Limited.,Weikfield,33036,WK FALOODA MIX MANGO 200 gm,,90,20%,60.00%,72,40%,36,36,ON Invoice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH68006,JH,Weikfield Foods Private Limited.,Weikfield,68006,ECO VALLEY-ORGANIC TEA-GINGER MULETHI LEMON-PKT-25Nos,,220,25%,33.52%,165,8.52%,18.74,146.26,ON Invoice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH32937,JH,Weikfield Foods Private Limited.,Weikfield,32937,ECO VALLEY-ORGANIC TEA-DIVINE TULSI-PKT-25Nos,,220,25%,33.52%,165,8.52%,18.74,146.26,ON Invoice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH32938,JH,Weikfield Foods Private Limited.,Weikfield,32938,ECO VALLEY-ORGANIC TEA-SUNNY LEMONY-PKT-25Nos,,220,25%,33.52%,165,8.52%,18.74,146.26,ON Invoice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH69563,JH,Weikfield Foods Private Limited.,Weikfield,69563,ECO VALLEY-ORGANIC TEA-CLASSIC GREEN-PKT-25Nos,,220,25%,33.52%,165,8.52%,18.74,146.26,ON Invoice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH70613,JH,Weikfield Foods Private Limited.,Weikfield,70613,Weikfield Soya Sauce (200 G),,56,25%,38.39%,42,13.39%,7.5,34.5,ON Invoice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH27971,JH,Weikfield Foods Private Limited.,Weikfield,27971,Weikfield Garlic Chili Sauce (200 G),,56,25%,38.39%,42,13.39%,7.5,34.5,ON Invoice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH16589,JH,Weikfield Foods Private Limited.,Weikfield,16589,Weikfield Green Chilli Sauce (200 G),,56,25%,38.39%,42,13.39%,7.5,34.5,ON Invoice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH13214,JH,Weikfield Foods Private Limited.,Weikfield,13214,Weikfield Red Chilli Sauce (200 G),,56,25%,38.39%,42,13.39%,7.5,34.5,ON Invoice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH13226,JH,Weikfield Foods Private Limited.,Weikfield,13226,Weikfield Chilli Vinegar (200 Ml),,60,25%,37.50%,45,12.50%,7.5,37.5,ON Invoice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH67775,JH,Britannia Industries Ltd.,Britannia,67775,Britannia Gobbles Fruity Fun Cake | 100 g | Pack of 1,,30,10.55%,19.50%,26.84,8.95%,2.69,24.15,ON Invoice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH1074,JH,Britannia Industries Ltd.,Britannia,1074,Britannia Gobbles Choco Chill Cake 100g,,30,10.55%,19.50%,26.84,8.95%,2.69,24.15,ON Invoice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH1065,JH,Britannia Industries Ltd.,Britannia,1065,Britannia Gobbles Choco Chill Cake 28g,,10,10.55%,16.81%,8.95,6.26%,0.63,8.32,ON Invoice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH16390,JH,Britannia Industries Ltd.,Britannia,16390,Britannia Gobbles Marble Cake Vanilla Choco | 110g | Pack of 1,,30,10.55%,19.50%,26.84,8.95%,2.69,24.15,ON Invoice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH1071,JH,Britannia Industries Ltd.,Britannia,1071,Britannia Gobbles Milky Masti Cake | 28g | Pack of 1,,10,10.55%,16.81%,8.95,6.26%,0.63,8.32,ON Invoice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH4830,JH,Britannia Industries Ltd.,Britannia,4830,Britannia Good Day Butter Cookies 200g,,40,8.63%,17.77%,36.55,9.14%,3.66,32.89,ON Invoice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH67159,JH,Britannia Industries Ltd.,Britannia,67159,Britannia 50 50 Golmaal 185g,,30,10.55%,17.26%,26.84,6.71%,2.01,24.82,ON Invoice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH1089,JH,Britannia Industries Ltd.,Britannia,1089,Britannia Little Hearts Classic Biscuits 70g,,30,8.93%,27.14%,27.32,18.21%,5.46,21.86,ON Invoice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH67160,JH,Britannia Industries Ltd.,Britannia,67160,Britannia Treat Croissant Cocoa 45g,,20,9.75%,18.78%,18.05,9.03%,1.81,16.24,ON Invoice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH1120,JH,Britannia Industries Ltd.,Britannia,1120,Britannia Treat Jim Jam Biscuits 138g,,40,8.93%,17.13%,36.43,8.20%,3.28,33.15,ON Invoice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH67162,JH,Britannia Industries Ltd.,Britannia,67162,Britannia Treat Croissant Vanilla Creme 45g,,20,9.75%,18.78%,18.05,9.03%,1.81,16.24,ON Invoice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH67161,JH,Britannia Industries Ltd.,Britannia,67161,Britannia Treat Croissant Mixed Fruit 47g,,20,9.75%,18.78%,18.05,9.03%,1.81,16.24,ON Invoice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH1090,JH,Britannia Industries Ltd.,Britannia,1090,Britannia Marie Gold Biscuits 277g,,40,10.55%,15.02%,35.78,4.47%,1.79,33.99,ON Invoice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH1122,JH,Britannia Industries Ltd.,Britannia,1122,Britannia Vita Marie Gold Biscuits 248g,,40,10.55%,17.26%,35.78,6.71%,2.68,33.1,ON Invoice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH92352,JH,Britannia Industries Ltd.,Britannia,92352,Britannia Vita Marie Gold Biscuits | 900 g | Pack of 1,,160,10.55%,18.60%,143.12,8.05%,12.88,130.24,ON Invoice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH68555,JH,Britannia Industries Ltd.,Britannia,68555,Britannia Good Day Cashew Cookies 200g,,40,10.55%,19.50%,35.78,8.95%,3.58,32.2,ON Invoice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH1098,JH,Britannia Industries Ltd.,Britannia,1098,Britannia Nice Time Sugar Showered Coconut Biscuits 136.5g,,25,8.93%,17.13%,22.77,8.20%,2.05,20.72,ON Invoice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH100370,JH,Britannia Industries Ltd.,Britannia,100370,Good Day Chunkies Coconut 100g,,40,8.93%,18.04%,36.43,9.11%,3.64,32.78,ON Invoice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH75585,JH,Britannia Industries Ltd.,Britannia,75585,Britannia 50 50 Maska Chaska Biscuits 300g,,90,8.93%,18.04%,81.96,9.11%,8.2,73.76,ON Invoice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH1076,JH,Britannia Industries Ltd.,Britannia,1076,Britannia Milk Bikis Creame Biscuits 188g,,50,10.55%,19.50%,44.73,8.95%,4.48,40.25,ON Invoice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH1059,JH,Britannia Industries Ltd.,Britannia,1059,Britannia Bourbon Cream Chocolate Flavor Biscuit 150g,,35,8.93%,18.04%,31.87,9.11%,3.19,28.69,ON Invoice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH102491,JH,Britannia Industries Ltd.,Britannia,102491,Britannia Bourbon Biscuits | 500 g | Pack of 1,,140,8.93%,54.47%,127.5,45.54%,63.76,63.74,ON Invoice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH1103,JH,Britannia Industries Ltd.,Britannia,1103,Britannia Nutri Choice Thin Arrowroot Biscuits 300g,,40,8.93%,13.48%,36.43,4.55%,1.82,34.61,ON Invoice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH1100,JH,Britannia Industries Ltd.,Britannia,1100,Britannia Nutri Choice Digestive Biscuits | 91.7 g | Pack of 1,,25,10.55%,19.50%,22.36,8.95%,2.24,20.13,ON Invoice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH1104,JH,Britannia Industries Ltd.,Britannia,1104,Britannia Nutri Choice 5 Grain | 200g | Pack of 1,,65,10.55%,19.50%,58.14,8.95%,5.82,52.33,ON Invoice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH68856,JH,Britannia Industries Ltd.,Britannia,68856,Britannia Nutri Choice Digestive Zero Biscuits 91.7g,,30,10.55%,19.50%,26.84,8.95%,2.69,24.15,ON Invoice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH1102,JH,Britannia Industries Ltd.,Britannia,1102,Britannia Nutri Choice Oatmal Cookies 150g,,65,10.55%,19.50%,58.14,8.95%,5.82,52.33,ON Invoice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH1101,JH,Britannia Industries Ltd.,Britannia,1101,Britannia Nutri Choice Digestive Biscuits 250g+30g Extra,,55,10.55%,19.50%,49.2,8.95%,4.92,44.28,ON Invoice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH83486,JH,Britannia Industries Ltd.,Britannia,83486,Britannia Toastea Real Elachi Premium Bake Rusk 250g | Pack of 1,,50,10.55%,19.50%,44.73,8.95%,4.48,40.25,ON Invoice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH23568,JH,Britannia Industries Ltd.,Britannia,23568,Britannia Cheese Slices 10N 200g,,132,8.26%,18.13%,121.1,9.87%,13.03,108.07,ON Invoice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH43506,JH,Britannia Industries Ltd.,Britannia,43506,Britannia Good Day Cashew Cookies Family Pack | 827g | Pack of 1,,260,8.63%,54.32%,237.56,45.69%,118.79,118.77,ON Invoice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH97165,JH,Britannia Industries Ltd.,Britannia,97165,Britannia Good Day Butter Jeera Cookies 450g,,180,10.55%,55.28%,161.01,44.73%,80.51,80.5,ON Invoice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMCGF,JH92258,JH,Britannia Industries Ltd.,Britannia,92258,Britannia Treat Choco Creme Wafers 55g,,50,10.55%,55.28%,44.73,44.73%,22.37,22.36,ON Invoice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
