item_code,blinkit_url,jio_url
104222,https://blinkit.com/prn/x/prid/458322,https://www.jiomart.com/p/groceries/craxx-masala-mania-rings-55-g/590829684
104223,https://blinkit.com/prn/x/prid/458323,https://www.jiomart.com/p/groceries/craxx-tangy-tomato-rings-55-g/590829685
104237,https://blinkit.com/prn/x/prid/131462,
104239,https://blinkit.com/prn/x/prid/527968,
104240,https://blinkit.com/prn/x/prid/527970,https://www.jiomart.com/p/groceries/cashew-regular-value-pack-500-gm/491632854
104241,https://blinkit.com/prn/x/prid/527972,https://www.jiomart.com/p/groceries/indian-long-kishmish-500-g/610767731
10425,https://blinkit.com/prn/x/prid/697090,
104251,https://blinkit.com/prn/x/prid/479710,https://www.jiomart.com/p/groceries/lotus-biscoff-sandwich-biscuits-milk-chocolate-150-g/605431589
104253,https://blinkit.com/prn/x/prid/720241,https://www.jiomart.com/p/groceries/lotus-biscoff-original-caramelised-biscuits-124-g/590114679
104264,https://blinkit.com/prn/x/prid/533281,https://www.jiomart.com/p/groceries/lotus-herbals-safe-sun-uv-screen-spf-50-pa-matte-gel-for-normal-to-oily-skin-50-g/490729108
104266,https://blinkit.com/prn/x/prid/507494,https://www.jiomart.com/p/groceries/lotus-herbals-safe-sun-sunscreen-cream-indian-summer-formula-spf-30-pa-non-greasy-sweat-water-resistant-100g/596066883
10427,https://blinkit.com/prn/x/prid/603875,
104270,https://blinkit.com/prn/x/prid/489654,
104271,https://blinkit.com/prn/x/prid/27404,https://www.jiomart.com/p/groceries/britannia-cheese-slices-400-g-pack/592080370
10429,https://blinkit.com/prn/x/prid/20220,https://www.jiomart.com/p/wellness/whisper-choice-sanitary-pads-280mm-xl-6-s/608311388
104298,https://blinkit.com/prn/x/prid/578188,
104303,https://blinkit.com/prn/x/prid/477916,
104304,https://blinkit.com/prn/x/prid/477916,
