State,Item Code,Item Name,Category,Sub-Category,Leaf Category,Brand,Product Type,Marketd By,Master Catgory
WB,102056,Campa Orange | 500ml PET | Pack of 1,Beverages,Drinks & Juices,Soft Drinks,Campa,Orange Soft Drink,Ceylon Beverage International (Pvt) Ltd.,FMCGF
WB,102055,Campa Orange PET - 2L,Beverages,Drinks & Juices,Soft Drinks,Campa,Orange Soft Drink,Ceylon Beverage International (Pvt) Ltd.,FMCGF
WB,85,Chings Green Chilli Sauce Pouch | 90g | Pack of 1,Packaged & Instant Food,Ketchup & Spread,Chinese Sauce,Chings,Green Chilli Sauce,Tata Consumer Products,FMCGF
WB,92,Chings Schezwan Chutney | 250g | Pack of 1,Packaged & Instant Food,Ketchup & Spread,Chutney & Pickles,Chings,Schezwan Chutney,Tata Consumer Products,FMCGF
WB,95,Chings Secret Dark Soy Sauce | 210g | Pack of 1,Packaged & Instant Food,Ketchup & Spread,Chinese Sauce,Chings,Soya Sauce,Tata Consumer Products,FMCGF
WB,97,Chings Secret Hakka Veg Noodles | 140g | Pack of 1,Packaged & Instant Food,Noodles & Instant Food,Noodles,Chings,Hakka Noodles,Tata Consumer Products,FMCGF
WB,108,Chings Secret Red Chilli Sauce | 90g | Pack of 1,Packaged & Instant Food,Ketchup & Spread,Chinese Sauce,Chings,Red Chilli Sauce,Tata Consumer Products,FMCGF
WB,1344,Coca Cola | 750ml | Pack of 1,Beverages,Drinks & Juices,Soft Drinks,Coca-Cola,Black Soft Drink,Coca-Cola,FMCGF
WB,1342,Coca Cola 250ml,Beverages,Drinks & Juices,Soft Drinks,Coca-Cola,Black Soft Drink,Coca-Cola,FMCGF
WB,33090,Coca Cola Soft Drink PET Bottle | 2L | Pack of 1,Beverages,Drinks & Juices,Soft Drinks,Coca-Cola,Black Soft Drink,Coca-Cola,FMCGF
WB,87588,Coca-Cola Diet Coke | 300ml | Pack of 1,Beverages,Drinks & Juices,Soft Drinks,Coca-Cola,Black Soft Drink,Coca-Cola,FMCGF
WB,11366,Dabur Hajmola Imli Tasty Digestive Tablets Jar | 50 Tablets | Pack of 1,Health & Wellness,Immunity & Health Boosters,Ayurveda & Digestive Health,Dabur Hajmola,Digestive Candy,Dabur India Limited,FMCGF
WB,3394,Dabur Hajmola Regular Tasty Digestive Tablets 50 Pcs,Health & Wellness,Immunity & Health Boosters,Ayurveda & Digestive Health,Dabur Hajmola,Digestive Candy,Dabur India Limited,FMCGF
WB,1454,Dabur Honey Purity Guaranteed | 100g | Pack of 1,Packaged & Instant Food,Ketchup & Spread,Honey,Dabur,Honey,Dabur India Limited,FMCGF
WB,1405,Dabur Pure Honey | 250g | Pack of 1,Packaged & Instant Food,Ketchup & Spread,Honey,Dabur,Honey,Dabur India Limited,FMCGF
WB,97406,DNV Mango Pickle | 200g | Pack of 1,Packaged & Instant Food,Ketchup & Spread,Chutney & Pickles,DNV,Mango Pickle,DNV Food Products,FMCGF
WB,86209,Dnv Mixed Pickle 200g,Packaged & Instant Food,Ketchup & Spread,Chutney & Pickles,Dnv,Mixed Pickle,DNV Food Products,FMCGF
WB,98468,DNV Mustard Kasundi Spout Pouch | 81g | Pack of 1,Packaged & Instant Food,Ketchup & Spread,Chinese Sauce,DNV,Mustard Sauce,DNV Food Products,FMCGF
WB,78769,Dnv Non Fruit Vinegar 670ml,Packaged & Instant Food,Ketchup & Spread,Chinese Sauce,Dnv,Vinegar,DNV Food Products,FMCGF
WB,10284,Doritos Cheese Flavour Nacho Chips | 45g | Pack of 1,Biscuits & Snacks,Chips & Namkeen,"Chips, Puffs & Nachos",Doritos,Nachos,Pepsico Beverages,FMCGF
WB,10285,Doritos Sweet Chili Flavour Chips | 45g | Pack of 1,Biscuits & Snacks,Chips & Namkeen,"Chips, Puffs & Nachos",Doritos,Nachos,Pepsico Foods,FMCGF
WB,3049,Dr Oetker Funfoods Mayonnaise | 250g | Pack of 1,Packaged & Instant Food,Ketchup & Spread,Mayonnaise,Dr Oetker,Mayonnaise,Dr Oetker India,FMCGF
WB,3057,Dr Oetker Funfoods Veg Mayonnaise Original | 100g | Pack of 1,Packaged & Instant Food,Ketchup & Spread,Mayonnaise,Dr Oetker,Mayonnaise,Dr Oetker India,FMCGF
WB,90591,Dr Oetker Kuppies Fruit & Nut Cake 125 g,"Chocolates,Desserts & Sweets",Chocolates & Sweets,"Cakes, Cream Roll & Pies",Dr Oetker,Fruit Cake,Dr Oetker India,FMCGF
WB,4915,Eno Fruit Salt Lemon Flavor | 5g | Pack of 1,Health & Wellness,Immunity & Health Boosters,Ayurveda & Digestive Health,Eno,Fruit Salt,GSK,FMCGF
WB,73737,Fanta Orange Flavour Drink 2 Ltr,Beverages,Drinks & Juices,Soft Drinks,Fanta,Orange Soft Drink,Coca-Cola,FMCGF
WB,8424,Frooti Cool Mango - 600ml,Beverages,Drinks & Juices,Fruit Juices,Frooti,Mango Juice,Parle Agro,FMCGF
WB,88674,Frooti Mango Drink - 2L,Beverages,Drinks & Juices,Fruit Juices,Frooti,Mango Juice,Parle Products,FMCGF
WB,5176,Frooti Mango Drink Tetra Pack 150 ml,Beverages,Drinks & Juices,Fruit Juices,Frooti,Mango Juice,Parle Agro,FMCGF
WB,2730,Glucon D Drink Mix Orange - 450g,Beverages,Drinks & Juices,Energy Drinks,Glucon-D,Glucose Drink,Zydus Wellness Products Ltd,FMCGF
WB,2734,Glucon D Regular - 500g,Beverages,Drinks & Juices,Energy Drinks,Glucon-D,Glucose Drink,Zydus Wellness Products Ltd,FMCGF
WB,4925,Glucon D Tangy Orange Flavour | 125g | Pack of 1,Beverages,Drinks & Juices,Energy Drinks,Glucon-D,Glucose Drink,Zydus Wellness Products Ltd,FMCGF
WB,3224,Glucon-D | 125g | Pack of 1,Beverages,Drinks & Juices,Energy Drinks,Glucon-D,Glucose Drink,Zydus Wellness Products Ltd,FMCGF
WB,2732,Glucon-D Tangy Orange Instant Energy Health Drink - 1Kg,Beverages,Drinks & Juices,Energy Drinks,Glucon-D,Glucose Drink,Zydus Wellness Products Ltd,FMCGF
WB,14249,Haldiram Prabhuji Khatta Meetha Mixture | 200g | Pack of 1,Biscuits & Snacks,Chips & Namkeen,Bhujia & Mixture,Haldiram's,Mixture,Haldiram Snacks Food Private Limited,FMCGF
WB,14257,Haldiram's Prabhuji Crunchy Classic Moong Dal | 200g | Pack of 1,Biscuits & Snacks,Chips & Namkeen,Bhujia & Mixture,Haldiram's,Moong Dal,Haldiram Snacks Food Private Limited,FMCGF
WB,3161,Haldirams Prabhuji Bhujia Munchy Masti 200g,Biscuits & Snacks,Chips & Namkeen,Bhujia & Mixture,Haldiram's,Bhujia Sev,Haldiram Snacks Food Private Limited,FMCGF
WB,3154,Haldirams Prabhuji Bhujia | 400g | Pack of 1,Biscuits & Snacks,Chips & Namkeen,Bhujia & Mixture,Haldiram's,Bhujia Sev,Haldiram Snacks Food Private Limited,FMCGF
WB,22484,Haldirams Prabhuji Namkeen Mini Samosa | 200g | Pack of 1,Biscuits & Snacks,Chips & Namkeen,Bhujia & Mixture,Haldiram's,Samosa,Haldiram Snacks Food Private Limited,FMCGF
WB,87710,Horlicks Chocolate Delight Flavour Nutrition Drink | 400g | Pack of 1,Beverages,"Tea, Coffee & Milk Drink",Health Drinks,Horlicks,Health Drink Powder,HUL,FMCGF
WB,3230,Horlicks Classic Malt Pouch | 450g | Pack of 1,Beverages,"Tea, Coffee & Milk Drink",Health Drinks,Horlicks,Health Drink Powder,HUL,FMCGF
WB,30253,Horlicks Health & Nutrition Drink Classic Malt | 750g | Pack of 1,Beverages,"Tea, Coffee & Milk Drink",Health Drinks,Horlicks,Health Drink Powder,HUL,FMCGF
WB,12854,Horlicks Lite Regular Malt Flavour | 450g | Pack of 1,Beverages,"Tea, Coffee & Milk Drink",Health Drinks,Horlicks,Health Drink Powder,HUL,FMCGF
WB,74088,Horlicks Protein Biscuits | 300g | Pack of 1,Biscuits & Snacks,Biscuits & Cookies,Glucose & Milk Biscuits,Horlicks,Glucose & Milk Biscuits,HUL,FMCGF
WB,68872,Kellogg's Chocos Variety Pack | 7N | 140g | Pack of 1,Breakfast,Breakfast & Cereals,Cornflakes & Muesli,Kellogg's,Corn Flakes,Kellogg's India,FMCGF
WB,100665,Kellogg's Millet Muesli - 500g,Breakfast,Breakfast & Cereals,Cornflakes & Muesli,Kelloggs,Millets,Kellogg's India,FMCGF
WB,102267,Kellogg's Muesli 0% Added Sugar | 400g | Pack of 1,Breakfast,Breakfast & Cereals,Cornflakes & Muesli,Kellogg's,Muesli,Kellogg's India,FMCGF
WB,99564,Kellogg's Muesli Fruit Nut & Seeds | 72g | Pack of 1,Breakfast,Breakfast & Cereals,Cornflakes & Muesli,Kellogg's,Muesli,Kellogg's India,FMCGF
WB,9901,Kelloggs Chocos | 250g | Pack of 1,Breakfast,Breakfast & Cereals,Cornflakes & Muesli,Kellogg's,Choco Flakes,Kellogg's India,FMCGF
WB,10178,Kelloggs Corn Flakes Original | 900g | Pack of 1,Breakfast,Breakfast & Cereals,Cornflakes & Muesli,Kellogg's,Corn Flakes,Kellogg's India,FMCGF
WB,2584,Kelloggs Corn Flakes Original Pouch | 251g | Pack of 1,Breakfast,Breakfast & Cereals,Cornflakes & Muesli,Kellogg's,Corn Flakes,Kellogg's India,FMCGF
WB,13755,Bambino Instant Sevai Kheer - 35g,Packaged & Instant Food,Noodles & Instant Food,Vermicelli,Bambino,Kheer Mix,Bambino Agro Industries,FMCGF
WB,4675,Kinley Soda Club | 750ml | Pack of 1,Beverages,Drinks & Juices,Water & Soda,Kinley,Soda,Coca-Cola,FMCGF
WB,3076,Kissan Fresh Tomato Chhotu | 90g | Pack of 1,Packaged & Instant Food,Ketchup & Spread,Tomato Ketchup,Kissan,Tomato Ketchup,HUL,FMCGF
WB,86683,Kissan Fresh Tomato Ketchup | 1.1 Kg | Pack of 1,Packaged & Instant Food,Ketchup & Spread,Tomato Ketchup,Kissan,Tomato Ketchup,HUL,FMCGF
WB,3063,Kissan Fresh Tomato Ketchup | 415g | Pack of 1,Packaged & Instant Food,Ketchup & Spread,Tomato Ketchup,Kissan,Tomato Ketchup,HUL,FMCGF
WB,8277,Kissan Mixed Fruit Jam | 200g | Pack of 1,Packaged & Instant Food,Ketchup & Spread,Jams & Spread,Kissan,Mixed Fruit Jam,HUL,FMCGF
WB,4632,Kurkure Masala Munch | 38g | Pack of 1,Biscuits & Snacks,Chips & Namkeen,"Chips, Puffs & Nachos",Kurkure,Puffs,Pepsico Foods,FMCGF
WB,4634,Kurkure Namkeen Masala Munch | 78g | Pack of 1,Biscuits & Snacks,Chips & Namkeen,"Chips, Puffs & Nachos",Kurkure,Puffs,Pepsico Foods,FMCGF
WB,10287,Kurkure Puffcorn Yummy Cheese 52g,Biscuits & Snacks,Chips & Namkeen,"Chips, Puffs & Nachos",Kurkure,Puffs,Pepsico Foods,FMCGF
WB,4636,Kurkure Yummy Cheese Puffcorn | 28g | Pack of 1,Biscuits & Snacks,Chips & Namkeen,"Chips, Puffs & Nachos",Kurkure,Puffs,Pepsico Foods,FMCGF
WB,10282,Lay's Chile Lemon Flavour Potato Chips | 24g | Pack of 1,Biscuits & Snacks,Chips & Namkeen,"Chips, Puffs & Nachos",Lay's,Potato Chips,Pepsico Foods,FMCGF
WB,11722,Lay's Classic Salted Potato Chips | 24g | Pack of 1,Biscuits & Snacks,Chips & Namkeen,"Chips, Puffs & Nachos",Lay's,Potato Chips,Pepsico Foods,FMCGF
WB,4639,Lay's India's Magic Masala Potato Chips | 48g | Pack of 1,Biscuits & Snacks,Chips & Namkeen,"Chips, Puffs & Nachos",Lay's,Potato Chips,Pepsico Foods,FMCGF
WB,10290,Lay's West Indies Hot Sweet Chili Potato Chips | 48g | Pack of 1,Biscuits & Snacks,Chips & Namkeen,"Chips, Puffs & Nachos",Lay's,Potato Chips,Pepsico Foods,FMCGF
WB,4643,Lays American Style Cream & Onion Flavour Potato Chips 24g,Biscuits & Snacks,Chips & Namkeen,"Chips, Puffs & Nachos",Lay's,Potato Chips,Pepsico Foods,FMCGF
WB,4637,Lays American Style Cream & Onion Flavour Potato Chips 48g,Biscuits & Snacks,Chips & Namkeen,"Chips, Puffs & Nachos",Lay's,Potato Chips,Pepsico Foods,FMCGF
WB,10289,Lays Crispz Herb And Onion Flavour Potato Chips | 46g | Pack of 1,Biscuits & Snacks,Chips & Namkeen,"Chips, Puffs & Nachos",Lay's,Potato Chips,Pepsico Foods,FMCGF
WB,4644,Lays Indias Magic Masala Potato Chips 24g,Biscuits & Snacks,Chips & Namkeen,"Chips, Puffs & Nachos",Lay's,Potato Chips,Pepsico Beverages,FMCGF
WB,4638,Lays West Indies Hot N Sweet Chilli Potato Chips 24g,Biscuits & Snacks,Chips & Namkeen,"Chips, Puffs & Nachos",Lay's,Potato Chips,Pepsico Foods,FMCGF
WB,42335,Lijjat Moong Papad | 200g | Pack of 1,Papad & Fryums,Papad & Fryums,Papad & Fryums,Lijjat,Moong Papad,Shri Mahila Griha Udyog Lijjat Papad,FMCGF
WB,2909,Lijjat Punjabi Masala Papad 200g | Pack of 1,Papad & Fryums,Papad & Fryums,Papad & Fryums,Lijjat,Masala Papad,Shri Mahila Griha Udyog Lijjat Papad,FMCGF
WB,66854,Limca Lemon | 250ml Bottle | Pack of 1,Beverages,Drinks & Juices,Soft Drinks,Limca,Flavoured Soft Drink,Coca-Cola,FMCGF
WB,9968,Lipton Green Tea Honey Lemon | 25 Tea Bags | Pack of 1,Beverages,"Tea, Coffee & Milk Drink",Green Tea,Lipton,Green Tea,HUL,FMCGF
WB,2794,Lotte Choco Pie | 168g | Pack of 6,"Chocolates,Desserts & Sweets",Chocolates & Sweets,"Cakes, Cream Roll & Pies",Lotte,Cream Filled Pie,Lotte India Corporation Limited,FMCGF
WB,11748,Lotte Choco Pie | 56g | Pack of 1,"Chocolates,Desserts & Sweets",Chocolates & Sweets,"Cakes, Cream Roll & Pies",Lotte,Cream Filled Pie,Lotte India Corporation Limited,FMCGF
WB,9900,Kelloggs MG Chocos | 127g | Pack of 1,Breakfast,Breakfast & Cereals,Cornflakes & Muesli,Kellogg's,Choco Flakes,Kellogg's India,FMCGF
WB,4927,Maaza Mango Drink | 1.2 Ltr | Pack of 1,Beverages,Drinks & Juices,Fruit Juices,Maaza,Mango Juice,Coca-Cola,FMCGF
WB,3181,Maggi 2 Min Noodles | 280g | Pack of 1,Packaged & Instant Food,Noodles & Instant Food,Noodles,Maggi,Instant Noodles,Nestle India,FMCGF
WB,10331,Maggi 2 Minute Noodles Masala | 420g | Pack of 1,Packaged & Instant Food,Noodles & Instant Food,Noodles,Maggi,Instant Noodles,Nestle India,FMCGF
WB,3179,Maggi Instant 2 Min Noodle Masala | 560g | Pack of 1,Packaged & Instant Food,Noodles & Instant Food,Noodles,Maggi,Instant Noodles,Nestle India,FMCGF
WB,3189,Maggi Masala Noodles | 70g | Pack of 1,Packaged & Instant Food,Noodles & Instant Food,Noodles,Maggi,Instant Noodles,Nestle India,FMCGF
WB,74102,Maggi Masala Veg Atta Noodles | 290g | Pack of 1,Packaged & Instant Food,Noodles & Instant Food,Noodles,Maggi,Instant Noodles,Nestle India,FMCGF
WB,10376,Maggi Pazzta Cheese Macaroni | 75g | Pack of 1,Packaged & Instant Food,Noodles & Instant Food,Pasta,Maggi,Macaroni Pasta,Nestle India,FMCGF
WB,11678,Maggi Pazzta Cheesy Tomato Twist Free | 68.5g | Pack of 1,Packaged & Instant Food,Noodles & Instant Food,Pasta,Maggi,Instant Pasta,Nestle India,FMCGF
WB,73341,Cadbury Gems | 14.69g | Pack of 1,"Chocolates,Desserts & Sweets",Chocolates & Sweets,Candies & Gum,Cadbury Gems,Candies,Mondelez India Foods,FMCGF
WB,12528,Malkist Cheese Flavoured Crunchy Layered Crackers | 144g | Pack of 1,Biscuits & Snacks,Biscuits & Cookies,Sweet & Salty Biscuits,Mayora,Flavoured Crackers Biscuit,PT MAYORA INDAH TBK,FMCGF
WB,2916,Sunfeast Moms Magic Cashew & Almond Cookies | 190 g | Pack of 1,Biscuits & Snacks,Biscuits & Cookies,Cookies,Sunfeast,Cookies,ITC Ltd,FMCGF
WB,102071,Marino Premium Elaichi Rusk | 1 Kg | Pack of 1,Biscuits & Snacks,Biscuits & Cookies,"Rusk, Khari & Wafer",Marino,Rusk,Marino Food Products,FMCGF
WB,10670,Milkybar Moosha Caramel & Nougat Bar 18g,"Chocolates,Desserts & Sweets",Chocolates & Sweets,Chocolates,Nestle,White Chocolate,Nestle India,FMCGF
WB,4685,Mirinda Orange Flavoured 750ml,Beverages,Drinks & Juices,Soft Drinks,Mirinda,Orange Soft Drink,Pepsico Beverages,FMCGF
WB,4686,Mirinda PET 2.25 Ltr,Beverages,Drinks & Juices,Soft Drinks,Mirinda,Orange Soft Drink,Pepsico Beverages,FMCGF
WB,11727,Mirinda Soft Drink 400ml,Beverages,Drinks & Juices,Soft Drinks,Mirinda,Orange Soft Drink,Pepsico Beverages,FMCGF
WB,10368,Mountain Dew 2.25 Ltr,Beverages,Drinks & Juices,Soft Drinks,Mountain Dew,Clear Soft Drink,Pepsico Beverages,FMCGF
WB,4803,Parle Happy Happy Choco Chip Cookies | 60g | Pack of 1,Biscuits & Snacks,Biscuits & Cookies,Cookies,Parle Happy Happy,Cookies,Parle Products,FMCGF
WB,12508,Mountain Dew Pet Bottle 400ml,Beverages,Drinks & Juices,Soft Drinks,Mountain Dew,Flavoured Soft Drink,Pepsico Beverages,FMCGF
WB,95810,Mukharochak Chaal Bhaja | 200g | Pack of 1,Biscuits & Snacks,Chips & Namkeen,Bhujia & Mixture,Mukharochak,Chaal Bhaja,Mukharochak Snacks & Confectioner Private Limited,FMCGF
WB,95815,Mukharochak Chira Bhaja 200 g,Biscuits & Snacks,Chips & Namkeen,Bhujia & Mixture,Mukharochak,Chiwda Namkeen,Mukharochak Snacks & Confectioner Private Limited,FMCGF
WB,95812,Mukharochak Diet Chiwra 200 g,Biscuits & Snacks,Chips & Namkeen,Bhujia & Mixture,Mukharochak,Chiwda Namkeen,Mukharochak Snacks & Confectioner Private Limited,FMCGF
WB,95819,Mukharochak Salted Peanuts 200 g,Biscuits & Snacks,Chips & Namkeen,Namkeen Snacks,Mukharochak,Salted Peanuts,Mukharochak Snacks & Confectioner Private Limited,FMCGF
WB,95799,Mukharochak Sweet & Sour Chanachur | 400g | Pack of 1,Biscuits & Snacks,Chips & Namkeen,Bhujia & Mixture,Mukharochak,Chanachur,Mukharochak Snacks & Confectioner Private Limited,FMCGF
WB,84658,Mukharochak Sweet & Sour Mixture 200g | Pack of 1,Biscuits & Snacks,Chips & Namkeen,Bhujia & Mixture,Mukharochak,Mixture,Mukharochak Snacks & Confectioner Private Limited,FMCGF
WB,3081,Nescafe Classic Coffee | 24g Jar | Pack of 1,Beverages,"Tea, Coffee & Milk Drink",Coffee,Nescafe,Coffee,Nestle India,FMCGF
WB,42327,Nestle Kit Kat BBE | 38.5g | Pack of 1,"Chocolates,Desserts & Sweets",Chocolates & Sweets,Chocolates,Nestle KitKat,Wafer Chocolate,Nestle India,FMCGF
WB,2930,Nestle KitKat 2 Finger 11.9g,"Chocolates,Desserts & Sweets",Chocolates & Sweets,Chocolates,Nestle KitKat,Wafer Chocolate,Nestle India,FMCGF
WB,10672,Nestle Maggi Cuppa Masala Noodles 70.5g,Packaged & Instant Food,Noodles & Instant Food,Noodles,Maggi,Cup Noodles,Nestle India,FMCGF
WB,12431,Nestle Milkybar Its Yummy | 22.5g | Pack of 1,"Chocolates,Desserts & Sweets",Chocolates & Sweets,Chocolates,Nestle Milkybar,White Chocolate,Nestle India,FMCGF
WB,2934,Nestle Munch 17.4g,"Chocolates,Desserts & Sweets",Chocolates & Sweets,Chocolates,Nestle Munch,Wafer Chocolate,Nestle India,FMCGF
WB,72102,Nestlé Munch Max | 37.5g | Pack of 1,"Chocolates,Desserts & Sweets",Chocolates & Sweets,Chocolates,Nestle,Wafer Chocolate,Nestle India,FMCGF
WB,42342,Nestle Nescafe Classic | 3.2g | Pack of 1,Beverages,"Tea, Coffee & Milk Drink",Coffee,Nescafe,Coffee,Nestle India,FMCGF
WB,5190,Nutella Hazelnut Spread With Cocoa 180g,Packaged & Instant Food,Ketchup & Spread,Jams & Spread,Nutella,Chocolate Spread,Ferrero India,FMCGF
WB,95652,Panda Treats Hakka Masala Noodles 400 g,Packaged & Instant Food,Noodles & Instant Food,Noodles,Panda Treats,Hakka Noodles,Emery Foods,FMCGF
WB,95653,Panda Treats Hakka Plain Noodles | 1.2 Kg | Pack of 1,Packaged & Instant Food,Noodles & Instant Food,Noodles,Panda Treats,Hakka Noodles,Emery Foods,FMCGF
WB,97013,Panda Treats Pasta Macaroni | 250g | Buy 1 Get 1 Free,Packaged & Instant Food,Noodles & Instant Food,Pasta,Panda Treats,Macaroni Pasta,Emery Foods,FMCGF
WB,95656,Panda Treats Pasta Spiral | 1 Kg | Pack of 1,Packaged & Instant Food,Noodles & Instant Food,Pasta,Panda Treats,Spirali Pasta,Emery Foods,FMCGF
WB,13366,Bambino Roasted Vermicelli 90 g,Packaged & Instant Food,Noodles & Instant Food,Vermicelli,Bambino,Roasted Vermicelli,Bambino Agro Industries,FMCGF
WB,13368,Bambino Vermicelli 80g,Packaged & Instant Food,Noodles & Instant Food,Vermicelli,Bambino,Vermicelli,Bambino Agro Industries,FMCGF
WB,77179,Parle 20-20 Gold Cashew Cookies | 936 g | Pack of 1,Biscuits & Snacks,Biscuits & Cookies,Cookies,Parle,Cookies,Parle Products,FMCGF
WB,4853,Parle G Biscuits | 90g | Pack of 1,Biscuits & Snacks,Biscuits & Cookies,Glucose & Milk Biscuits,Parle - G,Glucose & Milk Biscuits,Parle Products,FMCGF
WB,66348,Parle G Original Glucose Biscuit | 800g | Pack of 1,Biscuits & Snacks,Biscuits & Cookies,Glucose & Milk Biscuits,Parle - G,Glucose & Milk Biscuits,Parle Products,FMCGF
WB,32985,Parle Happy Happy Choco Chip Cookies 396g | Pack of 1,Biscuits & Snacks,Biscuits & Cookies,Cookies,Parle Happy Happy,Cookies,Parle Products,FMCGF
WB,75582,Parle Hide & Seek Biscuits Chocolate Chip Cookies | 412.5g | Pack of 1,Biscuits & Snacks,Biscuits & Cookies,Cookies,Parle Hide & Seek,Cookies,Parle Products,FMCGF
WB,2943,Parle Hide & Seek With Choco Chip Cookies - 200g,Biscuits & Snacks,Biscuits & Cookies,Cookies,Parle Hide & Seek,Cookies,Parle Products,FMCGF
WB,43504,Parle Marie 4 Stay Fresh Packs Inside | 800g | Pack of 1,Biscuits & Snacks,Biscuits & Cookies,Marie & Digestive,Parle marie,Marie & Digestive Biscuit,Parle Products,FMCGF
WB,10721,Parle Marie Biscuits | 263.2g | Pack of 1,Biscuits & Snacks,Biscuits & Cookies,Marie & Digestive,Parle,Marie & Digestive Biscuit,Parle Products,FMCGF
WB,68867,Parle Monaco Biscuits Classic Regular - 371.2g,Biscuits & Snacks,Biscuits & Cookies,Sweet & Salty Biscuits,Parle Monaco,Flavoured Biscuits,Parle Products,FMCGF
WB,43505,Parle Nutricrunch Digestives | 1 Kg | Pack of 1,Biscuits & Snacks,Biscuits & Cookies,Marie & Digestive,Parle Nutricrunch,Marie & Digestive Biscuit,Parle Products,FMCGF
WB,75588,Parle Nutricrunch Honey & Oats Digestive Cookies | 600g | Pack of 1,Biscuits & Snacks,Biscuits & Cookies,Cookies,Parle Nutricrunch,Cookies,Parle Products,FMCGF
WB,86781,Parle Nutricrunch Sugar Free Lite Crackers 304.2g,Biscuits & Snacks,Biscuits & Cookies,Sweet & Salty Biscuits,Parle Nutricrunch,Sugar Free Cracker Biscuit,Parle Products,FMCGF
WB,23375,Parle Real Elaichi Premium Rusk 291.2g,Biscuits & Snacks,Biscuits & Cookies,"Rusk, Khari & Wafer",Parle Rusk,Flavoured Rusk,Parle Products,FMCGF
WB,66991,Parle Top Rich Buttery Cracker | 250g | Pack of 1,Biscuits & Snacks,Biscuits & Cookies,Sweet & Salty Biscuits,Parle Top,Sweet & Salty Biscuits,Parle Products,FMCGF
WB,4689,Pepsi 750ml,Beverages,Drinks & Juices,Soft Drinks,Pepsi,Black Soft Drink,Pepsico Beverages,FMCGF
WB,4690,Pepsi Pet Bottle 2.25 Ltr,Beverages,Drinks & Juices,Soft Drinks,Pepsi,Black Soft Drink,Pepsico Beverages,FMCGF
WB,2819,Polo Breath Mint With The Hole | 24g | Pack of 1,"Chocolates,Desserts & Sweets",Chocolates & Sweets,Mint & Mouth Freshners,Polo,Mints,Nestle India,FMCGF
WB,81379,Prabhuji Besan Laddu Elaichi Flavour | 336g | Pack of 1,"Chocolates,Desserts & Sweets",Chocolates & Sweets,Sweets & Mithai,Prabhuji,Laddu,Haldiram Snacks Food Private Limited,FMCGF
WB,4670,Prabhuji Elaichi Soan Papdi | 400g | Pack of 1,"Chocolates,Desserts & Sweets",Chocolates & Sweets,Sweets & Mithai,Prabhuji,Soan Papdi,Haldiram Snacks Food Private Limited,FMCGF
WB,68283,Pran Baby Toast Rusk | 250g | Pack of 1,Biscuits & Snacks,Biscuits & Cookies,"Rusk, Khari & Wafer",Pran,Rusk,Pran Beverages India,FMCGF
WB,12523,Pran Family Toast | 200g | Pack of 1,Biscuits & Snacks,Biscuits & Cookies,"Rusk, Khari & Wafer",Pran,Rusk,Pran Beverages India,FMCGF
WB,12522,Pran Garlic Toast | 200g | Pack of 1,Biscuits & Snacks,Biscuits & Cookies,"Rusk, Khari & Wafer",Pran,Flavoured Rusk,Pran Beverages India,FMCGF
WB,67141,Pran Potata Spicy Biscuit | 75g | Pack of 1,Biscuits & Snacks,Biscuits & Cookies,Sweet & Salty Biscuits,Pran,Flavoured Biscuits,Pran Beverages India,FMCGF
WB,14654,Quaker Oats Pouch | 1 kg | Pack of 1,Breakfast,Breakfast & Cereals,Oats,Quaker,Oats,Pepsico Foods,FMCGF
WB,2598,Quaker Wholegrain Oats | 400g | Pack of 1,Breakfast,Breakfast & Cereals,Oats,Quaker,Oats,Pepsico Foods,FMCGF
WB,17442,Rasna Fruit Fun 32 Glass Mango | 20g | Pack of 1,Beverages,Drinks & Juices,"Syrups,Squash & Premixes",Rasna,Instant Drink Mix Powder,Rasna Pvt. Ltd.,FMCGF
WB,27553,Rasna Fruit Fun 32 Glass Orange Flavour | 20g | Pack of 1,Beverages,Drinks & Juices,"Syrups,Squash & Premixes",Rasna,Instant Drink Mix Powder,Rasna Pvt. Ltd.,FMCGF
WB,66301,Rasna Insta Mango - 750g,Beverages,Drinks & Juices,"Syrups,Squash & Premixes",Rasna,Instant Drink Mix Powder,Rasna Pvt. Ltd.,FMCGF
WB,66302,Rasna Insta Orange - 750g,Beverages,Drinks & Juices,"Syrups,Squash & Premixes",Rasna,Instant Drink Mix Powder,Rasna Pvt. Ltd.,FMCGF
WB,4934,Real Fruit Juice Pomegranate | 1 Ltr | Pack of 1,Beverages,Drinks & Juices,Fruit Juices,Real,Pomegranate juice,Dabur India Limited,FMCGF
WB,26556,Real Fruit Power Alphonso Mango Juice - 1L,Beverages,Drinks & Juices,Fruit Juices,Real,Mango Juice,Dabur India Limited,FMCGF
WB,68913,Real Masala Pomegranate Juice - 1L,Beverages,Drinks & Juices,Fruit Juices,Real,Pomegranate juice,Dabur India Limited,FMCGF
WB,4939,Real Mixed Fruit Power | 1 Ltr | Pack of 1,Beverages,Drinks & Juices,Fruit Juices,Real,Mixed Fruit Juice,Dabur India Limited,FMCGF
WB,11519,Red Bull Energy Drink | 250ml | Pack of 1,Beverages,Drinks & Juices,Energy Drinks,Red Bull,Energy Drink,Red Bull India,FMCGF
