State,Item Code,Item Name,Category,Sub-Category,Leaf Category,Brand,Product Type,Marketd By,Master Catgory
JH,8653,Nestle Milkybar Its Yummy | 12.5g | Pack of 1,"Chocolates,Desserts & Sweets",Chocolates & Sweets,Chocolates,Nestle Milkybar,White Chocolate,Nestle India,FMCGF
JH,10670,Milkybar Moosha Caramel & Nougat Bar 18g,"Chocolates,Desserts & Sweets",Chocolates & Sweets,Chocolates,Nestle,White Chocolate,Nestle India,FMCGF
JH,2781,Kinder Joy Surprise Growing Generation | 20g | Pack of 1,"Chocolates,Desserts & Sweets",Chocolates & Sweets,Chocolates,Kinder Joy,Wafer Chocolate,Ferrero India,FMCGF
JH,71086,Cadbury Perk Double Chocolate Bar 18.2g,"Chocolates,Desserts & Sweets",Chocolates & Sweets,Chocolates,Perk,Wafer Chocolate,Mondelez India Foods,FMCGF
JH,2811,Nestle Kitkat | 28.5g | Pack of 1,"Chocolates,Desserts & Sweets",Chocolates & Sweets,Chocolates,Nestle KitKat,Wafer Chocolate,Nestle India,FMCGF
JH,2934,Nestle Munch 17.4g,"Chocolates,Desserts & Sweets",Chocolates & Sweets,Chocolates,Nestle Munch,Wafer Chocolate,Nestle India,FMCGF
JH,2930,Nestle KitKat 2 Finger 11.9g,"Chocolates,Desserts & Sweets",Chocolates & Sweets,Chocolates,Nestle KitKat,Wafer Chocolate,Nestle India,FMCGF
JH,13368,Bambino Vermicelli 80g,Packaged & Instant Food,Noodles & Instant Food,Vermicelli,Bambino,Vermicelli,Bambino Agro Industries,FMCGF
JH,86683,Kissan Fresh Tomato Ketchup | 1.1 Kg | Pack of 1,Packaged & Instant Food,Ketchup & Spread,Tomato Ketchup,Kissan,Tomato Ketchup,HUL,FMCGF
JH,3063,Kissan Fresh Tomato Ketchup | 415g | Pack of 1,Packaged & Instant Food,Ketchup & Spread,Tomato Ketchup,Kissan,Tomato Ketchup,HUL,FMCGF
JH,3076,Kissan Fresh Tomato Chhotu | 90g | Pack of 1,Packaged & Instant Food,Ketchup & Spread,Tomato Ketchup,Kissan,Tomato Ketchup,HUL,FMCGF
JH,12833,Tata Tea Agni | 1 Kg | Pack of 1,Beverages,"Tea, Coffee & Milk Drink",Tea,Tata Tea,Dust Tea,Tata Consumer Products,FMCGF
JH,2494,Tata Tea Elaichi Chai 250g | Pack of 1,Beverages,"Tea, Coffee & Milk Drink",Tea,Tata Tea,Dust Tea,Tata Consumer Products,FMCGF
JH,2496,Tata Tea Gold | 500g | Pack of 1,Beverages,"Tea, Coffee & Milk Drink",Tea,Tata Tea,Dust Tea,Tata Consumer Products,FMCGF
JH,2477,Brooke Bond Red Label Tea 250g | Pack of 1,Beverages,"Tea, Coffee & Milk Drink",Tea,Brooke Bond,Dust Tea,HUL,FMCGF
JH,2491,Tata Tea Agni | 250g | Pack of 1,Beverages,"Tea, Coffee & Milk Drink",Tea,Tata Tea,Dust Tea,Tata Consumer Products,FMCGF
JH,2495,Tata Tea Gold 250g | Pack of 1,Beverages,"Tea, Coffee & Milk Drink",Tea,Tata Tea,Dust Tea,Tata Consumer Products,FMCGF
JH,2476,Brooke Bond Red Label Tea 100g,Beverages,"Tea, Coffee & Milk Drink",Tea,Brooke Bond,Dust Tea,HUL,FMCGF
JH,1132,Brooke Bond Taaza Tea | 250g | Pouch | Pack of 1,Beverages,"Tea, Coffee & Milk Drink",Tea,Brooke Bond,Dust Tea,HUL,FMCGF
JH,1131,Brooke Bond Taaza Tea 90g,Beverages,"Tea, Coffee & Milk Drink",Tea,Brooke Bond,Dust Tea,HUL,FMCGF
JH,4834,Parle Krackjack Biscuit | 176.4g | Pack of 1,Biscuits & Snacks,Biscuits & Cookies,Sweet & Salty Biscuits,Parle,Flavoured Biscuits,Parle Products,FMCGF
JH,78546,Parle Hide & Seek Assorted Biscuits | Buy 3 Get 1 Free | 400g | Pack of 4,Biscuits & Snacks,Biscuits & Cookies,Cookies,Parle Hide & Seek,Flavoured Biscuits,Parle Products,FMCGF
JH,1089,Britannia Little Hearts Classic Biscuits | 70g | Pack of 1,Biscuits & Snacks,Biscuits & Cookies,Sweet & Salty Biscuits,Little hearts,Flavoured Biscuits,Britannia Industries Ltd.,FMCGF
JH,1088,Britannia Little Hearts | 26g | Pack of 1,Biscuits & Snacks,Biscuits & Cookies,Sweet & Salty Biscuits,Britannia,Flavoured Biscuits,Britannia Industries Ltd.,FMCGF
JH,84,Chings Dark Soya Sauce Pouch | 90g | Pack of 1,Packaged & Instant Food,Ketchup & Spread,Chinese Sauce,Chings,Soya Sauce,Tata Consumer Products,FMCGF
JH,22219,Knorr Manchow Veg Soup | 11g | Pack of 1,Packaged & Instant Food,Noodles & Instant Food,Soup,Knorr,Soup (Vegetable),HUL,FMCGF
JH,3098,Knorr Hot & Sour Veg Cup A Soup | 10.5g | Pack of 1,Packaged & Instant Food,Noodles & Instant Food,Soup,Knorr,Soup (Vegetable),HUL,FMCGF
JH,4675,Kinley Soda Club | 750ml | Pack of 1,Beverages,Drinks & Juices,Water & Soda,Kinley,Soda,Coca-Cola,FMCGF
JH,10049,Haldirams Soan Papdi Yellow 250g,"Chocolates,Desserts & Sweets",Chocolates & Sweets,Sweets & Mithai,Haldiram's,Soan Papdi,Haldiram Snacks Food Private Limited,FMCGF
JH,92,Chings Schezwan Chutney | 250g | Pack of 1,Packaged & Instant Food,Ketchup & Spread,Chutney & Pickles,Chings,Schezwan Chutney,Tata Consumer Products,FMCGF
JH,68867,Parle Monaco Biscuits Classic Regular - 371.2g,Biscuits & Snacks,Biscuits & Cookies,Sweet & Salty Biscuits,Parle Monaco,Flavoured Biscuits,Parle Products,FMCGF
JH,71046,Britannia 50 50 Maska Chaska Salted Biscuits 100g,Biscuits & Snacks,Biscuits & Cookies,Sweet & Salty Biscuits,Britannia 50-50,Flavoured Biscuits,Britannia Industries Ltd.,FMCGF
JH,4814,Parle Monaco Classic Regular Salted Biscuit | 52.2g | Pack of 1,Biscuits & Snacks,Biscuits & Cookies,Sweet & Salty Biscuits,Parle Monaco,Flavoured Biscuits,Parle Products,FMCGF
JH,103047,Britannia Toastea Premium Bake Rusk With Real Elaichi | 1kg | Pack of 1,Biscuits & Snacks,Biscuits & Cookies,"Rusk, Khari & Wafer",Britannia,Rusk,Britannia Industries Ltd.,FMCGF
JH,4821,Parle Real Elaichi Premium Rusk 182g,Biscuits & Snacks,Biscuits & Cookies,"Rusk, Khari & Wafer",Parle Rusk,Flavoured Rusk,Parle Products,FMCGF
JH,83486,Britannia Toastea Real Elachi Premium Bake Rusk | 250g | Pack of 1,Biscuits & Snacks,Biscuits & Cookies,"Rusk, Khari & Wafer",Britannia,Rusk,Britannia Industries Ltd.,FMCGF
JH,886,Amul Homogenised Standardised Milk - 1Ltr,Dairy & Bakery,Milk,Fresh Milk,Amul,Milk,GCMMF,FMCGF
JH,67162,Britannia Treat Croissant Vanilla Creme | 45g | Pack of 1,"Chocolates,Desserts & Sweets",Chocolates & Sweets,Muffins & Croissant,Britannia Treat,Croissant,Britannia Industries Ltd.,FMCGF
JH,67160,Britannia Treat Croissant Cocoa | 45g | Pack of 1,"Chocolates,Desserts & Sweets",Chocolates & Sweets,Muffins & Croissant,Britannia Treat,Croissant,Britannia Industries Ltd.,FMCGF
JH,10287,Kurkure Puffcorn Yummy Cheese 52g,Biscuits & Snacks,Chips & Namkeen,"Chips, Puffs & Nachos",Kurkure,Puffs,Pepsico Foods,FMCGF
JH,92129,Bingo Tedhe Medhe Masala Tadka 75-80g | Pack of 1,Biscuits & Snacks,Chips & Namkeen,"Chips, Puffs & Nachos",Bingo,Puffs,ITC Ltd,FMCGF
JH,4634,Kurkure Namkeen Masala Munch | 78g | Pack of 1,Biscuits & Snacks,Chips & Namkeen,"Chips, Puffs & Nachos",Kurkure,Puffs,Pepsico Foods,FMCGF
JH,4636,Kurkure Yummy Cheese Puffcorn | 28g | Pack of 1,Biscuits & Snacks,Chips & Namkeen,"Chips, Puffs & Nachos",Kurkure,Puffs,Pepsico Foods,FMCGF
JH,4632,Kurkure Masala Munch | 38g | Pack of 1,Biscuits & Snacks,Chips & Namkeen,"Chips, Puffs & Nachos",Kurkure,Puffs,Pepsico Foods,FMCGF
JH,923,Amul Processed Cheese - 200g,Dairy & Bakery,Butter & Cheese,Cheese,Amul,Processed Cheese,GCMMF,FMCGF
JH,30253,Horlicks Health & Nutrition Drink Classic Malt | 750g | Pack of 1,Beverages,"Tea, Coffee & Milk Drink",Health Drinks,Horlicks,Health Drink Powder,HUL,FMCGF
JH,13705,Lay's India's Magic Masala Potato Chips | 67g | Pack of 1,Biscuits & Snacks,Chips & Namkeen,"Chips, Puffs & Nachos",Lay's,Potato Chips,Pepsico Foods,FMCGF
JH,10282,Lay's Chile Lemon Flavour Potato Chips | 24g | Pack of 1,Biscuits & Snacks,Chips & Namkeen,"Chips, Puffs & Nachos",Lay's,Potato Chips,Pepsico Foods,FMCGF
JH,4666,Uncle Chipps Plain Salted Potato Chips 48.1g,Biscuits & Snacks,Chips & Namkeen,"Chips, Puffs & Nachos",Uncle Chipps,Potato Chips,Pepsico Foods,FMCGF
JH,4669,Uncle Chips Plain Salted Potato Chips 24g,Biscuits & Snacks,Chips & Namkeen,"Chips, Puffs & Nachos",Uncle Chipps,Potato Chips,Pepsico Foods,FMCGF
JH,4637,Lays American Style Cream & Onion Flavour Potato Chips 48g,Biscuits & Snacks,Chips & Namkeen,"Chips, Puffs & Nachos",Lay's,Potato Chips,Pepsico Foods,FMCGF
JH,4668,Uncle Chipps Spice Treat Potato Chips | 48.1g | Pack of 1,Biscuits & Snacks,Chips & Namkeen,"Chips, Puffs & Nachos",Uncle Chipps,Potato Chips,Pepsico Foods,FMCGF
JH,4638,Lays West Indies Hot N Sweet Chilli Potato Chips 24g,Biscuits & Snacks,Chips & Namkeen,"Chips, Puffs & Nachos",Lay's,Potato Chips,Pepsico Foods,FMCGF
JH,4639,Lay's India's Magic Masala Potato Chips | 48g | Pack of 1,Biscuits & Snacks,Chips & Namkeen,"Chips, Puffs & Nachos",Lay's,Potato Chips,Pepsico Foods,FMCGF
JH,4643,Lays American Style Cream & Onion Flavour Potato Chips 24g,Biscuits & Snacks,Chips & Namkeen,"Chips, Puffs & Nachos",Lay's,Potato Chips,Pepsico Foods,FMCGF
JH,829,Act II Chilli Surprise Instant Popcorn | 35g | Pack of 1,Biscuits & Snacks,Chips & Namkeen,Popcorn,Act II,Flavoured Popcorn,Agro Tech Foods,FMCGF
JH,836,Act II Popcorn Classic Salted Instant Popcorn | 35g | Pack of 1,Biscuits & Snacks,Chips & Namkeen,Popcorn,Act II,Flavoured Popcorn,Agro Tech Foods,FMCGF
JH,72153,Act II Instant Golden Sizzle Popcorn | 35g | Pack of 1,Biscuits & Snacks,Chips & Namkeen,Popcorn,Act II,Flavoured Popcorn,Agro Tech Foods,FMCGF
JH,832,Act II Magic Butter Flavour Popcorn | 35g | Pack of 1,Biscuits & Snacks,Chips & Namkeen,Popcorn,Act II,Flavoured Popcorn,Agro Tech Foods,FMCGF
JH,69873,Mothers Recipe Red Stuffed Chilli Pickle | 200g | Pack of 1,Packaged & Instant Food,Ketchup & Spread,Chutney & Pickles,Mothers Recipe,Chilli Pickle,Desai Foods,FMCGF
JH,71266,Mothers Recipe Mango Pickle 1 Kg | Pack of 1,Packaged & Instant Food,Ketchup & Spread,Chutney & Pickles,Mothers Recipe,Mango Pickle,Desai Foods,FMCGF
JH,77960,Mothers Recipe Mixed Pickle 1 Kg | Pack of 1,Packaged & Instant Food,Ketchup & Spread,Chutney & Pickles,Mothers Recipe,Mixed Pickle,Desai Foods,FMCGF
JH,97406,DNV Mango Pickle | 200g | Pack of 1,Packaged & Instant Food,Ketchup & Spread,Chutney & Pickles,DNV,Mango Pickle,DNV Food Products,FMCGF
JH,86209,Dnv Mixed Pickle 200g,Packaged & Instant Food,Ketchup & Spread,Chutney & Pickles,Dnv,Mixed Pickle,DNV Food Products,FMCGF
JH,8310,Haldirams Salted Peanuts 200g,Biscuits & Snacks,Chips & Namkeen,Namkeen Snacks,Haldiram's,Salted Peanuts,Haldiram Snacks Food Private Limited,FMCGF
JH,8449,Haldirams Tasty Nuts 200g,Biscuits & Snacks,Chips & Namkeen,Namkeen Snacks,Haldiram's,Flavoured Peanuts,Haldiram Snacks Food Private Limited,FMCGF
JH,11678,Maggi Pazzta Cheesy Tomato Twist Free | 68.5g | Pack of 1,Packaged & Instant Food,Noodles & Instant Food,Pasta,Maggi,Instant Pasta,Nestle India,FMCGF
JH,97012,Panda Treats Pasta Fusilli | 250g | Buy 1 Get 1 Free,Packaged & Instant Food,Noodles & Instant Food,Pasta,Panda Treats,Pasta,Emery Foods,FMCGF
JH,756,Pasta Macroni | 500g | Pack of 1,Packaged & Instant Food,Noodles & Instant Food,Pasta,ASM,Macaroni Pasta,ASM,FMCGF
JH,755,Pasta Macroni | 250g | Pack of 1,Packaged & Instant Food,Noodles & Instant Food,Pasta,ASM,Macaroni Pasta,ASM,FMCGF
JH,2909,Lijjat Punjabi Masala Papad 200g | Pack of 1,Papad & Fryums,Papad & Fryums,Papad & Fryums,Lijjat,Masala Papad,Shri Mahila Griha Udyog Lijjat Papad,FMCGF
JH,102055,Campa Orange PET - 2L,Beverages,Drinks & Juices,Soft Drinks,Campa,Orange Soft Drink,Ceylon Beverage International (Pvt) Ltd.,FMCGF
JH,102056,Campa Orange | 500ml PET | Pack of 1,Beverages,Drinks & Juices,Soft Drinks,Campa,Orange Soft Drink,Ceylon Beverage International (Pvt) Ltd.,FMCGF
JH,11727,Mirinda Soft Drink 400ml,Beverages,Drinks & Juices,Soft Drinks,Mirinda,Orange Soft Drink,Pepsico Beverages,FMCGF
JH,4685,Mirinda Orange Flavoured 750ml,Beverages,Drinks & Juices,Soft Drinks,Mirinda,Orange Soft Drink,Pepsico Beverages,FMCGF
JH,4686,Mirinda PET 2.25 Ltr,Beverages,Drinks & Juices,Soft Drinks,Mirinda,Orange Soft Drink,Pepsico Beverages,FMCGF
JH,2599,Saffola Masala Oats Classic | 500g | Pack of 1,Breakfast,Breakfast & Cereals,Oats,Saffola,Oats,Marico limited,FMCGF
JH,2601,Saffola Oats Natural | 1 Kg + 300g Free | Pack of 1,Breakfast,Breakfast & Cereals,Oats,Saffola,Oats,Marico limited,FMCGF
JH,2598,Quaker Wholegrain Oats | 400g | Pack of 1,Breakfast,Breakfast & Cereals,Oats,Quaker,Oats,Pepsico Foods,FMCGF
JH,2604,Saffola Oats Delicious Creamy Oats 100% Natural High Protein & Fibre Healthy Cereal 500g,Breakfast,Breakfast & Cereals,Oats,Saffola,Oats,Marico limited,FMCGF
JH,14056,Saffola Masala Oats Tasty Evening Snack Fibre Rich Veggie Twist | 38g | Pack of 1,Breakfast,Breakfast & Cereals,Oats,Saffola,Oats,Marico limited,FMCGF
JH,13339,Bingo Mad Angels Mmm Masala 60-64g | Pack of 1,Biscuits & Snacks,Chips & Namkeen,"Chips, Puffs & Nachos",Bingo,Nachos,ITC Ltd,FMCGF
JH,95165,Bingo Mad Angles VeryPeri Peri 60-64g | Pack of 1,Biscuits & Snacks,Chips & Namkeen,"Chips, Puffs & Nachos",Bingo,Nachos,ITC Ltd,FMCGF
JH,14083,Bingo Mad Angles Achaari Masti Spicy 64-66g | Pack of 1,Biscuits & Snacks,Chips & Namkeen,"Chips, Puffs & Nachos",Bingo,Nachos,ITC Ltd,FMCGF
JH,102267,Kellogg's Muesli 0% Added Sugar | 400g | Pack of 1,Breakfast,Breakfast & Cereals,Cornflakes & Muesli,Kellogg's,Muesli,Kellogg's India,FMCGF
JH,2777,Kellogg's Muesli Fruit & Nut | 500g | Pack of 1,Breakfast,Breakfast & Cereals,Cornflakes & Muesli,Kellogg's,Choco Flakes,Kellogg's India,FMCGF
JH,99564,Kellogg's Muesli Fruit Nut & Seeds | 72g | Pack of 1,Breakfast,Breakfast & Cereals,Cornflakes & Muesli,Kellogg's,Muesli,Kellogg's India,FMCGF
JH,924,Amul Processed Cheese Chiplets - 200g - Pack of 8 Units,Dairy & Bakery,Butter & Cheese,Cheese,Amul,Processed Cheese Chiplets,GCMMF,FMCGF
JH,8327,Haldirams Namkeen Khatta Meetha 400g,Biscuits & Snacks,Chips & Namkeen,Bhujia & Mixture,Haldiram's,Mixture,Haldiram Snacks Food Private Limited,FMCGF
JH,90157,Haldirams Indian Snacks Mixture | 400g | Pack of 1,Biscuits & Snacks,Chips & Namkeen,Bhujia & Mixture,Haldiram's,Mixture,Haldiram Snacks Food Private Limited,FMCGF
JH,13187,Haldirams Panchratan Mixture 200g | Pack of 1,Biscuits & Snacks,Chips & Namkeen,Bhujia & Mixture,Haldiram's,Mixture,Haldiram Snacks Food Private Limited,FMCGF
JH,43521,Haldirams Namkeen Khatta Meetha Mixture | 200g | Pack of 1,Biscuits & Snacks,Chips & Namkeen,Bhujia & Mixture,Haldirams,Mixture,Haldiram Snacks Food Private Limited,FMCGF
JH,83784,Haldirams Nagpur Mixture | 200g | Pouch | Pack of 1,Biscuits & Snacks,Chips & Namkeen,Bhujia & Mixture,Haldiram's,Mixture,Haldiram Snacks Food Private Limited,FMCGF
JH,8456,Haldirams Lite Chiwda 200g,Biscuits & Snacks,Chips & Namkeen,Bhujia & Mixture,Haldiram's,Chiwda Namkeen,Haldiram Snacks Food Private Limited,FMCGF
JH,13146,Pramod Jhal Mix Spicy & Tasty | 400g | Pack of 1,Biscuits & Snacks,Chips & Namkeen,Bhujia & Mixture,Pramod,Mixture,Pramod Multifood Pvt Ltd,FMCGF
JH,46951,Pramod Brand Bihari Zaika | 400g | Pack of 1,Biscuits & Snacks,Chips & Namkeen,Bhujia & Mixture,Pramod,Mixture,Pramod Multifood Pvt Ltd,FMCGF
JH,14018,Haldirams Namkeen Mixture 48g,Biscuits & Snacks,Chips & Namkeen,Bhujia & Mixture,Haldiram's,Mixture,Haldiram Snacks Food Private Limited,FMCGF
JH,46945,Pramod Brand Jhal Mix Namkeens | 200g | Pack of 1,Biscuits & Snacks,Chips & Namkeen,Bhujia & Mixture,Pramod,Mixture,Pramod Multifood Pvt Ltd,FMCGF
JH,34477,Haldirams Namkeen Punjabi Tadka | 43g | Pack of 1,Biscuits & Snacks,Chips & Namkeen,Bhujia & Mixture,Haldiram's,Mixture,Haldiram Snacks Food Private Limited,FMCGF
JH,2819,Polo Breath Mint With The Hole | 24g | Pack of 1,"Chocolates,Desserts & Sweets",Chocolates & Sweets,Mint & Mouth Freshners,Polo,Mints,Nestle India,FMCGF
JH,891,Amul Kool Cafe Classic - 200ml Can,Bread Dairy & Frozen,Milk & Milk Products,Milkshake,Amul,Milkshake,GCMMF,FMCGF
JH,10355,Amul Kool Badam - 180 ml,Bread Dairy & Frozen,Milk & Milk Products,Milkshake,Amul,Milkshake,GCMMF,FMCGF
JH,895,Amul Kool Kesar - 180 ml,Bread Dairy & Frozen,Milk & Milk Products,Milkshake,Amul,Milkshake,GCMMF,FMCGF
JH,942,Amulya Dairy Whitener - 200g,Dairy & Bakery,Other Milk Products,Dairy Whitener,Amulya,Milk Powder,GCMMF,FMCGF
JH,943,Amulya Dairy Whitener - 20g,Dairy & Bakery,Other Milk Products,Dairy Whitener,Amulya,Milk Powder,GCMMF,FMCGF
JH,10587,Cadbury Dairy Milk Silk Fruit & Nut Chocolate Bar | 129g | Pack of 1,"Chocolates,Desserts & Sweets",Chocolates & Sweets,Chocolates,Cadbury,Milk Chocolate,Mondelez India Foods,FMCGF
JH,10021,Cadbury Dairy Milk Silk Hazelnut | 54g | Pack of 1,"Chocolates,Desserts & Sweets",Chocolates & Sweets,Chocolates,Dairy Milk,Milk Chocolate,Mondelez India Foods,FMCGF
JH,1251,Cadbury Dairy Milk Fruit And Nut Chocolate Bar | 36g | Pack of 1,"Chocolates,Desserts & Sweets",Chocolates & Sweets,Chocolates,Cadbury Dairy Milk,Milk Chocolate,Mondelez India Foods,FMCGF
JH,1268,Cadbury Dairy Milk 105g,"Chocolates,Desserts & Sweets",Chocolates & Sweets,Chocolates,Cadbury,Milk Chocolate,Mondelez India Foods,FMCGF
JH,1237,Cadbury Celebrations | 96.6 g | Pack of 1,"Chocolates,Desserts & Sweets",Chocolates & Sweets,Chocolates Gift Pack,Cadbury Celebration,Milk Chocolate,Mondelez India Foods,FMCGF
JH,1246,Cadbury Crispello Dairy Milk | 35g | Pack of 1,"Chocolates,Desserts & Sweets",Chocolates & Sweets,Chocolates,Cadbury Dairy Milk,Milk Chocolate,Mondelez India Foods,FMCGF
JH,1248,Cadbury Dairy Milk Chocolate Bar 40g,"Chocolates,Desserts & Sweets",Chocolates & Sweets,Chocolates,Cadbury,Milk Chocolate,Mondelez India Foods,FMCGF
JH,872,Amul Chocominis | 250g | Pack of 1,"Chocolates,Desserts & Sweets",Chocolates & Sweets,Chocolates,Amul,Milk Chocolate,GCMMF,FMCGF
JH,2767,Cadbury Dairy Milk Chocolate Bar | 18g | Pack of 1,"Chocolates,Desserts & Sweets",Chocolates & Sweets,Chocolates,Cadbury,Milk Chocolate,Mondelez India Foods,FMCGF
JH,13989,Cadbury Dairy Milk Crispello Chocolate 12.5g,"Chocolates,Desserts & Sweets",Chocolates & Sweets,Chocolates,Cadbury,Milk Chocolate,Mondelez India Foods,FMCGF
JH,1249,Cadbury Dairy Milk Chocolate Bar | 11g | Pack of 1,"Chocolates,Desserts & Sweets",Chocolates & Sweets,Chocolates,Cadbury Dairy Milk,Milk Chocolate,Mondelez India Foods,FMCGF
JH,937,Amul Taaza Toned Milk Tetra Pack - 1Ltr,Dairy & Bakery,Milk,Fresh Milk,Amul,Milk,GCMMF,FMCGF
JH,938,Amul Taaza Toned Milk - 200ml,Dairy & Bakery,Milk,Fresh Milk,Amul,Milk,GCMMF,FMCGF
JH,3057,Dr Oetker Funfoods Veg Mayonnaise Original | 100g | Pack of 1,Packaged & Instant Food,Ketchup & Spread,Mayonnaise,Dr Oetker,Mayonnaise,Dr Oetker India,FMCGF
JH,1061,Britannia Nutri Choice Digestive High Fiber Biscuits - 960g,Biscuits & Snacks,Biscuits & Cookies,Marie & Digestive,Britannia Nutri Choice,Marie & Digestive Biscuit,Britannia Industries Ltd.,FMCGF
JH,1100,Britannia Nutri Choice Digestive Biscuits | 91.7 g | Pack of 1,Biscuits & Snacks,Biscuits & Cookies,Marie & Digestive,Britannia,Marie & Digestive Biscuit,Britannia Industries Ltd.,FMCGF
JH,43504,Parle Marie 4 Stay Fresh Packs Inside | 800g | Pack of 1,Biscuits & Snacks,Biscuits & Cookies,Marie & Digestive,Parle marie,Marie & Digestive Biscuit,Parle Products,FMCGF
JH,43505,Parle Nutricrunch Digestives | 1 Kg | Pack of 1,Biscuits & Snacks,Biscuits & Cookies,Marie & Digestive,Parle Nutricrunch,Marie & Digestive Biscuit,Parle Products,FMCGF
JH,10721,Parle Marie Biscuits | 263.2g | Pack of 1,Biscuits & Snacks,Biscuits & Cookies,Marie & Digestive,Parle,Marie & Digestive Biscuit,Parle Products,FMCGF
JH,1103,Britannia Nutri Choice Thin Arrowroot Biscuits | 300g | Pack of 1,Biscuits & Snacks,Biscuits & Cookies,Marie & Digestive,Britannia Nutri Choice,Marie & Digestive Biscuit,Britannia Industries Ltd.,FMCGF
JH,1092,Britannia Marie Gold Biscuits | 64 g | Pack of 1,Biscuits & Snacks,Biscuits & Cookies,Marie & Digestive,Britannia Marie Gold,Marie & Digestive Biscuit,Britannia Industries Ltd.,FMCGF
JH,1091,Britannia Marie Gold | 400g | Pack of 1,Biscuits & Snacks,Biscuits & Cookies,Marie & Digestive,Britannia Marie Gold,Marie & Digestive Biscuit,Britannia Industries Ltd.,FMCGF
JH,898,Amul Lassi - 200ml,Dairy & Bakery,Lassi & Buttermilk,Lassi,Amul,Lassi,GCMMF,FMCGF
JH,13755,Bambino Instant Sevai Kheer - 35g,Packaged & Instant Food,Noodles & Instant Food,Vermicelli,Bambino,Kheer Mix,Bambino Agro Industries,FMCGF
JH,43506,Britannia Good Day Cashew Cookies Family Pack | 827g | Pack of 1,Biscuits & Snacks,Biscuits & Cookies,Cookies,Britannia Good Day,Cookies,Britannia Industries Ltd.,FMCGF
JH,2916,Sunfeast Moms Magic Cashew & Almond Cookies | 190 g | Pack of 1,Biscuits & Snacks,Biscuits & Cookies,Cookies,Sunfeast,Cookies,ITC Ltd,FMCGF
JH,68555,Britannia Good Day Cashew Cookies | 200g | Pack of 1,Biscuits & Snacks,Biscuits & Cookies,Cookies,Britannia Good Day,Cookies,Britannia Industries Ltd.,FMCGF
JH,92367,Britannia Jim Jam Pops Biscuit | 70g | Pack of 1,Biscuits & Snacks,Biscuits & Cookies,Cream Biscuits,Britannia Jim Jam,Cream Biscuit,Britannia Industries Ltd.,FMCGF
JH,1120,Britannia Treat Jim Jam Biscuits | 138g | Pack of 1,Biscuits & Snacks,Biscuits & Cookies,Cream Biscuits,Treat Jim Jam,Cream Biscuit,Britannia Industries Ltd.,FMCGF
JH,8476,Kissan Mixed Fruit Jam | 500g | Pack of 1,Packaged & Instant Food,Ketchup & Spread,Jams & Spread,Kissan,Mixed Fruit Jam,HUL,FMCGF
JH,8277,Kissan Mixed Fruit Jam | 200g | Pack of 1,Packaged & Instant Food,Ketchup & Spread,Jams & Spread,Kissan,Mixed Fruit Jam,HUL,FMCGF
JH,3408,Sat Isabgol | 90g | Pack of 1,Health & Wellness,Immunity & Health Boosters,Ayurveda & Digestive Health,Dabur,Isabgol,Dabur India Limited,FMCGF
JH,74102,Maggi Masala Veg Atta Noodles | 290g | Pack of 1,Packaged & Instant Food,Noodles & Instant Food,Noodles,Maggi,Instant Noodles,Nestle India,FMCGF
JH,17475,Nissin Hot & Spicy Geki Korean Veg Noodles 80g,Packaged & Instant Food,Noodles & Instant Food,Noodles,Nissin,Instant Noodles,Nissin Foods,FMCGF
JH,34756,Sunfeast Yippee MagicMasala | 544g-580.8g | Pack of 1,Packaged & Instant Food,Noodles & Instant Food,Noodles,Yippee,Instant Noodles,ITC Ltd,FMCGF
JH,2412,Maggi Masala Veg Atta Noodles | 72.5g | Pack of 1,Packaged & Instant Food,Noodles & Instant Food,Noodles,Maggi,Instant Noodles,Nestle India,FMCGF
JH,3181,Maggi 2 Min Noodles | 280g | Pack of 1,Packaged & Instant Food,Noodles & Instant Food,Noodles,Maggi,Instant Noodles,Nestle India,FMCGF
JH,10331,Maggi 2 Minute Noodles Masala | 420g | Pack of 1,Packaged & Instant Food,Noodles & Instant Food,Noodles,Maggi,Instant Noodles,Nestle India,FMCGF
JH,3189,Maggi Masala Noodles | 70g | Pack of 1,Packaged & Instant Food,Noodles & Instant Food,Noodles,Maggi,Instant Noodles,Nestle India,FMCGF
JH,66301,Rasna Insta Mango - 750g,Beverages,Drinks & Juices,"Syrups,Squash & Premixes",Rasna,Instant Drink Mix Powder,Rasna Pvt. Ltd.,FMCGF
JH,66302,Rasna Insta Orange - 750g,Beverages,Drinks & Juices,"Syrups,Squash & Premixes",Rasna,Instant Drink Mix Powder,Rasna Pvt. Ltd.,FMCGF
JH,33035,Weikfield Kesar Pista Falooda Mix | 200g | Pack of 1,Beverages,Drinks & Juices,"Syrups,Squash & Premixes",Weikfield,Falooda Mix,Weikfield Foods Private Limited.,FMCGF
JH,8308,Haldirams Mini Bhakarwadi | 200g | Pack of 1,Biscuits & Snacks,Chips & Namkeen,Bhujia & Mixture,Haldiram's,Bhakarwadi,Haldiram Snacks Food Private Limited,FMCGF
JH,11687,Haldirams Punjabi Tadka | 200g | Pack of 1,Biscuits & Snacks,Chips & Namkeen,Bhujia & Mixture,Haldiram's,Tadka,Haldiram Snacks Food Private Limited,FMCGF
